AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0513,69306.9342,-12.06,-13.32,-31.74
0.0555,69306.9542,-12.54,-12.9,-31.68
0.0581,69306.9742,-12.9,-12.96,-31.8
0.0605,69306.9942,-13.62,-12.42,-31.8
0.0771,69307.0142,-14.16,-12.42,-31.56
0.0946,69307.0341,-14.46,-12.18,-31.56
0.134,69307.0542,-14.64,-12.06,-31.32
0.1364,69307.0741,-15.06,-12,-30.72
0.1617,69307.0942,-16.26,-12.24,-30.3
0.1785,69307.1142,-17.1,-12,-29.64
0.1975,69307.1352,-18.18,-12.06,-28.92
0.2216,69307.1552,-18.3,-12.6,-28.92
0.2345,69307.1752,-18.18,-12.06,-28.86
0.2529,69307.1952,-18.48,-12.72,-28.62
0.2723,69307.2151,-18.18,-12.54,-28.86
0.2928,69307.2351,-18.72,-12.72,-28.62
0.3124,69307.2552,-18.54,-12.66,-28.74
0.3323,69307.2751,-17.94,-12.3,-29.22
0.3523,69307.2951,-17.76,-12,-29.88
0.3736,69307.3152,-16.32,-11.28,-30.54
0.3944,69307.3351,-15.54,-11.1,-31.26
0.4242,69307.3552,-14.34,-10.44,-32.34
0.4342,69307.3752,-13.26,-9.48,-32.76
0.4584,69307.3952,-12.6,-8.52,-33.78
0.4733,69307.4152,-11.94,-7.08,-34.32
0.4967,69307.4352,-11.76,-5.7,-34.5
0.5176,69307.4552,-11.82,-4.56,-34.68
0.5371,69307.4752,-11.94,-3.12,-34.8
0.5573,69307.4952,-11.88,-1.86,-34.8
0.5757,69307.5152,-12.12,-0.6,-34.8
0.5974,69307.5362,-11.94,0.9,-35.16
0.6138,69307.556,-12.06,1.62,-34.68
0.6354,69307.5762,-12.66,2.22,-34.56
0.6553,69307.5972,-13.14,2.4,-34.26
0.6751,69307.6172,-14.52,1.98,-33.54
0.697,69307.6372,-16.14,1.8,-33.06
0.7181,69307.6572,-17.22,0.96,-32.7
0.7345,69307.6772,-18.54,0.66,-32.1
0.7547,69307.6972,-19.44,-0.12,-32.04
0.775,69307.7172,-19.92,-1.2,-31.8
0.7952,69307.7372,-20.64,-2.4,-31.14
0.8149,69307.7572,-21.06,-4.26,-31.14
0.8349,69307.7772,-21.3,-6.54,-30.06
0.8556,69307.7972,-21.54,-8.64,-29.04
0.8795,69307.8182,-21.66,-11.28,-27.9
0.8961,69307.8382,-21.66,-13.8,-26.4
0.9208,69307.8592,-21.24,-15.78,-25.8
0.9371,69307.8792,-20.22,-18.18,-24.66
0.9569,69307.8992,-19.02,-19.8,-23.76
0.9782,69307.9192,-18,-21.36,-23.28
0.9969,69307.9392,-16.74,-22.56,-22.5
1.0192,69307.9592,-15.66,-23.22,-22.62
1.0393,69307.9792,-14.88,-23.94,-22.8
1.0637,69308.0002,-13.62,-24.24,-22.8
1.0819,69308.0202,-13.2,-24.36,-22.8
1.1002,69308.0402,-13.2,-24.66,-22.86
1.1182,69308.0602,-13.26,-24.24,-23.1
1.1384,69308.0802,-13.98,-23.58,-23.4
1.1626,69308.1002,-14.58,-23.4,-23.64
1.1814,69308.1202,-15.06,-22.38,-23.7
1.1987,69308.1412,-15.72,-21.78,-24.3
