AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
0.1064,,,-76.0,,,
0.1412,,,,-95.0,,
0.317,,,,-94.0,,
0.5032,,,-75.0,,,
0.5343,,,,-90.0,,
0.6889,,,-86.0,,,
0.7164,,,,,,-94.0
0.9062,,,,,,-95.0
1.2995,,,-75.0,,,
1.3348,,,,-85.0,,
1.5481,,,-73.0,,,
1.5635,,,,-90.0,,
1.716,,,-74.0,,,
1.7479,,,,-86.0,,
1.9299,,,-76.0,,,
1.9502,,,,-95.0,,
2.1187,,,-83.0,,,
2.3361,,,-83.0,,,
2.5487,,,-82.0,,,
2.7337,,,-78.0,,,
2.7762,,,,-92.0,,
3.752,,,-73.0,,,
3.9648,,,-75.0,,,
4.1949,,,-83.0,,,
4.2076,,,,-90.0,,
4.3892,,,-84.0,,,
4.4181,,,,,,-91.0
4.7837,,,-77.0,,,
4.9736,,,-79.0,,,
5.022,,,,-93.0,,
5.3893,,,-75.0,,,
5.4417,,,,-88.0,,
5.6473,,,,,,-96.0
5.9918,,,-79.0,,,
6.044,,,,,,-93.0
6.0715,,,,-91.0,,
6.2497,,,-81.0,,,
6.2829,,,,,,-94.0
6.3916,,,-72.0,,,
6.6089,,,-73.0,,,
6.6662,,,,-86.0,,
6.8201,,,-76.0,,,
7.0187,,,-86.0,,,
7.4246,,,-82.0,,,
7.9173,,,,-88.0,,
8.0267,,,-73.0,,,
8.2478,,,-87.0,,,
8.5249,,,,,,-91.0
8.7247,,,,,,-96.0
8.8675,,,-78.0,,,
9.1674,,,,-90.0,,
9.3435,,,,-85.0,,
9.5932,,,,-90.0,,
9.875,,,-78.0,,,
10.0825,,,-75.0,,,
10.1803,,,,-91.0,,
10.294,,,-79.0,,,
10.3899,,,,-95.0,,
10.4987,,,-83.0,,,
10.6992,,,-79.0,,,
10.9216,,,,,-94.0,
11.122,,,-75.0,,,
11.72,,,-74.0,,,
11.9422,,,-79.0,,,
13.1714,,,-83.0,,,
13.6094,,,-90.0,,,
14.0434,,,,,,-94.0
14.0998,,,,-93.0,,
14.2471,,,,,,-96.0
14.3804,,,-79.0,,,
14.6026,,,-75.0,,,
15.1073,,,,-89.0,,
15.2963,,,,-93.0,,
15.812,,,-79.0,,,
16.8272,,,-83.0,,,
16.9648,,,,-96.0,,
17.0568,,,-79.0,,,
17.1863,,,,-90.0,,
17.2398,,,-88.0,,,
17.3447,,,,-89.0,,
17.4342,,,-78.0,,,
17.6564,,,-86.0,,,
17.8492,,,-85.0,,,
18.3595,,,,-95.0,,
18.5679,,,,-91.0,,
18.8087,,,,-89.0,,
18.9911,,,,-87.0,,
19.9312,,,-86.0,,,
20.3446,,,-75.0,,,
20.7463,,,-80.0,,,
21.0538,,,,-91.0,,
21.1444,,,-84.0,,,
21.2661,,,,-88.0,,
21.3556,,,-77.0,,,
21.4266,,,,,,-95.0
21.5425,,,-80.0,,,
21.6126,,,,,,-92.0
21.6635,,,,-94.0,,
21.7607,,,-77.0,,,
21.8201,,,,,,-93.0
22.1638,,,-87.0,,,
22.412,,,-87.0,,,
22.5927,,,-80.0,,,
23.0068,,,-75.0,,,
23.046,,,,,,-92.0
23.0957,,,,-89.0,,
23.2928,,,,-89.0,,
24.0611,,,,,,-92.0
24.1273,,,,-94.0,,
24.2161,,,-89.0,,,
24.332,,,,-85.0,,
24.4228,,,,,-95.0,
24.5431,,,,-90.0,,
24.8255,,,-86.0,,,
24.8437,,,,,-95.0,
24.9784,,,,-92.0,,
25.4296,,,-85.0,,,
25.6579,,,-77.0,,,
25.7641,,,,-89.0,,
25.8943,,,-81.0,,,
25.9677,,,,-95.0,,
26.0571,,,-78.0,,,
26.2557,,,-85.0,,,
26.4571,,,-80.0,,,
26.8958,,,,,-90.0,
27.2934,,,-76.0,,,
28.1354,,,-85.0,,,
28.2946,,,-79.0,,,
28.5175,,,-84.0,,,
28.5535,,,,,,-96.0
28.6425,,,,-90.0,,
28.713,,,-77.0,,,
28.7655,,,,,,-95.0
28.9615,,,-82.0,,,
29.0379,,,,-90.0,,
29.2548,,,,-89.0,,
29.3285,,,-84.0,,,
29.5446,,,-79.0,,,
29.7442,,,-71.0,,,
29.8439,,,,-88.0,,
29.9441,,,-75.0,,,
30.055,,,,-86.0,,
30.1634,,,-88.0,,,
30.2486,,,,,,-96.0
30.2852,,,,-94.0,,
30.3632,,,-78.0,,,
30.4506,,,,-89.0,,
30.7608,,,-90.0,,,
31.1833,,,-86.0,,,
31.9113,,,,-89.0,,
32.0046,,,-83.0,,,
32.1302,,,,-95.0,,
32.2298,,,-94.0,,,
32.4175,,,-85.0,,,
32.6073,,,-79.0,,,
32.8083,,,-85.0,,,
33.047,,,-84.0,,,
33.1217,,,,-91.0,,
33.2186,,,-75.0,,,
33.8388,,,-85.0,,,
33.9434,,,,-92.0,,
34.3796,,,,-88.0,,
34.679,,,-92.0,,,
34.78,,,,-91.0,,
34.8801,,,-81.0,,,
35.209,,,,-84.0,,
35.6958,,,-72.0,,,
35.8271,,,,-86.0,,
35.8747,,,-78.0,,,
35.9122,,,,,,-96.0
36.5117,,,-77.0,,,
36.6253,,,,-90.0,,
36.8897,,,-88.0,,,
37.124,,,-79.0,,,
37.3631,,,,,,-97.0
37.5255,,,-78.0,,,
37.5595,,,,,-97.0,
37.7302,,,-74.0,,,
37.884,,,,-94.0,,
37.9462,,,-90.0,,,
37.9823,,,,,,-90.0
38.0457,,,,-95.0,,
38.1474,,,-88.0,,,
38.189,,,,,,-87.0
38.339,,,-81.0,,,
38.6568,,,,-93.0,,
38.7382,,,-79.0,,,
39.997,,,-82.0,,,
40.5773,,,-79.0,,,
40.7199,,,,-87.0,,
40.788,,,-82.0,,,
40.9893,,,-77.0,,,
41.1231,,,,-90.0,,
41.4003,,,-77.0,,,
41.6043,,,-77.0,,,
41.9556,,,,-98.0,,
42.1541,,,,-97.0,,
42.2262,,,-75.0,,,
42.2749,,,,,,-97.0
42.4181,,,-89.0,,,
42.5755,,,,-89.0,,
42.6447,,,-82.0,,,
42.9828,,,,-85.0,,
43.1962,,,,-85.0,,
43.2377,,,-77.0,,,
43.8779,,,-79.0,,,
44.0181,,,,-92.0,,
44.2614,,,-84.0,,,
44.6301,,,,-93.0,,
44.7043,,,-78.0,,,
44.9022,,,-78.0,,,
45.1072,,,-84.0,,,
45.3004,,,-84.0,,,
45.4561,,,,-95.0,,
45.5037,,,-83.0,,,
45.5653,,,,,,-100.0
46.0695,,,,-94.0,,
46.1096,,,-77.0,,,
46.4995,,,,-93.0,,
46.5206,,,-78.0,,,
46.9374,,,-82.0,,,
47.5394,,,-76.0,,,
47.7442,,,-81.0,,,
47.9651,,,-87.0,,,
48.3621,,,-85.0,,,
48.4125,,,,,-96.0,
48.5672,,,-84.0,,,
48.7636,,,-92.0,,,
48.9859,,,-82.0,,,
49.1784,,,-76.0,,,
49.3909,,,-77.0,,,
49.5871,,,-84.0,,,
49.8201,,,-86.0,,,
49.9683,,,,-95.0,,
50.0077,,,-84.0,,,
50.1914,,,-79.0,,,
50.3932,,,-80.0,,,
50.812,,,-83.0,,,
51.9191,,,,,,-101.0
52.0275,,,,-95.0,,
52.677,,,-84.0,,,
52.8772,,,-87.0,,,
53.0423,,,,-93.0,,
53.0823,,,-87.0,,,
53.2261,,,,-91.0,,
53.2912,,,-85.0,,,
53.4962,,,-83.0,,,
53.6984,,,-85.0,,,
54.0634,,,,-93.0,,
54.1113,,,-94.0,,,
54.3674,,,,,,-98.0
54.5078,,,-89.0,,,
54.7077,,,-89.0,,,
54.8749,,,,-92.0,,
55.2943,,,,-91.0,,
55.9303,,,,-95.0,,
55.9809,,,-82.0,,,
56.0961,,,,-93.0,,
56.178,,,-82.0,,,
56.7247,,,,-96.0,,
56.9725,,,-79.0,,,
57.2029,,,-79.0,,,
57.5979,,,-88.0,,,
57.7401,,,,-95.0,,
57.7799,,,-83.0,,,
57.9966,,,-83.0,,,
58.1962,,,-79.0,,,
58.3963,,,-82.0,,,
58.7626,,,,-93.0,,
59.2191,,,-82.0,,,
59.4197,,,-81.0,,,
59.9923,,,,-93.0,,
60.0613,,,-79.0,,,
60.2044,,,,-99.0,,
60.2475,,,-79.0,,,
60.4772,,,-86.0,,,
60.6539,,,-82.0,,,
60.8065,,,,-95.0,,
60.8625,,,-86.0,,,
61.0596,,,-80.0,,,
61.2648,,,-81.0,,,
61.6893,,,-85.0,,,
61.8898,,,-87.0,,,
62.0356,,,,-98.0,,
62.1036,,,-86.0,,,
62.4315,,,,-91.0,,
63.1158,,,-78.0,,,
64.1795,,,-89.0,,,
64.3299,,,-90.0,,,
64.5618,,,-79.0,,,
64.6901,,,,-95.0,,
64.7404,,,-78.0,,,
64.9573,,,-79.0,,,
65.1521,,,-78.0,,,
65.3465,,,-83.0,,,
65.5944,,,-77.0,,,
65.7625,,,-77.0,,,
66.1729,,,-78.0,,,
66.3837,,,-82.0,,,
66.5788,,,-82.0,,,
66.784,,,-76.0,,,
67.4102,,,-88.0,,,
67.6058,,,-77.0,,,
68.258,,,-88.0,,,
68.656,,,-78.0,,,
69.263,,,-77.0,,,
69.4582,,,-83.0,,,
69.7273,,,,,,-99.0
70.0237,,,,-94.0,,
70.33,,,-78.0,,,
70.4979,,,-82.0,,,
70.6858,,,-85.0,,,
71.1149,,,-76.0,,,
71.1855,,,,,,-96.0
71.3079,,,-76.0,,,
71.9336,,,-77.0,,,
72.3355,,,-83.0,,,
72.5369,,,-82.0,,,
72.7595,,,-77.0,,,
72.9962,,,-78.0,,,
73.1438,,,-76.0,,,
73.3008,,,,-93.0,,
73.3644,,,-75.0,,,
73.7047,,,,-92.0,,
73.7645,,,-81.0,,,
73.9721,,,-74.0,,,
74.1636,,,-73.0,,,
74.339,,,,-87.0,,
74.528,,,,-87.0,,
74.7354,,,,-93.0,,
74.7835,,,-83.0,,,
74.9762,,,-74.0,,,
75.8171,,,-70.0,,,
75.9726,,,,-86.0,,
76.5788,,,,-86.0,,
76.6176,,,-77.0,,,
76.7657,,,,-95.0,,
76.8126,,,-77.0,,,
76.9838,,,,-90.0,,
77.037,,,-77.0,,,
77.2303,,,-75.0,,,
77.5173,,,,,,-94.0
77.5949,,,,-88.0,,
77.6645,,,-83.0,,,
77.8686,,,-74.0,,,
78.0015,,,,-89.0,,
78.0433,,,-79.0,,,
78.2679,,,,-95.0,,
78.3077,,,-75.0,,,
78.4039,,,,-97.0,,
78.8246,,,,-87.0,,
78.8701,,,-76.0,,,
79.5174,,,-70.0,,,
79.8385,,,,-87.0,,
79.9034,,,-78.0,,,
80.0478,,,,-89.0,,
80.1031,,,-82.0,,,
80.3146,,,-69.0,,,
80.5128,,,-94.0,,,
80.6713,,,,-81.0,,
80.8709,,,,-79.0,,
81.0803,,,,-92.0,,
81.1235,,,-73.0,,,
81.3304,,,-72.0,,,
81.4761,,,,-90.0,,
81.5197,,,-75.0,,,
81.6829,,,,-81.0,,
81.7345,,,-70.0,,,
81.8865,,,,-85.0,,
82.0981,,,,-84.0,,
82.152,,,-75.0,,,
82.3032,,,,-95.0,,
82.374,,,-73.0,,,
82.4869,,,,-83.0,,
82.5453,,,-76.0,,,
82.7569,,,-77.0,,,
82.9169,,,,-83.0,,
82.9558,,,-65.0,,,
83.542,,,,-83.0,,
83.957,,,,-78.0,,
83.9963,,,-67.0,,,
84.3538,,,,-89.0,,
84.5642,,,,-82.0,,
84.6073,,,-64.0,,,
84.7025,,-95.0,,,,
84.7841,,,,-82.0,,
84.8194,,,-63.0,,,
85.0076,,,,-83.0,,
85.0139,,,-61.0,,,
85.183,,,,-89.0,,
85.4232,,,,-85.0,,
85.5928,,,,-88.0,,
85.626,,,-61.0,,,
85.8253,,,,-77.0,,
85.8568,,,-62.0,,,
86.0049,,,,-79.0,,
86.0414,,,-62.0,,,
86.2225,,,,-77.0,,
86.2706,,,-63.0,,,
86.4273,,,,-85.0,,
86.4431,,,-62.0,,,
86.62,,,,-84.0,,
86.6773,,,-64.0,,,
86.8599,,,-72.0,,,
87.0259,,,,-78.0,,
87.8925,,,,-77.0,,
87.9152,,,-63.0,,,
88.0551,,,,-78.0,,
88.4786,,,,-75.0,,
88.5063,,,-61.0,,,
88.6845,,,,-82.0,,
88.7281,,,-65.0,,,
88.8765,,,,-76.0,,
88.9477,,,-65.0,,,
89.0804,,,,-84.0,,
89.1263,,,-70.0,,,
89.3302,,,-71.0,,,
89.4894,,,,-76.0,,
89.5301,,,-73.0,,,
89.6842,,,,-86.0,,
89.735,,,-72.0,,,
89.9593,,,-63.0,,,
90.1023,,,,-84.0,,
90.145,,,-73.0,,,
90.2517,,-96.0,,,,
90.3512,,,-66.0,,,
90.5511,,,,-76.0,,
90.748,,,,-84.0,,
90.7866,,,-68.0,,,
91.5549,,,,-77.0,,
91.5907,,,-71.0,,,
91.6854,,-91.0,,,,
91.7328,,,,-87.0,,
91.802,,,-86.0,,,
91.8824,,-92.0,,,,
91.9471,,,,-77.0,,
92.0132,,,-68.0,,,
92.1548,,,,-88.0,,
92.2086,,,-75.0,,,
92.3365,,,,-89.0,,
92.4095,,,-69.0,,,
92.6098,,,-84.0,,,
92.7551,,,,-94.0,,
92.8355,,,-71.0,,,
92.8881,,-97.0,,,,
92.9625,,,,-74.0,,
93.0216,,,-78.0,,,
93.0913,,-92.0,,,,
93.1549,,,,-70.0,,
93.2199,,,-68.0,,,
93.3041,,-91.0,,,,
93.3721,,,,-87.0,,
93.4387,,,-70.0,,,
93.5061,,-91.0,,,,
93.5794,,,,-79.0,,
93.7873,,,,-79.0,,
93.8316,,,-73.0,,,
93.988,,,,-74.0,,
94.037,,,-79.0,,,
94.1091,,-88.0,,,,
94.2506,,,-77.0,,,
94.4508,,,-73.0,,,
94.6064,,,,-77.0,,
94.6519,,,-79.0,,,
94.8723,,,-73.0,,,
95.6788,,,-89.0,,,
95.8612,,,,-88.0,,
95.8776,,,-78.0,,,
95.9642,,-90.0,,,,
96.4566,,,,-75.0,,
96.5241,,,-73.0,,,
96.5542,,-94.0,,,,
96.6975,,,-79.0,,,
96.9223,,,-89.0,,,
97.0752,,,,-81.0,,
97.1214,,,-83.0,,,
97.2946,,,,-83.0,,
97.323,,,-74.0,,,
97.3541,,-90.0,,,,
97.5153,,,,-77.0,,
97.5604,,-93.0,,,,
97.6886,,,,-83.0,,
97.9081,,,,-84.0,,
97.9661,,-91.0,,,,
98.1473,,,-76.0,,,
98.3291,,,,-83.0,,
98.3779,,,-80.0,,,
98.7302,,,,-82.0,,
98.752,,,-77.0,,,
99.1696,,,-79.0,,,
99.3378,,,,-91.0,,
99.797,,,-79.0,,,
99.9714,,,,-85.0,,
100.0117,,,-78.0,,,
100.4457,,-93.0,,,,
100.6243,,,-83.0,,,
100.6594,,-93.0,,,,
100.7815,,,,-82.0,,
100.8399,,,-73.0,,,
100.9891,,,,-87.0,,
101.2003,,,,-87.0,,
101.3819,,,,-93.0,,
101.4383,,,-86.0,,,
101.5946,,,,-86.0,,
101.8031,,,,-87.0,,
101.8457,,,-81.0,,,
102.2035,,,,-86.0,,
102.4071,,,,-87.0,,
102.4845,,,-92.0,,,
102.6376,,,,-92.0,,
102.7049,,-93.0,,,,
102.8621,,,-86.0,,,
103.2382,,,,-84.0,,
103.8555,,,,-85.0,,
103.9004,,,-95.0,,,
103.9434,,-85.0,,,,
104.0635,,,,-91.0,,
104.1358,,-86.0,,,,
104.2745,,,,-91.0,,
104.2919,,,-92.0,,,
104.3479,,-90.0,,,,
104.493,,,-81.0,,,
104.6601,,,,-90.0,,
104.7037,,,-90.0,,,
104.758,,-88.0,,,,
104.917,,,-89.0,,,
104.9674,,-97.0,,,,
105.0756,,,,-95.0,,
105.1265,,,-81.0,,,
105.368,,-92.0,,,,
105.4899,,,,-93.0,,
105.514,,,-91.0,,,
105.5711,,-92.0,,,,
105.6905,,,,-84.0,,
105.7775,,-87.0,,,,
105.9141,,,,-93.0,,
106.1262,,,-84.0,,,
106.1858,,-95.0,,,,
106.3795,,-91.0,,,,
106.5036,,,,-90.0,,
106.5362,,,-92.0,,,
106.5868,,-92.0,,,,
107.1681,,,-86.0,,,
107.3577,,,-83.0,,,
107.7385,,,,-93.0,,
107.7684,,,-88.0,,,
108.1764,,,-82.0,,,
108.2476,,-92.0,,,,
108.6492,,-89.0,,,,
108.8017,,,-84.0,,,
108.9512,,,,-92.0,,
109.0001,,,-82.0,,,
109.2482,,,-84.0,,,
109.408,,,-89.0,,,
109.5693,,,,-94.0,,
109.6175,,,-88.0,,,
109.8334,,,-92.0,,,
109.8831,,-92.0,,,,
110.0304,,,-86.0,,,
110.2412,,,-84.0,,,
110.6212,,,-92.0,,,
110.8242,,,-90.0,,,
111.0273,,,-94.0,,,
111.8714,,,-85.0,,,
112.0168,,,,-91.0,,
112.2312,,,,-95.0,,
112.2644,,,-88.0,,,
112.4185,,,,-93.0,,
112.5459,,-90.0,,,,
112.6665,,,-92.0,,,
112.8249,,,,-95.0,,
112.8714,,,-83.0,,,
113.2908,,,-91.0,,,
113.4872,,,-89.0,,,
113.5649,,-87.0,,,,
113.9642,,-95.0,,,,
114.091,,,-90.0,,,
114.1785,,-85.0,,,,
114.3674,,-87.0,,,,
114.5023,,,-86.0,,,
114.819,,-93.0,,,,
115.001,,-87.0,,,,
115.123,,,-82.0,,,
115.4855,,,,-92.0,,
115.6155,,-87.0,,,,
115.7317,,,-83.0,,,
116.0209,,-87.0,,,,
116.6232,,-85.0,,,,
116.9587,,,-85.0,,,
117.169,,,-90.0,,,
117.644,,-87.0,,,,
118.3744,,,-85.0,,,
118.669,,-81.0,,,,
119.5997,,,-92.0,,,
119.8934,,-84.0,,,,
120.2147,,,-87.0,,,
120.3055,,-83.0,,,,
120.4218,,,-88.0,,,
120.725,,-95.0,,,,
120.8391,,,-87.0,,,
120.923,,-93.0,,,,
121.2297,,,-95.0,,,
121.5427,,-81.0,,,,
121.6404,,,-99.0,,,
121.7697,,-84.0,,,,
121.8402,,,-99.0,,,
122.7721,,-83.0,,,,
123.6377,,-81.0,,,,
124.6119,,-79.0,,,,
124.675,,,,-97.0,,
124.8159,,-75.0,,,,
125.0466,,-75.0,,,,
125.6374,,-84.0,,,,
125.7167,,,,-99.0,,
125.846,,-78.0,,,,
126.0557,,-72.0,,,,
126.139,,,,-94.0,,
126.2852,,-69.0,,,,
126.4472,,-75.0,,,,
126.5471,,,,-90.0,,
126.6551,,-75.0,,,,
127.8837,,-74.0,,,,
128.0988,,-64.0,,,,
128.2818,,-89.0,,,,
128.4507,-97.0,,,,,
128.4895,,-70.0,,,,
128.7041,,-74.0,,,,
128.9074,,-81.0,,,,
128.9894,,,,-94.0,,
129.0794,-94.0,,,,,
129.0988,,-73.0,,,,
129.293,,-77.0,,,,
129.4985,,-71.0,,,,
