AppTimestamp(s),Latitude_degrees,Longitude_degrees
74.2446,49.46105277,11.11105204
86.7804,49.46108654,11.11120864
95.5184,49.46111244,11.11131808
112.4409,49.46120206,11.11150941
119.2176,49.46122192,11.1115901
125.8289,49.46127452,11.111561
132.5025,49.46132723,11.11158137
161.7496,49.46132723,11.11158137
167.7362,49.46127452,11.111561
173.9689,49.46122192,11.1115901
180.8039,49.46120206,11.11150941
196.2567,49.46111244,11.11131808
204.9895,49.46108654,11.11120864
216.8742,49.46105277,11.11105204
