AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_w,Quat_x,Quat_y,Quat_z
0.0536,69306.9396,-2.0638,7.32626,6.04536,-0.57055,-0.7196,-0.3427,-12.06,-13.32,-31.74,41.065689,10.917605,-65.25058,0.8031220072690697,0.34209254,-0.11321358,-0.47450018
0.0565,69306.9596,-1.76213,7.58483,7.99185,-0.78313,-0.81673,-0.35247,-12.54,-12.9,-31.68,40.415764,10.330212,-65.581688,0.8025453562421936,0.33496001,-0.11529253,-0.48003164
0.0589,69306.9796,-1.51553,8.57603,10.18493,-0.67562,-0.68173,-0.45143,-12.9,-12.96,-31.8,39.535473,9.671825,-65.910851,0.8023464099155571,0.3259351,-0.11675648,-0.48618358
0.0623,69306.9996,-0.64165,9.61033,8.15705,-0.4948,-0.89614,-0.69455,-13.62,-12.42,-31.8,38.931587,9.249648,-66.459938,0.8008220154719827,0.31950369,-0.11843268,-0.49251923
0.0782,69307.0196,-0.47166,8.54251,7.52976,-0.53695,-1.68232,-1.03969,-14.16,-12.42,-31.56,38.523972,8.583371,-67.411385,0.7968266718490433,0.31286681,-0.12378117,-0.50185639
0.0956,69307.0396,-3.39977,6.68701,9.13867,-0.67928,-1.99203,-1.19913,-14.46,-12.18,-31.56,37.834854,7.578767,-68.960449,0.7902224838120379,0.30205858,-0.13160226,-0.51671064
0.1352,69307.0596,-6.99346,6.16268,11.95185,-0.45815,-2.04457,-0.52901,-14.64,-12.06,-31.32,36.957863,6.665245,-70.664543,0.7830961600045255,0.29002479,-0.13801119,-0.53254008
0.1371,69307.0795,-5.56412,7.02459,15.19839,0.10751,-1.27426,0.30727,-15.06,-12.0,-30.72,36.441284,5.247953,-71.33271,0.7792278491224645,0.27911559,-0.14679089,-0.54161876
0.1634,69307.0996,-3.67989,7.2257,13.96538,0.83933,0.16616,0.43677,-16.26,-12.24,-30.3,36.656567,4.269788,-70.931778,0.7794040766619822,0.27645651,-0.15352798,-0.54086065
0.1801,69307.1196,-4.2114,6.4021,9.70131,1.24555,0.02199,0.551,-17.1,-12.0,-29.64,37.574326,4.777306,-70.711761,0.7792171132790046,0.28526223,-0.15401511,-0.5364005
0.1991,69307.1406,-4.07493,6.61278,7.28795,0.81367,0.22419,0.52168,-18.18,-12.06,-28.92,38.805683,5.181236,-70.425102,0.7784876002644567,0.29572493,-0.15652761,-0.53103948
0.2234,69307.1606,-4.04381,6.4428,7.07247,0.17471,-0.011,0.44838,-18.3,-12.6,-28.92,39.450474,5.74091,-70.250099,0.7786642930369568,0.30282468,-0.15539169,-0.52709824
0.2357,69307.1806,-4.35266,4.89135,10.30704,-0.08796,0.16432,0.551,-18.18,-12.06,-28.86,39.313595,6.062161,-70.066895,0.780232155502515,0.3036384,-0.15205936,-0.52528036
0.2556,69307.2006,-4.00071,2.83952,10.39802,0.14539,0.31215,0.73243,-18.48,-12.72,-28.62,38.861877,6.59166,-69.715302,0.7834883797877907,0.30351639,-0.14533079,-0.52240092
0.2735,69307.2205,-3.97916,0.5387,9.65103,0.51801,0.34086,1.18508,-18.18,-12.54,-28.86,38.545685,6.958803,-69.091469,0.787439127373458,0.30385262,-0.13963699,-0.51779795
0.2944,69307.2406,-3.24175,-1.26174,7.15387,0.78618,0.88881,2.05556,-18.72,-12.72,-28.62,38.480408,7.104405,-67.74688,0.7937698362912068,0.30567691,-0.13474505,-0.50826651
0.3135,69307.2606,-0.65362,-1.74058,4.81474,0.67745,1.57481,2.36832,-18.54,-12.66,-28.74,38.486622,7.116389,-65.290176,0.8044833159837456,0.30858898,-0.12810558,-0.49108899
0.3332,69307.2805,1.01993,-1.72861,3.35907,0.29505,2.5021,2.27303,-17.94,-12.3,-29.22,38.119827,7.515154,-62.406898,0.8177910966655041,0.31080526,-0.11583699,-0.47031862
0.3533,69307.3006,2.03986,-2.19309,1.9393,-0.31948,3.15329,2.04518,-17.76,-12.0,-29.88,37.83107,8.635604,-59.382263,0.8315525295794671,0.31609163,-0.09824363,-0.44604334
0.3783,69307.3206,1.80762,-0.9912,1.02711,-0.81062,3.15817,1.91445,-16.32,-11.28,-30.54,37.707088,10.520663,-56.620602,0.8436985206134626,0.32444742,-0.07622259,-0.4208287
0.3959,69307.3405,1.92973,1.00796,2.45406,-1.07573,2.18384,1.87536,-15.54,-11.1,-31.26,37.143929,12.122532,-53.899632,0.8555012722904116,0.3276841,-0.054315,-0.39722863
0.4285,69307.3606,2.64559,2.01113,3.94804,-1.22051,1.42271,1.90834,-14.34,-10.44,-32.34,36.361835,12.638086,-51.2029,0.866433106398303,0.32486096,-0.03970342,-0.37707117
0.4365,69307.3806,3.94086,2.72939,5.53779,-1.26205,0.56566,2.03601,-13.26,-9.48,-32.76,35.454033,12.252093,-48.407669,0.8771452281943867,0.31780457,-0.03140669,-0.35865042
0.4613,69307.4006,6.22971,3.29203,7.24964,-1.16125,-0.00428,2.08305,-12.6,-8.52,-33.78,34.084484,8.951239,-44.406109,0.8911385054986096,0.29871148,-0.04133695,-0.33902046
0.4767,69307.4206,7.68539,4.11803,8.11156,-1.17592,0.56505,1.87291,-11.94,-7.08,-34.32,32.816746,5.466605,-40.577457,0.9034040620378355,0.28051636,-0.05493267,-0.31961551
0.4982,69307.4406,7.76918,4.86741,7.79313,-1.46119,1.04091,1.65239,-11.76,-5.7,-34.5,31.442438,3.008993,-37.149166,0.9144014680781261,0.26480469,-0.0623238,-0.29977354
0.5198,69307.4606,7.68299,5.95917,7.87453,-1.7764,0.92302,1.42148,-11.82,-4.56,-34.68,29.797091,1.267526,-34.195148,0.924453377478573,0.24887304,-0.06536838,-0.28138077
0.5387,69307.4806,7.79073,7.07965,9.52413,-1.88941,0.39462,1.02259,-11.94,-3.12,-34.8,27.902983,-0.327677,-31.807718,0.9331594954500377,0.23111026,-0.06873593,-0.26660228
0.5592,69307.5006,7.60159,7.75243,11.68849,-1.5852,-0.17715,0.53206,-11.88,-1.86,-34.8,25.997368,-1.979945,-30.19832,0.9395836092415334,0.21274565,-0.0748365,-0.25752947
0.5772,69307.5206,7.11078,7.19697,12.86165,-0.8546,-0.9951,0.13744,-12.12,-0.6,-34.8,24.563843,-3.835748,-29.351168,0.9429021278490554,0.19738224,-0.08549618,-0.25429556
0.5991,69307.5416,6.50744,6.5242,13.63258,0.02749,-1.80755,-0.15149,-11.94,0.9,-35.16,23.884949,-5.831708,-29.212563,0.9428566879081914,0.18743227,-0.1002748,-0.25658405
0.6154,69307.5614,6.05733,6.95994,14.06594,0.69761,-2.02624,-0.38179,-12.06,1.62,-34.68,24.147141,-7.920711,-29.422506,0.9398956799754277,0.1846762,-0.11831521,-0.26171038
