AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
74.2446,49.461052766818,11.111052038421,0
86.7804,49.461086542587,11.111208635507,0
95.5184,49.461112441935,11.111318077376,0
112.4409,49.461202059553,11.111509411558,0
119.2176,49.461221918752,11.111590101028,0
125.8289,49.461274520737,11.11156099518,0
132.5025,49.461327233975,11.111581373854,0
161.7496,49.461327233975,11.111581373854,0
167.7362,49.461274520737,11.11156099518,0
173.9689,49.461221918752,11.111590101028,0
180.8039,49.461202059553,11.111509411558,0
196.2567,49.461112441935,11.111318077376,0
204.9895,49.461086542587,11.111208635507,0
216.8742,49.461052766818,11.111052038421,0
