AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
60.2633,49.461282667648,11.111404024309,-2
66.1813,49.461301523533,11.111481467684,-2
72.1331,49.46125358652,11.111509621657,-2
79.3146,49.461231925319,11.111418786084,-2
86.7014,49.461206636646,11.11131516231,-2
92.4895,49.461253857664,11.11128768669,-2
123.6349,49.461253857664,11.11128768669,-2
129.3518,49.461206636646,11.11131516231,-2
137.2684,49.461231925319,11.111418786084,-2
143.8112,49.46125358652,11.111509621657,-2
149.5036,49.461301523533,11.111481467684,-2
155.8182,49.461282667648,11.111404024309,-2
