AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0434,17018.2505,-14.6,-12.7,-38.5
0.045,17018.2705,-14.7,-12.8,-38.7
0.0466,17018.2905,-14.5,-13,-38.4
0.0736,17018.3105,-14.3,-13.2,-38.4
0.1207,17018.3305,-14.3,-13.3,-38.2
0.1262,17018.3505,-14.5,-13.5,-38.1
0.1295,17018.3705,-14.6,-13.7,-37.8
0.1489,17018.3905,-15,-14.5,-36.3
0.1599,17018.4105,-16.4,-15.2,-33.9
0.1822,17018.4305,-18.3,-15.2,-32.3
0.1992,17018.4505,-19.2,-14,-31
0.2193,17018.4704,-24,-12,-29.1
0.2413,17018.4904,-24.9,-12.5,-28.3
0.2624,17018.5104,-25.5,-13.4,-28.9
0.2824,17018.5304,-25.6,-13,-29
0.3009,17018.5504,-27.8,-12.4,-30.2
0.3201,17018.5704,-27.2,-12.1,-30.1
0.3374,17018.5904,-27.3,-12.1,-32.1
0.3719,17018.6104,-27.4,-11.4,-30.9
0.3867,17018.6304,-26.6,-10.6,-30.3
0.3995,17018.6504,-27.3,-10.7,-32
0.422,17018.6704,-26.8,-10.5,-32.2
0.4407,17018.6904,-26.9,-9.9,-32.4
0.4588,17018.7104,-26.7,-9,-31.5
0.4812,17018.7304,-27,-8.5,-32.2
0.5027,17018.7504,-27.4,-8.2,-32.5
0.5229,17018.7704,-27.6,-7.9,-32.7
0.5423,17018.7904,-27.8,-7.5,-32.4
0.5625,17018.8104,-28.4,-7.2,-33
0.5854,17018.8304,-28.8,-6.1,-32.8
0.6017,17018.8504,-29.1,-4.9,-32.2
0.6195,17018.8704,-29.2,-4.6,-32.6
0.6404,17018.8903,-29.5,-3.7,-32.1
0.6624,17018.9103,-27.8,-4,-30.6
0.6827,17018.9303,-28.2,-3.6,-30.3
0.7023,17018.9503,-30.3,-2.7,-31
0.7249,17018.9703,-28.6,-2.8,-29.6
0.7412,17018.9903,-31.1,-2.1,-29.5
0.7619,17019.0103,-29.4,-2.5,-27.7
0.7845,17019.0303,-30.6,-3.1,-24.6
0.8036,17019.0503,-30.6,-3.1,-23.6
0.8191,17019.0703,-31,-3.6,-23.9
0.8417,17019.0903,-33.1,-4.6,-21.7
0.8601,17019.1103,-34.8,-5.2,-17.4
0.8847,17019.1304,-35.4,-5.8,-14.4
0.9117,17019.1504,-38.8,-6.7,-10.8
0.9222,17019.1704,-39.6,-6.3,-8.5
0.941,17019.1904,-40.6,-6.7,-6.3
0.9731,17019.2105,-39.7,-6.6,-6.9
0.9889,17019.2305,-40.3,-6.2,-4.1
1.0074,17019.2505,-40.6,-5.1,4.9
1.0237,17019.2706,-39.2,-3.3,9.8
1.0407,17019.2906,-36.8,-0.7,15.4
1.0666,17019.3106,-35,1.7,19.2
1.0918,17019.3306,-29.4,9.2,23.3
1.1037,17019.3507,-25,13.8,25.6
1.1202,17019.3707,-20.6,19.3,23.7
1.1419,17019.3907,-17.7,23.7,23.9
1.1612,17019.4108,-16.2,27.4,20.9
1.18,17019.4308,-15.7,30.4,18.4
1.2035,17019.4508,-13.4,33.7,14.8
1.2217,17019.4708,-12.1,35.2,10.7
1.2482,17019.4909,-11.1,37.3,3.9
1.2792,17019.5109,-10.3,37.4,1.1
1.2841,17019.5309,-5.2,35.6,-2.1
1.2997,17019.551,-5.8,35.4,-4.9
1.3303,17019.571,-11.2,35.9,-13.8
1.3391,17019.591,-8.8,32.7,-13.4
1.3656,17019.611,-15.9,30.2,-22
1.4012,17019.6311,-13,25.8,-22.5
1.4049,17019.6511,-14.5,21,-26.4
1.4262,17019.6711,-15.7,16.8,-29
1.4418,17019.6911,-17.7,12.1,-32.5
1.4587,17019.7111,-20.5,5.8,-34.3
1.4809,17019.7311,-20.5,1.8,-35
1.5074,17019.7511,-20.8,-2.1,-36.3
1.5236,17019.7711,-22.2,-5.5,-38.6
1.5403,17019.7911,-21.3,-8.1,-39.3
1.566,17019.8111,-20,-11.3,-38.6
1.5877,17019.8311,-19.7,-13.9,-38
1.6033,17019.8511,-17.2,-15.6,-41.4
1.6233,17019.8711,-13.4,-18.1,-39.5
1.6404,17019.8911,-12.7,-19.7,-41.4
1.6605,17019.9111,-9,-18.9,-38.2
1.6871,17019.9311,-7.9,-19.1,-41
1.7036,17019.9511,-6.6,-18.6,-41.3
1.7223,17019.9711,-4.3,-16.3,-43.6
1.7439,17019.9911,-2.4,-15.2,-41.8
1.7648,17020.0111,-1.8,-13.3,-42.1
1.7846,17020.0311,0.7,-9.9,-43.5
1.8052,17020.0512,1.1,-7.1,-45.6
1.8249,17020.0712,3.8,-1.9,-42.8
1.8429,17020.0912,5.2,2.2,-43.4
1.867,17020.1112,3.4,7.4,-44.4
1.883,17020.1313,2.3,13,-40.2
1.9066,17020.1513,5.2,16.4,-35.6
1.9283,17020.1713,-1.1,21.3,-38.5
1.9417,17020.1914,-0.5,20.8,-35.4
1.962,17020.2114,-2,22.6,-31.7
1.9857,17020.2314,-5.4,22.6,-31.7
