AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_w,Quat_x,Quat_y,Quat_z
0.0428,17018.2505,-2.31766,6.71115,6.76861,0.00241,-0.40281,-0.14722,-14.6,-12.7,-38.5,42.049816,13.825338,-59.951309,0.8242641228975697,0.36465499,-0.080636,-0.425574
0.0447,17018.2705,-2.44695,6.8572,6.83565,-0.27431,-0.62822,-0.03115,-14.7,-12.8,-38.7,41.932796,13.40519,-60.10038,0.823665571727992,0.362185,-0.083619,-0.428258
0.0462,17018.2905,-2.23865,6.75425,7.39113,-0.19796,-1.03811,-0.08247,-14.5,-13.0,-38.4,41.632687,12.629689,-60.08815,0.8237957801669173,0.357234,-0.087846,-0.43130901
0.0731,17018.3105,-2.31526,6.8165,7.61379,0.03784,-1.64348,-0.04765,-14.3,-13.2,-38.4,41.483303,11.404389,-60.218021,0.8226530051799239,0.351466,-0.096401,-0.43637201
0.1236,17018.3305,-2.08302,6.82129,8.16448,0.13008,-2.12851,0.05009,-14.3,-13.3,-38.2,41.539101,9.534784,-60.297329,0.8205349565424498,0.34460899,-0.110288,-0.44249699
0.1256,17018.3505,-1.40783,6.78537,9.35204,0.76965,-2.06864,0.0336,-14.5,-13.5,-38.1,41.799427,7.213321,-60.288708,0.8175359753196307,0.33739099,-0.12797,-0.448805
0.1316,17018.3705,-1.36953,6.51243,8.81572,1.4074,-1.58239,-0.05742,-14.6,-13.7,-37.8,42.846592,5.359122,-60.420025,0.812190038799233,0.33720201,-0.14597601,-0.45313701
0.1472,17018.3905,-1.96091,6.54834,7.56112,1.025,-2.30566,0.34636,-15.0,-14.5,-36.3,44.239624,3.896202,-60.556347,0.8060174005703225,0.34086999,-0.16254801,-0.45576501
0.1587,17018.4105,-1.99443,7.22113,6.23709,0.43857,-3.23662,0.92607,-16.4,-15.2,-33.9,45.04533,0.944943,-60.038845,0.8013677797097908,0.33546501,-0.185036,-0.45938501
0.1839,17018.4305,-0.68237,6.54595,4.38152,-1.47955,-2.426,2.40131,-18.3,-15.2,-32.3,44.881504,-3.725865,-57.932949,0.8022132582394532,0.31924701,-0.211061,-0.45824501
0.1983,17018.4505,1.16362,6.0647,6.18681,-2.51252,-2.26045,1.96882,-19.2,-14.0,-31.0,42.575672,-7.629265,-55.056454,0.8132821219925468,0.292586,-0.222398,-0.45111501
0.2182,17018.4704,2.69116,5.5188,8.28898,-0.40565,-2.46571,1.31947,-24.0,-12.0,-29.1,40.063576,-11.332297,-53.123528,0.8211118502945625,0.263412,-0.235392,-0.44830799
0.24,17018.4904,2.54511,5.70795,7.98491,1.63892,0.2166,0.2138,-24.9,-12.5,-28.3,40.151134,-14.506457,-51.768593,0.8193319344987109,0.254583,-0.25534001,-0.44574001
0.268,17018.5104,2.68877,5.62176,6.6489,0.71223,-0.46024,-0.30055,-25.5,-13.4,-28.9,41.758438,-14.47683,-51.312664,0.8160601985137491,0.26772901,-0.25919899,-0.44179499
0.2844,17018.5304,3.02876,5.30332,5.7295,0.23209,0.20072,-0.32315,-25.6,-13.0,-29.0,42.438755,-14.514252,-51.641083,0.8124966202110258,0.271905,-0.26238301,-0.443928
