AppTimestamp(s),MAC,Frequency,RSSI
1.3671,20:23:00:00:00:12,2417,-57
1.3671,20:23:00:00:00:73,2437,-74
1.3671,20:23:00:00:00:65,2437,-78
1.3671,20:23:00:00:00:69,2422,-82
1.3671,20:23:00:00:03:11,2462,-82
1.3671,20:23:00:00:00:15,2452,-84
1.3671,20:23:00:00:00:44,2462,-85
1.3671,20:23:00:00:00:82,2462,-86
1.3671,20:23:00:00:00:79,5220,-86
1.3671,20:23:00:00:00:90,2437,-88
1.3671,20:23:00:00:00:80,5220,-88
1.3671,20:23:00:00:00:55,2427,-89
1.3671,20:23:00:00:00:01,2437,-90
3.36,20:23:00:00:00:73,2437,-74
3.36,20:23:00:00:00:65,2437,-79
3.36,20:23:00:00:00:55,2427,-82
3.36,20:23:00:00:00:44,2462,-84
3.36,20:23:00:00:00:69,2422,-86
3.36,20:23:00:00:03:11,2462,-86
3.36,20:23:00:00:00:90,2437,-89
3.36,20:23:00:00:00:80,5220,-89
3.36,20:23:00:00:00:79,5220,-91
3.36,20:23:00:00:01:01,2462,-91
5.3344,20:23:00:00:00:12,2417,-46
5.3344,20:23:00:00:00:73,2437,-67
5.3344,20:23:00:00:00:65,2437,-75
5.3344,20:23:00:00:00:69,2422,-82
5.3344,20:23:00:00:00:82,2462,-82
5.3344,20:23:00:00:00:90,2437,-83
5.3344,20:23:00:00:00:55,2427,-83
5.3344,20:23:00:00:00:15,2452,-87
5.3344,20:23:00:00:00:01,2437,-87
5.3344,20:23:00:00:00:79,5220,-87
5.3344,20:23:00:00:03:11,2462,-90
7.3575,20:23:00:00:00:12,2417,-55
7.3575,20:23:00:00:00:69,2422,-77
7.3575,20:23:00:00:00:55,2427,-78
7.3575,20:23:00:00:00:73,2437,-79
7.3575,20:23:00:00:00:45,2412,-84
7.3575,20:23:00:00:00:82,2462,-87
7.3575,20:23:00:00:00:79,5220,-87
7.3575,20:23:00:00:00:65,2437,-88
7.3575,20:23:00:00:00:80,5220,-88
7.3575,20:23:00:00:03:11,2462,-88
7.3575,20:23:00:00:01:11,5240,-89
7.3575,20:23:00:00:00:44,2462,-90
7.3575,20:23:00:00:01:12,5240,-90
7.3575,20:23:00:00:00:90,2437,-91
7.3575,20:23:00:00:01:01,2462,-95
9.3658,20:23:00:00:00:12,2417,-56
9.3658,20:23:00:00:00:55,2427,-81
9.3658,20:23:00:00:00:65,2437,-83
9.3658,20:23:00:00:00:73,2437,-85
9.3658,20:23:00:00:00:69,2422,-85
9.3658,20:23:00:00:00:82,2462,-85
9.3658,20:23:00:00:00:15,2452,-87
9.3658,20:23:00:00:00:44,2462,-87
9.3658,20:23:00:00:03:11,2462,-88
9.3658,20:23:00:00:00:79,5220,-90
9.3658,20:23:00:00:00:45,2412,-91
9.3658,20:23:00:00:00:90,2437,-92
9.3658,20:23:00:00:00:80,5220,-92
11.3578,20:23:00:00:00:73,2437,-71
11.3578,20:23:00:00:00:69,2422,-80
11.3578,20:23:00:00:00:65,2437,-82
11.3578,20:23:00:00:00:44,2462,-84
11.3578,20:23:00:00:00:82,2462,-86
11.3578,20:23:00:00:00:55,2427,-86
11.3578,20:23:00:00:00:15,2452,-88
11.3578,20:23:00:00:00:90,2437,-89
11.3578,20:23:00:00:00:80,5220,-90
11.3578,20:23:00:00:01:12,5240,-90
11.3578,20:23:00:00:01:11,5240,-90
11.3578,20:23:00:00:01:01,2462,-91
11.3578,20:23:00:00:03:11,2462,-92
11.3578,20:23:00:00:00:45,2412,-93
13.4013,20:23:00:00:00:12,2417,-56
13.4013,20:23:00:00:00:73,2437,-73
13.4013,20:23:00:00:00:69,2422,-80
13.4013,20:23:00:00:00:65,2437,-81
13.4013,20:23:00:00:00:55,2427,-84
13.4013,20:23:00:00:00:01,2437,-85
13.4013,20:23:00:00:00:90,2437,-87
13.4013,20:23:00:00:00:80,5220,-87
13.4013,20:23:00:00:00:82,2462,-88
13.4013,20:23:00:00:00:44,2462,-88
13.4013,20:23:00:00:00:79,5220,-89
13.4013,20:23:00:00:01:12,5240,-93
15.3284,20:23:00:00:00:12,2417,-62
15.3284,20:23:00:00:00:73,2437,-76
15.3284,20:23:00:00:00:44,2462,-79
15.3284,20:23:00:00:00:82,2462,-82
15.3284,20:23:00:00:00:65,2437,-83
