AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90
2.7321,-44.0,-58.0,,-55.0,,,-57.0,-56.0,-62.0,,,-63.0,-63.0,-63.0,-60.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
6.7586,-47.0,-64.0,,-61.0,,,-53.0,-59.0,-57.0,,,-68.0,-59.0,-59.0,-54.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
10.7566,-46.0,-56.0,,-57.0,,,-56.0,-67.0,-57.0,,,,-65.0,-65.0,-55.0,-70.0,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,,5220.0,5220.0,2462.0,2462.0,
14.745,-48.0,-56.0,,-54.0,,,-61.0,-59.0,-59.0,,,-64.0,-61.0,-61.0,-59.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
18.7545,-42.0,-59.0,,-58.0,,,-54.0,-56.0,-58.0,,,,-63.0,-63.0,-55.0,-73.0,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,,5220.0,5220.0,2462.0,2462.0,
22.7844,-46.0,-55.0,,-54.0,,,-58.0,-56.0,-55.0,,,-63.0,-68.0,-68.0,-57.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
26.7623,-44.0,-55.0,,-50.0,,,-57.0,-59.0,-63.0,,,-62.0,-65.0,-66.0,-56.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
30.7701,-45.0,-52.0,,-62.0,,,-53.0,-62.0,-57.0,,,-62.0,-61.0,-61.0,-54.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
34.7609,-45.0,-54.0,,-56.0,,,-52.0,-62.0,-57.0,,,-61.0,-61.0,-61.0,-53.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
38.7565,-49.0,-58.0,,-56.0,,,-57.0,-61.0,-57.0,,,-65.0,-63.0,-62.0,-62.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
42.7649,-49.0,-58.0,,-57.0,,,-59.0,-56.0,-56.0,,,-62.0,-62.0,-62.0,-60.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
46.7493,-45.0,-54.0,,-60.0,,,-59.0,-60.0,-52.0,,,-62.0,-62.0,-62.0,-60.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
50.7542,-47.0,-54.0,,-59.0,,,-59.0,-60.0,-58.0,,,-63.0,-58.0,-58.0,-59.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
54.7518,-50.0,,,-58.0,,,-56.0,-60.0,-54.0,,,-67.0,-62.0,-62.0,-57.0,-75.0,,2437.0,,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,
58.7521,-46.0,,,-58.0,,-78.0,-58.0,-63.0,-54.0,,,-65.0,-62.0,-62.0,-57.0,,,2437.0,,,2452.0,,2457.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
62.775,-52.0,-57.0,,-57.0,,,-56.0,-67.0,-53.0,,,-65.0,-62.0,-62.0,-58.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
66.7286,-52.0,,,-54.0,,,-55.0,-59.0,-53.0,,,-65.0,-61.0,-62.0,-55.0,-74.0,,2437.0,,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,
70.757,-53.0,-65.0,,-47.0,,,-48.0,-55.0,-47.0,,,-57.0,-57.0,-57.0,-48.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
74.7625,-54.0,-59.0,,-48.0,,,-55.0,-52.0,-55.0,,,-57.0,-57.0,-57.0,-53.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
78.7702,-53.0,-64.0,,-46.0,,,-50.0,-60.0,-50.0,,,-59.0,-55.0,-55.0,-52.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
82.7523,-53.0,-62.0,,-55.0,,,-52.0,-55.0,-58.0,,,-54.0,-56.0,-55.0,-53.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,,
