AppTimestamp(s),MAC,Frequency,RSSI
2.2149,20:23:00:00:00:12,2417,-48
2.2149,20:23:00:00:03:11,2462,-59
2.2149,20:23:00:00:00:73,2437,-65
2.2149,20:23:00:00:00:15,2452,-73
2.2149,20:23:00:00:00:69,2422,-73
2.2149,20:23:00:00:00:65,2437,-74
2.2149,20:23:00:00:00:44,2462,-77
2.2149,20:23:00:00:00:82,2462,-77
2.2149,20:23:00:00:00:90,2437,-80
2.2149,20:23:00:00:00:01,2437,-80
2.2149,20:23:00:00:00:79,5220,-81
2.2149,20:23:00:00:00:55,2427,-81
2.2149,20:23:00:00:00:80,5220,-82
2.2149,20:23:00:00:01:11,5240,-87
2.2149,20:23:00:00:01:12,5240,-91
6.2028,20:23:00:00:00:12,2417,-47
6.2028,20:23:00:00:03:11,2462,-58
6.2028,20:23:00:00:00:73,2437,-66
6.2028,20:23:00:00:00:65,2437,-70
6.2028,20:23:00:00:00:15,2452,-76
6.2028,20:23:00:00:00:69,2422,-76
6.2028,20:23:00:00:00:90,2437,-76
6.2028,20:23:00:00:00:44,2462,-76
6.2028,20:23:00:00:01:01,2462,-80
6.2028,20:23:00:00:00:55,2427,-81
6.2028,20:23:00:00:00:80,5220,-83
6.2028,20:23:00:00:00:79,5220,-85
10.2621,20:23:00:00:00:73,2437,-64
10.2621,20:23:00:00:03:11,2462,-66
10.2621,20:23:00:00:00:82,2462,-73
10.2621,20:23:00:00:00:15,2452,-75
10.2621,20:23:00:00:00:65,2437,-75
10.2621,20:23:00:00:00:90,2437,-76
10.2621,20:23:00:00:00:69,2422,-77
10.2621,20:23:00:00:00:55,2427,-80
10.2621,20:23:00:00:01:01,2462,-80
10.2621,20:23:00:00:00:01,2437,-82
10.2621,20:23:00:00:00:80,5220,-86
10.2621,20:23:00:00:00:45,2412,-86
10.2621,20:23:00:00:00:79,5220,-87
10.2621,20:23:00:00:01:11,5240,-88
14.2328,20:23:00:00:00:12,2417,-50
14.2328,20:23:00:00:03:11,2462,-66
14.2328,20:23:00:00:00:73,2437,-69
14.2328,20:23:00:00:00:65,2437,-71
14.2328,20:23:00:00:00:69,2422,-73
14.2328,20:23:00:00:00:44,2462,-74
14.2328,20:23:00:00:00:15,2452,-75
14.2328,20:23:00:00:00:82,2462,-77
14.2328,20:23:00:00:00:90,2437,-79
14.2328,20:23:00:00:00:01,2437,-81
14.2328,20:23:00:00:00:55,2427,-83
14.2328,20:23:00:00:01:01,2462,-84
14.2328,20:23:00:00:00:80,5220,-85
14.2328,20:23:00:00:00:79,5220,-87
14.2328,20:23:00:00:00:97,2437,-87
14.2328,20:23:00:00:00:98,2462,-88
14.2328,20:23:00:00:01:11,5240,-89
14.2328,20:23:00:00:00:94,2457,-92
18.2557,20:23:00:00:00:12,2417,-46
18.2557,20:23:00:00:00:69,2422,-71
18.2557,20:23:00:00:00:73,2437,-72
18.2557,20:23:00:00:00:65,2437,-73
18.2557,20:23:00:00:00:44,2462,-75
18.2557,20:23:00:00:00:82,2462,-77
18.2557,20:23:00:00:03:11,2462,-78
18.2557,20:23:00:00:00:15,2452,-81
18.2557,20:23:00:00:00:90,2437,-83
18.2557,20:23:00:00:00:55,2427,-83
18.2557,20:23:00:00:00:01,2437,-85
18.2557,20:23:00:00:01:01,2462,-85
18.2557,20:23:00:00:00:79,5220,-86
18.2557,20:23:00:00:01:11,5240,-88
18.2557,20:23:00:00:00:45,2412,-88
18.2557,20:23:00:00:00:80,5220,-89
22.217,20:23:00:00:00:12,2417,-49
22.217,20:23:00:00:00:73,2437,-68
22.217,20:23:00:00:03:11,2462,-71
22.217,20:23:00:00:00:65,2437,-74
22.217,20:23:00:00:00:44,2462,-74
22.217,20:23:00:00:00:15,2452,-75
22.217,20:23:00:00:00:55,2427,-76
22.217,20:23:00:00:00:69,2422,-77
22.217,20:23:00:00:00:82,2462,-77
22.217,20:23:00:00:01:01,2462,-82
22.217,20:23:00:00:00:90,2437,-83
22.217,20:23:00:00:00:01,2437,-83
22.217,20:23:00:00:00:79,5220,-85
22.217,20:23:00:00:00:80,5220,-85
22.217,20:23:00:00:00:98,2462,-88
22.217,20:23:00:00:00:96,2437,-91
26.2157,20:23:00:00:00:73,2437,-65
26.2157,20:23:00:00:03:11,2462,-71
26.2157,20:23:00:00:00:69,2422,-77
26.2157,20:23:00:00:00:82,2462,-77
26.2157,20:23:00:00:00:44,2462,-78
26.2157,20:23:00:00:00:65,2437,-79
26.2157,20:23:00:00:00:55,2427,-82
26.2157,20:23:00:00:01:01,2462,-82
26.2157,20:23:00:00:00:90,2437,-84
26.2157,20:23:00:00:00:79,5220,-85
26.2157,20:23:00:00:00:80,5220,-87
26.2157,20:23:00:00:01:11,5240,-88
26.2157,20:23:00:00:00:92,2412,-91
26.2157,20:23:00:00:01:12,5240,-92
26.2157,20:23:00:00:00:25,2412,-93
30.2102,20:23:00:00:00:12,2417,-48
30.2102,20:23:00:00:00:73,2437,-66
30.2102,20:23:00:00:00:69,2422,-71
30.2102,20:23:00:00:03:11,2462,-71
30.2102,20:23:00:00:00:55,2427,-74
30.2102,20:23:00:00:00:65,2437,-75
30.2102,20:23:00:00:00:15,2452,-78
30.2102,20:23:00:00:00:90,2437,-80
