AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0291,82183.792,-21.48,-29.04,-17.94
0.0318,82183.812,-22.02,-29.04,-19.02
0.0334,82183.8321,-22.14,-28.38,-19.98
0.0566,82183.8518,-22.38,-27.54,-20.94
0.0906,82183.872,-22.86,-26.52,-22.08
0.0925,82183.8921,-22.68,-25.5,-23.22
0.1148,82183.912,-22.8,-24.72,-24.42
0.1307,82183.932,-22.98,-23.52,-25.2
0.1507,82183.9521,-22.74,-22.86,-26.1
0.1715,82183.972,-22.62,-21.84,-26.94
0.2006,82183.992,-22.5,-20.88,-27.54
0.2173,82184.012,-22.5,-20.52,-28.38
0.233,82184.032,-22.8,-19.62,-28.86
0.2501,82184.052,-23.1,-19.08,-29.16
0.2712,82184.072,-23.28,-18.3,-29.46
0.2948,82184.092,-22.8,-17.16,-29.64
0.3137,82184.112,-22.62,-16.5,-30.06
0.3302,82184.132,-22.5,-15.66,-30.84
0.3502,82184.1521,-22.02,-15.36,-31.44
0.3728,82184.172,-22.02,-14.76,-32.1
0.3925,82184.192,-21.6,-14.52,-32.7
0.412,82184.213,-21,-14.28,-33.24
0.4326,82184.2331,-21.18,-13.92,-33.42
0.4628,82184.253,-21.3,-13.92,-33.6
0.4778,82184.273,-21.6,-13.86,-33.72
0.4968,82184.2931,-21.84,-13.8,-33.54
0.5128,82184.313,-22.32,-13.68,-33.96
0.5359,82184.333,-22.68,-14.04,-34.32
0.5532,82184.3531,-22.98,-13.74,-34.74
0.5718,82184.373,-23.34,-13.08,-35.22
0.5965,82184.393,-23.22,-12.54,-35.4
0.612,82184.4131,-23.34,-11.46,-35.4
0.6329,82184.433,-23.46,-10.44,-35.7
0.6521,82184.453,-23.82,-10.26,-35.82
0.6726,82184.474,-24,-9.9,-36
0.6929,82184.494,-24.24,-9.84,-36.3
0.7139,82184.5141,-24.6,-9.66,-36.54
0.7334,82184.534,-24.24,-8.82,-36.54
0.754,82184.554,-24.48,-7.74,-36.42
0.7751,82184.575,-23.94,-6.12,-36.84
