AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_w,Quat_x,Quat_y,Quat_z
0.0652,6244.6343,-2.04711,9.26105,5.80372,-0.07196,0.33372,-0.20093,-16.2,-14.7,-24.7,52.597363,9.468514,-64.286354,0.7759475835669827,0.41322699,-0.17226499,-0.44437999
0.0684,6244.6543,-2.59539,9.19162,6.00245,-0.15259,0.06005,-0.06838,-16.2,-14.7,-24.7,52.498764,10.092402,-64.708786,0.7755226338371691,0.41438699,-0.16913,-0.445245
0.072,6244.6743,-2.96411,8.97374,6.27061,-0.10373,-0.28081,0.14298,-16.1,-14.8,-24.6,52.401585,10.198832,-64.87841,0.7752987044786543,0.41392899,-0.168589,-0.44626501
0.0735,6244.6943,-3.10298,8.80375,6.57228,0.05815,-0.05662,0.27127,-16.1,-14.8,-24.6,52.428761,9.918107,-64.791161,0.7751458598201503,0.413138,-0.170294,-0.44661599
0.0763,6244.7143,-2.87074,8.45897,6.72552,0.17849,-0.08595,0.31097,-16.1,-14.8,-24.8,52.612244,9.764126,-64.623962,0.7750367226080451,0.413964,-0.17154901,-0.445559
0.0872,6244.7343,-2.55948,8.12856,6.74707,0.27745,-0.00714,0.28104,-16.0,-14.9,-24.7,52.8993,9.691807,-64.495781,0.7745897398218878,0.41571599,-0.172848,-0.44420099
0.1347,6244.7543,-2.29372,7.96575,6.65369,0.33365,0.01973,0.2731,-15.9,-14.9,-24.6,53.235542,9.760861,-64.450653,0.7738824582709184,0.41820499,-0.17370699,-0.44275999
0.1369,6244.7743,-2.03274,7.8604,6.40229,0.30433,0.00019,0.14848,-15.9,-14.9,-24.5,53.57967,9.8311,-64.41626,0.7731067279328256,0.420728,-0.174629,-0.44136
0.1457,6244.7943,-1.93936,7.68323,6.30652,0.25607,0.1303,0.04097,-15.9,-14.9,-24.5,53.818104,10.114438,-64.635681,0.7719879538238273,0.42300501,-0.174583,-0.44115999
0.1692,6244.8142,-1.87232,7.3193,6.35919,0.27073,0.08937,0.17047,-15.8,-14.9,-24.4,54.016365,10.516912,-64.865639,0.7711287022801057,0.425464,-0.17360701,-0.44068301
0.1877,6244.8342,-1.5898,7.11578,6.29694,0.28356,0.01363,0.2114,-15.7,-15.0,-24.4,54.235573,10.626722,-64.848671,0.7707132246783492,0.42730001,-0.17378201,-0.43956301
0.2056,6244.8542,-1.29291,6.95058,5.90668,0.16994,0.14313,0.11427,-15.7,-15.1,-24.4,54.417114,10.654901,-64.80117,0.7704001333374885,0.42862901,-0.174224,-0.438642
0.2274,6244.8742,-1.23305,6.66327,5.54993,-0.07074,0.38931,0.08862,-15.7,-15.2,-24.5,54.412807,10.923493,-64.826149,0.7707238426020827,0.429591,-0.172492,-0.43781599
0.2455,6244.8942,-1.28573,6.26342,5.35839,-0.29676,0.61472,0.18819,-15.6,-15.2,-24.5,54.172581,11.326314,-64.729584,0.7723981521990971,0.42975301,-0.168345,-0.43631801
0.2657,6244.9142,-1.21629,5.93062,5.47571,-0.44886,0.94764,0.38,-15.6,-15.3,-24.5,53.716537,11.747311,-64.303841,0.7759485383101637,0.42907599,-0.16186801,-0.43312401
0.2878,6244.9342,-0.96968,5.73668,5.78696,-0.41099,1.17427,0.5767,-15.5,-15.3,-24.5,53.197113,12.140182,-63.461163,0.781151043434418,0.42840701,-0.153736,-0.42735901
0.3054,6244.9542,-0.56744,5.64331,5.95217,-0.29187,1.30133,0.67444,-15.4,-15.2,-24.6,52.774963,12.500648,-62.342442,0.7869643076959334,0.42849401,-0.145226,-0.41951099
0.3316,6244.9742,0.00479,5.59542,5.70795,-0.24056,1.37769,0.6555,-15.3,-15.2,-24.7,52.481052,12.870986,-61.101147,0.792754748521256,0.429465,-0.136746,-0.410366
0.3477,6244.9942,0.3328,5.66007,5.38472,-0.3609,1.26162,0.52905,-15.1,-15.1,-24.8,52.149914,13.226995,-59.904877,0.7983497898803507,0.429957,-0.128365,-0.401618
0.3658,6245.0142,0.39506,5.71992,5.32726,-0.39694,0.9397,0.5541,-14.9,-15.0,-24.9,51.678802,13.382549,-58.773071,0.8037910250276498,0.428642,-0.121039,-0.39438
0.3849,6245.0342,0.51956,5.7726,5.60021,-0.2595,0.48766,0.67199,-14.7,-14.9,-25.0,51.255772,12.935882,-57.475864,0.8089615328284032,0.42566901,-0.117581,-0.38802299
0.4071,6245.0542,0.86194,5.78696,5.84921,-0.10861,0.44856,0.77889,-14.5,-14.8,-25.3,51.023872,11.856483,-55.985447,0.8135268184550156,0.42202699,-0.118765,-0.38205001
0.4335,6245.0742,1.26418,5.82048,5.98329,-0.00171,0.75094,0.8296,-14.3,-14.7,-25.6,50.937607,10.717015,-54.312576,0.8181154546650978,0.41942599,-0.120394,-0.37453201
0.445,6245.0942,1.61374,5.85161,5.91625,0.10275,0.81752,0.8467,-14.0,-14.5,-25.9,50.952652,9.759976,-52.525215,0.8228318942843306,0.41832101,-0.120771,-0.36519799
0.4675,6245.1142,1.86275,5.94259,5.60021,0.12596,0.62022,0.8015,-13.8,-14.3,-26.3,51.053905,8.709368,-50.658092,0.8272765680498511,0.41769701,-0.121898,-0.35536399
0.4872,6245.1342,2.13569,6.14371,5.13811,-0.16542,0.30623,0.50523,-13.6,-14.0,-26.5,51.085182,7.417178,-48.878078,0.8312422869844988,0.41587201,-0.124886,-0.34711701
0.5295,6245.1542,2.23625,6.23469,4.88671,-0.52706,0.31845,0.22667,-13.3,-13.8,-26.7,50.736698,6.184716,-47.522629,0.8350860230823048,0.41118801,-0.127766,-0.34239101
0.562,6245.1742,2.01598,6.27061,4.98967,-0.76896,0.39786,0.16742,-13.0,-13.5,-27.0,50.039478,5.243197,-46.491661,0.8393629595497647,0.404549,-0.128664,-0.33949301
0.568,6245.1942,1.78373,6.50524,5.32487,-0.81905,0.36487,0.28776,-12.8,-13.2,-27.3,49.181881,4.389677,-45.462391,0.8442170463233374,0.39699,-0.128562,-0.33640501
0.569,6245.2142,1.88908,6.84044,5.71753,-0.75063,0.25858,0.29753,-12.5,-12.9,-27.6,48.357826,3.40118,-44.307362,0.8491344829712311,0.38939199,-0.12931,-0.33260101
0.5917,6245.2341,2.01598,7.17804,6.1078,-0.70604,0.10709,0.10939,-12.3,-12.5,-27.9,47.630199,2.444417,-43.307339,0.853277643245714,0.38240701,-0.130825,-0.32949501
0.611,6245.2541,1.98007,7.52042,6.45975,-0.6645,-0.11954,0.00065,-12.1,-12.2,-28.2,46.957005,1.585873,-42.65686,0.8563139211694972,0.3757,-0.133068,-0.32843399
0.6371,6245.2741,1.89627,7.92026,6.90269,-0.6474,-0.23988,-0.03966,-11.9,-11.9,-28.5,46.330704,0.664144,-42.193573,0.8585570962319861,0.368931,-0.13662399,-0.32879099
0.6545,6245.2941,1.89627,8.19321,7.48929,-0.535,-0.30036,-0.05799,-11.8,-11.6,-28.7,45.751591,-0.239779,-41.821827,0.8603736472690571,0.362443,-0.14054701,-0.329604
0.6672,6245.3142,1.92739,8.25067,8.02082,-0.2314,-0.40604,-0.08181,-11.7,-11.2,-28.8,45.328739,-1.123934,-41.523056,0.8614748160139329,0.35708499,-0.14504901,-0.33062401
0.6886,6245.3342,1.85796,8.36081,8.37278,0.04044,-0.53432,-0.04577,-11.7,-10.8,-28.9,45.239315,-2.042136,-41.255894,0.8613454886405104,0.35410199,-0.15087201,-0.33156201
0.7127,6245.3542,2.01359,8.60502,8.3632,0.18094,-0.70842,-0.16062,-11.7,-10.6,-29.1,45.391769,-3.051945,-40.987419,0.8602730349708282,0.35269099,-0.15805,-0.33250499
0.732,6245.3742,2.20273,8.71037,8.09025,0.11985,-0.6791,-0.47704,-11.8,-10.3,-29.2,45.62936,-3.919735,-41.012661,0.858204021819404,0.351926,-0.165281,-0.335136
0.7472,6245.3943,2.10457,8.59545,7.97294,0.01295,-0.72796,-0.66275,-11.8,-10.0,-29.2,45.789425,-4.378635,-41.50972,0.8555430361399827,0.35105601,-0.170672,-0.34011301
0.7681,6245.4143,1.81247,8.37039,8.21476,0.13329,-0.95887,-0.70917,-11.8,-9.8,-29.2,45.892582,-4.770704,-42.223755,0.8524713671908164,0.34957999,-0.17606001,-0.34653899
