AppTimestamp(s),MAC,RSSI
1.0761,BE:AC:20:23:00:06,-97
2.7103,BE:AC:20:23:00:06,-91
3.191,BE:AC:20:23:00:02,-99
4.76,BE:AC:20:23:00:06,-95
6.5974,BE:AC:20:23:00:06,-95
7.2107,BE:AC:20:23:00:06,-93
8.8576,BE:AC:20:23:00:06,-101
8.9618,BE:AC:20:23:00:02,-93
9.2678,BE:AC:20:23:00:06,-92
10.904,BE:AC:20:23:00:06,-88
11.1103,BE:AC:20:23:00:06,-90
12.5429,BE:AC:20:23:00:06,-94
12.7332,BE:AC:20:23:00:06,-99
12.9434,BE:AC:20:23:00:06,-91
13.1498,BE:AC:20:23:00:06,-96
14.8644,BE:AC:20:23:00:06,-93
14.9968,BE:AC:20:23:00:06,-101
15.7222,BE:AC:20:23:00:02,-99
16.6325,BE:AC:20:23:00:06,-94
17.0392,BE:AC:20:23:00:06,-90
18.2577,BE:AC:20:23:00:06,-98
18.8126,BE:AC:20:23:00:02,-99
18.8825,BE:AC:20:23:00:06,-101
19.0961,BE:AC:20:23:00:06,-92
20.7422,BE:AC:20:23:00:06,-94
20.944,BE:AC:20:23:00:06,-97
22.7698,BE:AC:20:23:00:06,-93
25.0206,BE:AC:20:23:00:06,-88
25.219,BE:AC:20:23:00:06,-94
26.4383,BE:AC:20:23:00:06,-94
27.2338,BE:AC:20:23:00:02,-97
28.9446,BE:AC:20:23:00:06,-92
29.1152,BE:AC:20:23:00:06,-89
30.7465,BE:AC:20:23:00:06,-100
31.1508,BE:AC:20:23:00:06,-94
33.0039,BE:AC:20:23:00:06,-97
34.6585,BE:AC:20:23:00:06,-94
37.0997,BE:AC:20:23:00:06,-97
38.7286,BE:AC:20:23:00:06,-96
38.9514,BE:AC:20:23:00:06,-94
40.8122,BE:AC:20:23:00:06,-98
40.991,BE:AC:20:23:00:06,-94
41.2151,BE:AC:20:23:00:06,-97
42.6505,BE:AC:20:23:00:06,-93
42.8591,BE:AC:20:23:00:06,-96
43.2559,BE:AC:20:23:00:06,-91
44.8873,BE:AC:20:23:00:06,-100
45.0945,BE:AC:20:23:00:06,-93
48.7618,BE:AC:20:23:00:06,-91
48.8335,BE:AC:20:23:00:02,-99
54.9052,BE:AC:20:23:00:06,-102
56.7548,BE:AC:20:23:00:06,-95
56.8472,BE:AC:20:23:00:02,-102
56.957,BE:AC:20:23:00:06,-97
60.863,BE:AC:20:23:00:06,-88
61.2653,BE:AC:20:23:00:06,-90
62.9033,BE:AC:20:23:00:06,-90
64.7854,BE:AC:20:23:00:02,-98
69.2543,BE:AC:20:23:00:06,-98
72.72,BE:AC:20:23:00:06,-96
75.2906,BE:AC:20:23:00:02,-97
96.9109,BE:AC:20:23:00:06,-102
100.8242,BE:AC:20:23:00:06,-100
104.0696,BE:AC:20:23:00:06,-96
104.9008,BE:AC:20:23:00:06,-97
106.9397,BE:AC:20:23:00:06,-96
108.7986,BE:AC:20:23:00:06,-96
111.2458,BE:AC:20:23:00:06,-96
112.6637,BE:AC:20:23:00:06,-96
113.0686,BE:AC:20:23:00:06,-98
120.8413,BE:AC:20:23:00:06,-99
129.2133,BE:AC:20:23:00:02,-99
130.6672,BE:AC:20:23:00:02,-101
130.8658,BE:AC:20:23:00:02,-101
132.7479,BE:AC:20:23:00:06,-98
133.1083,BE:AC:20:23:00:02,-100
137.0145,BE:AC:20:23:00:02,-100
138.6639,BE:AC:20:23:00:02,-102
140.7614,BE:AC:20:23:00:06,-99
141.1112,BE:AC:20:23:00:02,-99
141.1808,BE:AC:20:23:00:06,-93
143.022,BE:AC:20:23:00:06,-94
143.2169,BE:AC:20:23:00:06,-97
144.8957,BE:AC:20:23:00:06,-87
145.0535,BE:AC:20:23:00:06,-91
146.7074,BE:AC:20:23:00:06,-92
146.9061,BE:AC:20:23:00:06,-94
147.1074,BE:AC:20:23:00:06,-84
