AppTimestamp(s),MAC,Frequency,RSSI
1.3264,20:23:00:00:00:90,2437,-56
1.3264,20:23:00:00:00:73,2437,-64
1.3264,20:23:00:00:00:01,2437,-65
1.3264,20:23:00:00:00:09,5200,-71
1.3264,20:23:00:00:00:12,2417,-77
1.3264,20:23:00:00:00:55,2427,-77
3.288,20:23:00:00:00:90,2437,-58
3.288,20:23:00:00:00:01,2437,-64
3.288,20:23:00:00:00:73,2437,-69
3.288,20:23:00:00:00:09,5200,-74
3.288,20:23:00:00:00:12,2417,-75
3.288,20:23:00:00:00:55,2427,-81
5.3049,20:23:00:00:00:90,2437,-54
5.3049,20:23:00:00:00:73,2437,-60
5.3049,20:23:00:00:00:01,2437,-64
5.3049,20:23:00:00:00:09,5200,-70
5.3049,20:23:00:00:00:12,2417,-72
5.3049,20:23:00:00:00:55,2427,-76
7.3042,20:23:00:00:00:90,2437,-50
7.3042,20:23:00:00:00:73,2437,-61
7.3042,20:23:00:00:00:01,2437,-65
7.3042,20:23:00:00:00:15,2452,-67
7.3042,20:23:00:00:00:09,5200,-70
7.3042,20:23:00:00:00:55,2427,-78
9.3365,20:23:00:00:00:73,2437,-58
9.3365,20:23:00:00:00:90,2437,-58
9.3365,20:23:00:00:00:09,5200,-72
9.3365,20:23:00:00:00:01,2437,-74
9.3365,20:23:00:00:00:55,2427,-77
9.3365,20:23:00:00:00:12,2417,-81
11.3041,20:23:00:00:00:90,2437,-59
11.3041,20:23:00:00:00:01,2437,-65
11.3041,20:23:00:00:00:73,2437,-68
11.3041,20:23:00:00:00:09,5200,-73
11.3041,20:23:00:00:00:55,2427,-80
11.3041,20:23:00:00:00:12,2417,-82
13.3315,20:23:00:00:00:90,2437,-59
13.3315,20:23:00:00:00:73,2437,-65
13.3315,20:23:00:00:00:01,2437,-66
13.3315,20:23:00:00:00:09,5200,-70
13.3315,20:23:00:00:00:15,2452,-74
13.3315,20:23:00:00:00:89,2452,-79
15.3026,20:23:00:00:00:90,2437,-56
15.3026,20:23:00:00:00:01,2437,-57
15.3026,20:23:00:00:00:73,2437,-65
15.3026,20:23:00:00:00:09,5200,-71
15.3026,20:23:00:00:00:15,2452,-77
15.3026,20:23:00:00:00:12,2417,-81
17.3032,20:23:00:00:00:90,2437,-60
17.3032,20:23:00:00:00:73,2437,-62
17.3032,20:23:00:00:00:01,2437,-69
17.3032,20:23:00:00:00:09,5200,-70
17.3032,20:23:00:00:00:12,2417,-77
17.3032,20:23:00:00:00:55,2427,-80
19.3159,20:23:00:00:00:90,2437,-57
19.3159,20:23:00:00:00:01,2437,-58
19.3159,20:23:00:00:00:73,2437,-70
19.3159,20:23:00:00:00:09,5200,-76
19.3159,20:23:00:00:00:44,2462,-80
19.3159,20:23:00:00:00:12,2417,-83
21.2922,20:23:00:00:00:90,2437,-53
21.2922,20:23:00:00:00:09,5200,-66
21.2922,20:23:00:00:00:73,2437,-69
21.2922,20:23:00:00:00:01,2437,-69
21.2922,20:23:00:00:00:12,2417,-76
21.2922,20:23:00:00:00:55,2427,-81
23.3218,20:23:00:00:00:90,2437,-53
23.3218,20:23:00:00:00:01,2437,-63
23.3218,20:23:00:00:00:73,2437,-65
23.3218,20:23:00:00:00:09,5200,-72
23.3218,20:23:00:00:00:12,2417,-73
23.3218,20:23:00:00:00:55,2427,-74
25.3169,20:23:00:00:00:90,2437,-55
25.3169,20:23:00:00:00:73,2437,-59
25.3169,20:23:00:00:00:01,2437,-61
25.3169,20:23:00:00:00:09,5200,-70
25.3169,20:23:00:00:00:55,2427,-82
25.3169,20:23:00:00:00:82,2462,-83
27.3158,20:23:00:00:00:90,2437,-56
27.3158,20:23:00:00:00:01,2437,-61
27.3158,20:23:00:00:00:73,2437,-64
27.3158,20:23:00:00:00:09,5200,-69
27.3158,20:23:00:00:00:12,2417,-77
27.3158,20:23:00:00:00:15,2452,-83
29.3187,20:23:00:00:00:90,2437,-54
29.3187,20:23:00:00:00:01,2437,-61
29.3187,20:23:00:00:00:73,2437,-65
29.3187,20:23:00:00:00:09,5200,-72
29.3187,20:23:00:00:00:12,2417,-73
29.3187,20:23:00:00:00:15,2452,-73
31.3068,20:23:00:00:00:90,2437,-61
31.3068,20:23:00:00:00:01,2437,-62
31.3068,20:23:00:00:00:73,2437,-66
31.3068,20:23:00:00:00:09,5200,-70
31.3068,20:23:00:00:00:12,2417,-77
31.3068,20:23:00:00:00:55,2427,-82
33.3092,20:23:00:00:00:90,2437,-58
33.3092,20:23:00:00:00:01,2437,-62
33.3092,20:23:00:00:00:73,2437,-63
33.3092,20:23:00:00:00:55,2427,-81
33.3092,20:23:00:00:00:15,2452,-85
33.3092,20:23:00:00:00:44,2462,-85
