AppTimestamp(s),MAC,Frequency,RSSI
1.3264,20:23:00:00:00:90,2437,-56
1.3264,20:23:00:00:00:73,2437,-64
1.3264,20:23:00:00:00:01,2437,-65
1.3264,20:23:00:00:00:09,5200,-71
1.3264,20:23:00:00:00:12,2417,-77
1.3264,20:23:00:00:00:55,2427,-77
1.3264,20:23:00:00:00:65,2437,-82
1.3264,20:23:00:00:00:45,2412,-83
1.3264,20:23:00:00:00:15,2452,-87
1.3264,20:23:00:00:00:82,2462,-88
1.3264,20:23:00:00:00:44,2462,-88
1.3264,20:23:00:00:03:11,2462,-89
1.3264,20:23:00:00:00:80,5220,-90
1.3264,20:23:00:00:00:79,5220,-92
1.3264,20:23:00:00:00:89,2452,-94
3.288,20:23:00:00:00:90,2437,-58
3.288,20:23:00:00:00:01,2437,-64
3.288,20:23:00:00:00:73,2437,-69
3.288,20:23:00:00:00:09,5200,-74
3.288,20:23:00:00:00:12,2417,-75
3.288,20:23:00:00:00:55,2427,-81
3.288,20:23:00:00:00:82,2462,-81
3.288,20:23:00:00:00:44,2462,-82
3.288,20:23:00:00:03:11,2462,-85
3.288,20:23:00:00:00:65,2437,-86
3.288,20:23:00:00:00:15,2452,-87
3.288,20:23:00:00:00:80,5220,-88
3.288,20:23:00:00:00:45,2412,-90
3.288,20:23:00:00:00:79,5220,-92
5.3049,20:23:00:00:00:90,2437,-54
5.3049,20:23:00:00:00:73,2437,-60
5.3049,20:23:00:00:00:01,2437,-64
5.3049,20:23:00:00:00:09,5200,-70
5.3049,20:23:00:00:00:12,2417,-72
5.3049,20:23:00:00:00:55,2427,-76
5.3049,20:23:00:00:00:82,2462,-77
5.3049,20:23:00:00:00:44,2462,-77
5.3049,20:23:00:00:00:15,2452,-81
5.3049,20:23:00:00:03:11,2462,-84
5.3049,20:23:00:00:00:45,2412,-85
5.3049,20:23:00:00:00:65,2437,-88
5.3049,20:23:00:00:00:80,5220,-89
5.3049,20:23:00:00:00:69,2422,-92
5.3049,20:23:00:00:00:89,2452,-93
7.3042,20:23:00:00:00:90,2437,-50
7.3042,20:23:00:00:00:73,2437,-61
7.3042,20:23:00:00:00:01,2437,-65
7.3042,20:23:00:00:00:15,2452,-67
7.3042,20:23:00:00:00:09,5200,-70
7.3042,20:23:00:00:00:55,2427,-78
7.3042,20:23:00:00:00:65,2437,-83
7.3042,20:23:00:00:00:44,2462,-83
7.3042,20:23:00:00:00:80,5220,-84
7.3042,20:23:00:00:00:82,2462,-85
7.3042,20:23:00:00:00:12,2417,-86
7.3042,20:23:00:00:00:45,2412,-87
7.3042,20:23:00:00:03:11,2462,-87
7.3042,20:23:00:00:00:69,2422,-88
7.3042,20:23:00:00:00:79,5220,-90
7.3042,20:23:00:00:00:89,2452,-94
9.3365,20:23:00:00:00:73,2437,-58
9.3365,20:23:00:00:00:90,2437,-58
9.3365,20:23:00:00:00:09,5200,-72
9.3365,20:23:00:00:00:01,2437,-74
9.3365,20:23:00:00:00:55,2427,-77
9.3365,20:23:00:00:00:12,2417,-81
9.3365,20:23:00:00:00:15,2452,-83
9.3365,20:23:00:00:00:65,2437,-86
9.3365,20:23:00:00:00:82,2462,-87
9.3365,20:23:00:00:00:45,2412,-88
9.3365,20:23:00:00:00:79,5220,-89
9.3365,20:23:00:00:00:38,2457,-90
9.3365,20:23:00:00:03:11,2462,-93
11.3041,20:23:00:00:00:90,2437,-59
11.3041,20:23:00:00:00:01,2437,-65
11.3041,20:23:00:00:00:73,2437,-68
11.3041,20:23:00:00:00:09,5200,-73
11.3041,20:23:00:00:00:55,2427,-80
11.3041,20:23:00:00:00:12,2417,-82
11.3041,20:23:00:00:00:44,2462,-82
11.3041,20:23:00:00:00:45,2412,-89
11.3041,20:23:00:00:03:11,2462,-90
11.3041,20:23:00:00:00:69,2422,-92
11.3041,20:23:00:00:00:80,5220,-92
11.3041,20:23:00:00:00:79,5220,-93
13.3315,20:23:00:00:00:90,2437,-59
13.3315,20:23:00:00:00:73,2437,-65
13.3315,20:23:00:00:00:01,2437,-66
13.3315,20:23:00:00:00:09,5200,-70
13.3315,20:23:00:00:00:15,2452,-74
13.3315,20:23:00:00:00:89,2452,-79
13.3315,20:23:00:00:00:12,2417,-80
13.3315,20:23:00:00:00:82,2462,-82
13.3315,20:23:00:00:00:55,2427,-83
13.3315,20:23:00:00:00:45,2412,-88
13.3315,20:23:00:00:00:65,2437,-88
13.3315,20:23:00:00:00:79,5220,-91
13.3315,20:23:00:00:03:11,2462,-93
15.3026,20:23:00:00:00:90,2437,-56
15.3026,20:23:00:00:00:01,2437,-57
15.3026,20:23:00:00:00:73,2437,-65
15.3026,20:23:00:00:00:09,5200,-71
