AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:90,wifi_rssi_20:23:00:00:01:94,wifi_rssi_20:23:00:00:02:55,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:90,wifi_freq_20:23:00:00:01:94,wifi_freq_20:23:00:00:02:55,wifi_freq_20:23:00:00:03:11
1.3264,-65.0,-71.0,-77.0,,,-77.0,,,-64.0,,,-56.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
3.288,-64.0,-74.0,-75.0,,,-81.0,,,-69.0,,,-58.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
5.3049,-64.0,-70.0,-72.0,,,-76.0,,,-60.0,,,-54.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
7.3042,-65.0,-70.0,,-67.0,,-78.0,,,-61.0,,,-50.0,,,,,,,,,,2437.0,5200.0,,2452.0,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
9.3365,-74.0,-72.0,-81.0,,,-77.0,,,-58.0,,,-58.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
11.3041,-65.0,-73.0,-82.0,,,-80.0,,,-68.0,,,-59.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
13.3315,-66.0,-70.0,,-74.0,,,,,-65.0,,-79.0,-59.0,,,,,,,,,,2437.0,5200.0,,2452.0,,,,,2437.0,,2452.0,2437.0,,,,,,,,,
15.3026,-57.0,-71.0,-81.0,-77.0,,,,,-65.0,,,-56.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,,2437.0,,,2437.0,,,,,,,,,
17.3032,-69.0,-70.0,-77.0,,,-80.0,,,-62.0,,,-60.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
19.3159,-58.0,-76.0,-83.0,,-80.0,,,,-70.0,,,-57.0,,,,,,,,,,2437.0,5200.0,2417.0,,2462.0,,,,2437.0,,,2437.0,,,,,,,,,
21.2922,-69.0,-66.0,-76.0,,,-81.0,,,-69.0,,,-53.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
23.3218,-63.0,-72.0,-73.0,,,-74.0,,,-65.0,,,-53.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
25.3169,-61.0,-70.0,,,,-82.0,,,-59.0,-83.0,,-55.0,,,,,,,,,,2437.0,5200.0,,,,2427.0,,,2437.0,2462.0,,2437.0,,,,,,,,,
27.3158,-61.0,-69.0,-77.0,-83.0,,,,,-64.0,,,-56.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,,2437.0,,,2437.0,,,,,,,,,
29.3187,-61.0,-72.0,-73.0,-73.0,,,,,-65.0,,,-54.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,,2437.0,,,2437.0,,,,,,,,,
31.3068,-62.0,-70.0,-77.0,,,-82.0,,,-66.0,,,-61.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
33.3092,-62.0,,,-85.0,-85.0,-81.0,,,-63.0,,,-58.0,,,,,,,,,,2437.0,,,2452.0,2462.0,2427.0,,,2437.0,,,2437.0,,,,,,,,,
35.3108,-68.0,-72.0,,,-85.0,-75.0,,,-57.0,,,-60.0,,,,,,,,,,2437.0,5200.0,,,2462.0,2427.0,,,2437.0,,,2437.0,,,,,,,,,
37.3282,-59.0,,,-84.0,-84.0,,,,-60.0,-84.0,,-57.0,,,,,,,,,,2437.0,,,2452.0,2462.0,,,,2437.0,2462.0,,2437.0,,,,,,,,,
39.3047,-70.0,-74.0,-73.0,,,-83.0,,,-62.0,,,-55.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
41.3245,-60.0,-71.0,-76.0,,,-79.0,,,-63.0,,,-58.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
43.3173,-63.0,-69.0,-77.0,,,-80.0,,,-64.0,,,-53.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
45.2976,-60.0,-70.0,-75.0,,,-80.0,,,-62.0,,,-58.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
47.3179,-59.0,-70.0,-75.0,,,-82.0,,,-63.0,,,-59.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
49.3542,-66.0,-67.0,-71.0,,,-82.0,,,-64.0,,,-52.0,,,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,,,2437.0,,,2437.0,,,,,,,,,
51.2903,-62.0,-69.0,-76.0,,,,-75.0,,-65.0,,,-52.0,,,,,,,,,,2437.0,5200.0,2417.0,,,,2437.0,,2437.0,,,2437.0,,,,,,,,,
53.3113,-62.0,-66.0,-76.0,,-81.0,,,,-65.0,,,-54.0,,,,,,,,,,2437.0,5200.0,2417.0,,2462.0,,,,2437.0,,,2437.0,,,,,,,,,
55.3124,-61.0,-68.0,-74.0,,,,-83.0,,-63.0,,,-53.0,,,,,,,,,,2437.0,5200.0,2417.0,,,,2437.0,,2437.0,,,2437.0,,,,,,,,,
57.3094,-60.0,-67.0,-75.0,,,,,,-61.0,-79.0,,-49.0,,,,,,,,,,2437.0,5200.0,2417.0,,,,,,2437.0,2462.0,,2437.0,,,,,,,,,
