AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.039,2109.8329,11.7,-3.4,23.3
0.0406,2109.8529,11.9,-3.4,23.4
0.0421,2109.8729,12,-3.5,23.4
0.0627,2109.8929,12.1,-3.5,23.4
0.0921,2109.9129,12.2,-3.5,23.4
0.0952,2109.9329,12,-3.4,23.2
0.1197,2109.9529,9.7,-3.3,21.4
0.1347,2109.9729,6.5,-3.2,18.2
0.1598,2109.9929,4.7,-2.7,17.1
0.1765,2110.0129,1.7,-3.3,14.7
0.1949,2110.0329,0.5,-1.2,13.2
0.2146,2110.0529,-1.4,-0.5,11.8
0.2365,2110.0729,-2.6,-0.8,9.8
0.2584,2110.0929,-2.5,-0.3,11
0.2756,2110.1129,-4,-1.3,10.1
0.2963,2110.1329,-4.3,-2.2,10
0.3147,2110.1529,-3.9,-2.3,9.7
0.3414,2110.1729,-2.9,-1.9,10.9
0.3571,2110.1929,-3.3,-2.4,10.5
0.3743,2110.2128,-2.3,-2.5,10.5
0.3945,2110.2328,-2.5,-2.5,10.4
0.4168,2110.2528,-2.7,-2.1,10.8
0.4346,2110.2728,-3,-2,10.4
0.4546,2110.2928,-3.2,-2,10.1
0.4768,2110.3128,-3.1,-2.1,10.1
0.4997,2110.3328,-3,-2.2,10.1
0.523,2110.3528,-2.9,-2.5,10.1
0.5388,2110.3728,-2.5,-2.8,10.3
0.5617,2110.3928,-2.4,-3,10.5
0.5748,2110.4128,-1.1,-3.6,11.3
0.5962,2110.4328,-1,-3.8,11.4
0.6194,2110.4528,-0.3,-3.9,12
0.6402,2110.4728,-0.5,-3.9,11.6
0.6615,2110.4928,-0.3,-4,11.9
0.6808,2110.5128,-0.2,-4.1,12.1
0.6985,2110.5328,-0.1,-4.1,12.2
0.7166,2110.5528,0,-4.1,12.1
0.7398,2110.5728,0,-4.1,12.2
0.7592,2110.5928,-0.1,-4.1,12.2
0.7781,2110.6128,-0.4,-3.9,12
0.798,2110.6327,-0.5,-3.9,12
0.8364,2110.6527,-0.8,-3.8,11.6
0.8384,2110.6727,-1.8,-3.8,11
0.8611,2110.6927,-4.6,-3.9,10.3
0.8749,2110.7128,-9.6,-4.9,9.3
0.897,2110.7328,-16,-6.8,9.7
0.9145,2110.7528,-21.8,-9.9,10.6
0.9352,2110.7728,-27.7,-13.6,14.1
0.9568,2110.7929,-32.6,-16.7,20.1
0.9754,2110.8129,-36,-19.2,25.8
0.9952,2110.8329,-39.3,-19.9,31.5
1.0169,2110.853,-41.7,-19.5,42.6
1.0393,2110.873,-43.3,-16.9,49.2
1.0561,2110.893,-44.1,-13.5,56.5
1.0791,2110.913,-40.9,-8.8,61.3
1.0952,2110.9331,-41.3,-5.7,65.6
1.1158,2110.9531,-47.2,0.9,66
1.1375,2110.9731,-44.3,9.1,68.4
1.1563,2110.9932,-50,17.6,66.7
1.1751,2111.0132,-45.3,21.5,67.3
1.1965,2111.0332,-46.2,26,67.1
1.217,2111.0532,-46.5,30.2,66.5
1.2433,2111.0733,-47.4,30.5,61.8
1.2627,2111.0933,-50.4,32.4,58
1.2753,2111.1133,-51.5,32.6,56
1.3077,2111.1334,-53,31.4,53.4
1.3184,2111.1534,-57.1,30.5,47
1.3615,2111.1734,-59.4,26.4,44.1
