AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.0643,1686.2175,-0.20342,-0.03543,0.52657
0.0693,1686.2275,-0.22419,0.1631,0.53267
0.0724,1686.2375,-0.1014,0.40317,0.61942
0.0767,1686.2475,0.02505,0.50885,0.75564
0.0793,1686.2575,0.16982,0.4496,0.93096
0.083,1686.2675,0.28222,0.3543,1.07085
0.0855,1686.2775,0.35552,0.2584,1.15576
0.0887,1686.2875,0.39279,0.19303,1.22417
0.091,1686.2975,0.53329,0.07025,1.28709
0.094,1686.3075,0.73059,0.0617,1.3097
0.0977,1686.3175,0.91385,0.17226,1.29626
0.1061,1686.3275,1.02137,0.28772,1.26266
0.1168,1686.3375,1.05985,0.3372,1.2034
0.1312,1686.3475,1.03358,0.32009,1.12949
0.1379,1686.3575,0.96639,0.28955,1.03603
0.1709,1686.3675,0.84727,0.3036,0.97738
0.1728,1686.3775,0.59376,0.56139,0.8094
0.177,1686.3875,0.43188,0.95295,0.61331
0.1784,1686.3975,0.22174,1.08001,0.49236
0.1884,1686.4075,0.03054,1.02686,0.45693
0.2051,1686.4174,-0.15333,1.16248,0.42822
0.2088,1686.4275,-0.29993,1.35123,0.41844
0.2212,1686.4375,-0.46059,1.48562,0.44104
0.2272,1686.4475,-0.59682,1.54549,0.51679
0.2361,1686.4575,-0.73487,1.60413,0.64813
0.2443,1686.4675,-0.84971,1.62796,0.81978
0.2609,1686.4775,-0.97189,1.59619,1.0232
0.2682,1686.4875,-1.05008,1.50945,1.18325
0.2826,1686.4975,-1.11483,1.37567,1.32619
0.2866,1686.5075,-1.14659,1.24678,1.43187
0.2968,1686.5175,-1.07146,1.11055,1.53388
0.3047,1686.5275,-0.99021,0.97922,1.58092
0.3193,1686.5375,-0.90164,0.93951,1.53266
0.3253,1686.5475,-0.81856,1.0287,1.41049
0.3369,1686.5575,-0.7477,1.23456,1.19546
0.3445,1686.5675,-0.80146,1.43309,0.95173
0.3565,1686.5775,-0.99754,1.65178,0.66584
0.3645,1686.5875,-1.20646,1.7654,0.47586
0.3766,1686.5975,-1.47402,1.75868,0.29871
0.3846,1686.6075,-1.67377,1.58397,0.19303
0.3965,1686.6175,-1.79533,1.19668,0.08308
0.4046,1686.6275,-1.7654,0.77763,-0.0452
0.4199,1686.6375,-1.63529,0.33842,-0.21197
0.428,1686.6485,-1.41476,0.0843,-0.37874
0.4419,1686.6585,-1.12949,-0.20953,-0.44593
0.4528,1686.6685,-0.8772,-0.48319,-0.45387
0.4737,1686.6795,-0.46609,-0.82406,-0.40867
0.4767,1686.6895,-0.13744,-1.07757,-0.32498
0.4846,1686.6995,0.10018,-1.40621,-0.30116
0.5003,1686.7105,0.15088,-1.6921,-0.41844
