AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
61.2443,49.460948188642,11.110539036217,0
92.3531,49.460927758279,11.110502094597,-2
102.5605,49.461013377334,11.110529162966,-2
123.7448,49.461013377334,11.110529162966,-2
133.9095,49.460927758279,11.110502094597,-2
163.3916,49.460948188642,11.110539036217,0
178.9087,49.460948188642,11.110539036217,0
209.1286,49.460927758279,11.110502094597,-2
218.4057,49.461013377334,11.110529162966,-2
240.1468,49.461013377334,11.110529162966,-2
250.5303,49.460927758279,11.110502094597,-2
279.5174,49.460948188642,11.110539036217,0
