AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0624,1686.2133,-10.98,-19.98,-7.38
0.0709,1686.2333,-10.86,-20.28,-7.32
0.078,1686.2532,-11.16,-20.34,-7.2
0.0843,1686.2733,-11.04,-20.04,-7.38
0.0899,1686.2933,-10.92,-20.22,-7.74
0.0966,1686.3132,-11.7,-19.74,-7.92
0.1161,1686.3333,-12.24,-19.74,-7.38
0.1368,1686.3533,-13.08,-19.5,-6.78
0.172,1686.3732,-13.74,-19.08,-6.06
0.1777,1686.3933,-13.98,-18.9,-5.46
0.2033,1686.4132,-14.4,-18.96,-5.28
0.2203,1686.4332,-14.88,-18.6,-5.28
0.2354,1686.4533,-15.18,-18.84,-5.88
0.2587,1686.4733,-15.6,-18.84,-6.3
0.2814,1686.4932,-15.54,-18.3,-6.78
0.2958,1686.5132,-15.78,-18.36,-7.68
0.3161,1686.5333,-16.14,-17.88,-8.22
0.3358,1686.5532,-16.2,-17.58,-8.82
0.3556,1686.5732,-16.62,-17.28,-9.78
0.3757,1686.5933,-16.56,-16.8,-10.38
0.3957,1686.6132,-16.5,-16.26,-11.1
0.4174,1686.6332,-16.62,-15.66,-12.12
0.439,1686.6542,-16.44,-15.06,-13.26
0.4723,1686.6752,-16.26,-15.24,-14.16
0.4834,1686.6953,-16.02,-14.76,-15.12
0.5015,1686.7163,-16.08,-14.52,-14.76
0.5209,1686.7363,-16.26,-14.28,-14.58
0.5402,1686.7562,-16.62,-13.86,-14.16
0.5626,1686.7762,-17.04,-14.16,-12.96
0.5817,1686.7963,-16.92,-14.46,-12.48
0.5984,1686.8162,-16.86,-15.36,-11.46
0.619,1686.8362,-16.68,-16.02,-10.68
0.6384,1686.8563,-16.56,-16.86,-9.6
0.6583,1686.8762,-16.2,-17.52,-8.82
0.6798,1686.8962,-15.54,-18.06,-8.46
0.7037,1686.9163,-14.88,-18.54,-7.74
0.7212,1686.9362,-13.74,-19.44,-6.9
0.7392,1686.9562,-12.72,-20.16,-5.58
0.7591,1686.9762,-12.3,-20.7,-4.08
0.7823,1686.9962,-11.64,-21.36,-2.7
0.8076,1687.0162,-10.62,-21.78,-1.92
0.8286,1687.0362,-10.08,-22.56,-1.2
0.8394,1687.0563,-8.88,-23.1,-0.48
0.8597,1687.0762,-7.56,-23.46,0.3
0.8788,1687.0963,-6.72,-23.64,0.48
0.8997,1687.1173,-5.58,-23.4,0.3
0.9255,1687.1373,-4.5,-23.46,0.6
0.9394,1687.1572,-3.54,-23.76,-0.06
0.9599,1687.1772,-2.82,-23.64,-0.6
0.9801,1687.1973,-1.8,-23.64,-1.08
0.9996,1687.2172,-0.48,-24.24,-2.52
1.0195,1687.2372,0.78,-23.76,-3.78
1.04,1687.2572,2.16,-23.52,-4.74
1.0594,1687.2772,2.76,-23.64,-5.4
1.0845,1687.2972,2.52,-22.62,-5.76
1.1,1687.3173,2.04,-23.04,-5.7
1.1201,1687.3372,1.68,-23.1,-5.88
1.1465,1687.3572,1.68,-22.8,-6.78
1.161,1687.3773,1.02,-23.16,-7.2
1.1797,1687.3972,0.72,-22.68,-7.2
1.1998,1687.4172,0.12,-22.68,-7.62
1.2363,1687.4373,-0.72,-22.74,-7.44
1.2535,1687.4573,-1.08,-22.56,-7.38
1.2648,1687.4772,-1.86,-22.92,-7.62
1.2821,1687.4973,-2.52,-23.16,-7.2
1.302,1687.5173,-3.12,-23.34,-6.9
1.3332,1687.5372,-4.02,-23.28,-6.6
1.3432,1687.5573,-4.98,-22.98,-5.94
1.3595,1687.5773,-6.36,-22.92,-5.52
1.3794,1687.5972,-7.56,-22.92,-5.16
1.4014,1687.6172,-8.58,-22.74,-4.98
1.4339,1687.6373,-9.48,-22.2,-5.7
1.4505,1687.6572,-10.62,-21.18,-6.72
1.4657,1687.6772,-11.76,-20.1,-7.92
1.4809,1687.6973,-12.96,-19.38,-9.12
1.4998,1687.7172,-14.16,-18.6,-10.08
1.5452,1687.7372,-14.82,-18.12,-11.1
1.5496,1687.7573,-15.3,-17.52,-11.94
1.5792,1687.7772,-15.54,-16.68,-13.08
1.5908,1687.7972,-15.66,-16.5,-13.8
1.6006,1687.8173,-16.2,-15.84,-14.16
1.6194,1687.8372,-16.5,-15.24,-14.88
1.6394,1687.8572,-16.98,-14.88,-15.18
1.6594,1687.8773,-17.52,-13.98,-15.54
1.6795,1687.8973,-17.22,-13.8,-15.72
1.6999,1687.9172,-17.16,-13.8,-15.42
1.7219,1687.9373,-16.92,-14.1,-15.48
1.747,1687.9583,-16.44,-14.82,-15.36
1.7647,1687.9782,-16.26,-15.54,-15
1.7812,1687.9982,-15.84,-16.38,-14.58
1.8012,1688.0183,-15,-16.98,-13.68
1.8217,1688.0383,-13.98,-17.52,-12.78
1.8431,1688.0593,-12.78,-18.18,-12.36
1.8678,1688.0792,-11.28,-19.14,-11.46
1.8826,1688.0992,-10.14,-19.8,-10.68
1.9022,1688.1193,-9.18,-20.52,-9.72
1.9235,1688.1392,-7.74,-21.36,-8.52
1.9521,1688.1592,-6.84,-21.96,-8.22
1.9653,1688.1802,-5.52,-22.62,-7.32
1.9833,1688.2003,-3.72,-23.46,-6.96
2.0033,1688.2203,-2.34,-23.4,-7.02
2.0233,1688.2402,-0.9,-23.4,-6.84
2.0433,1688.2603,1.26,-23.4,-7.2
2.0867,1688.2803,2.82,-23.16,-7.56
2.0936,1688.3002,4.38,-23.28,-7.98
2.1126,1688.3203,6.06,-22.98,-8.4
2.1308,1688.3403,6.6,-22.38,-8.94
2.148,1688.3613,6.96,-21.96,-8.94
2.1693,1688.3812,7.56,-21.6,-8.46
2.1838,1688.4012,8.1,-21.3,-8.1
2.2038,1688.4213,8.58,-21.42,-7.2
2.2238,1688.4412,9.3,-21.3,-6.78
2.2442,1688.4612,9.78,-20.76,-6.3
2.2702,1688.4813,10.56,-20.52,-5.94
2.2876,1688.5012,11.7,-19.74,-6.18
2.3092,1688.5212,12.66,-18.9,-6.72
2.3233,1688.5413,12.96,-18,-7.92
2.3441,1688.5612,13.38,-17.1,-9
2.3688,1688.5812,13.62,-16.2,-9.78
2.3861,1688.6013,13.8,-15.54,-10.62
2.4035,1688.6213,13.8,-15.06,-11.52
2.4258,1688.6412,13.74,-15,-12.36
2.4462,1688.6622,13.14,-15.36,-13.44
2.4674,1688.6832,12.3,-15.78,-13.98
2.488,1688.7033,12,-16.38,-14.28
2.5111,1688.7233,11.22,-16.44,-14.52
2.5299,1688.7432,10.92,-16.68,-14.4
2.5562,1688.7642,10.56,-17.16,-14.22
2.5672,1688.7842,9.84,-17.34,-13.74
2.5876,1688.8043,8.94,-17.88,-13.08
2.619,1688.8242,7.74,-18.54,-12.96
2.6332,1688.8442,6.78,-18.96,-12.72
2.6476,1688.8643,5.88,-19.68,-12.3
2.6679,1688.8843,4.86,-20.28,-12.42
2.6883,1688.9053,4.08,-20.82,-11.64
2.71,1688.9252,3.3,-21.24,-11.1
2.7306,1688.9462,2.82,-21.78,-10.68
2.7517,1688.9672,2.16,-22.56,-9.6
2.7715,1688.9872,1.62,-22.92,-9.18
2.7929,1689.0082,1.08,-23.28,-8.7
2.8127,1689.0283,-0.18,-23.46,-8.1
2.8327,1689.0482,-1.26,-23.46,-7.98
2.8542,1689.0682,-2.52,-23.82,-7.68
2.8888,1689.0883,-3.84,-24.18,-7.56
2.8969,1689.1082,-4.74,-23.94,-7.86
2.914,1689.1293,-5.52,-23.76,-7.98
2.9329,1689.1492,-6.9,-22.98,-8.64
2.9552,1689.1693,-8.88,-21.78,-9.42
2.9731,1689.1903,-11.22,-20.88,-9.9
2.9943,1689.2103,-13.74,-19.68,-10.62
3.0132,1689.2302,-16.26,-18.36,-10.56
3.0337,1689.2502,-18.3,-17.46,-10.56
3.0552,1689.2712,-19.74,-16.32,-10.14
3.0885,1689.2913,-21.42,-15.3,-10.14
3.0972,1689.3112,-22.14,-14.64,-10.08
3.1265,1689.3312,-22.5,-13.92,-10.2
3.1449,1689.3513,-22.74,-13.8,-11.1
3.1592,1689.3723,-22.74,-13.74,-11.4
3.1795,1689.3923,-22.14,-13.92,-11.94
3.195,1689.4122,-21.66,-14.22,-12.06
3.2233,1689.4323,-20.82,-14.16,-11.76
3.236,1689.4523,-19.92,-14.16,-12.18
3.255,1689.4722,-19.74,-14.28,-11.64
3.2749,1689.4923,-18.72,-14.64,-11.58
3.296,1689.5123,-18.84,-15.6,-10.98
3.3258,1689.5322,-18.42,-16.86,-9.78
3.3366,1689.5522,-17.1,-17.88,-9.12
3.3563,1689.5723,-16.2,-18.6,-7.8
3.3799,1689.5933,-14.16,-19.26,-7.32
3.4029,1689.6132,-11.94,-20.22,-6.6
3.4168,1689.6332,-10.14,-21.3,-5.76
3.4358,1689.6533,-7.98,-22.8,-5.64
3.4558,1689.6732,-6.18,-23.76,-4.92
3.4791,1689.6932,-4.62,-24.12,-4.02
3.4962,1689.7133,-2.82,-24.42,-3.66
3.5187,1689.7333,-1.44,-24.24,-3.06
3.5393,1689.7532,-0.12,-24.24,-3.06
3.5559,1689.7733,1.68,-23.94,-3.18
3.5786,1689.7933,2.64,-23.7,-3.9
3.5957,1689.8132,3,-23.64,-4.5
3.6159,1689.8333,3.18,-23.46,-5.46
3.6359,1689.8533,2.88,-23.7,-6.24
3.656,1689.8732,2.58,-23.34,-6.12
3.6811,1689.8933,2.52,-23.22,-6.6
3.7019,1689.9133,2.28,-22.98,-6.66
3.7171,1689.9343,1.92,-22.86,-7.2
3.7371,1689.9542,0.96,-22.98,-7.92
3.7589,1689.9742,0.42,-22.98,-8.34
3.7803,1689.9952,-0.24,-22.86,-8.52
3.7982,1690.0153,-1.2,-22.68,-8.58
3.8181,1690.0352,-1.62,-22.44,-8.58
3.8384,1690.0552,-2.64,-22.26,-7.98
3.8591,1690.0753,-3.78,-22.62,-7.74
3.8793,1690.0953,-5.04,-22.56,-7.32
3.9014,1690.1152,-6.06,-22.74,-6.72
3.9328,1690.1353,-7.26,-22.26,-6.54
3.9418,1690.1563,-8.4,-21.6,-6.24
3.9618,1690.1763,-9.42,-21.48,-5.58
3.9804,1690.1962,-10.92,-21.18,-5.46
4.0037,1690.2162,-12.36,-21.06,-5.34
4.0184,1690.2363,-14.22,-20.4,-5.04
4.0383,1690.2562,-15.42,-19.68,-4.98
4.0587,1690.2762,-17.16,-18.78,-4.92
4.0805,1690.2963,-18.96,-17.52,-4.62
4.0983,1690.3162,-20.22,-16.68,-4.56
4.1188,1690.3362,-21.9,-15.3,-4.74
4.1382,1690.3563,-22.56,-14.28,-4.14
4.1588,1690.3762,-22.86,-13.92,-4.08
4.1782,1690.3962,-23.04,-13.38,-4.26
4.1984,1690.4162,-23.22,-13.38,-4.56
4.2209,1690.4373,-22.98,-13.44,-6
4.2419,1690.4573,-22.92,-13.68,-7.32
4.2609,1690.4783,-22.32,-13.68,-8.58
4.285,1690.4982,-21.78,-13.56,-9.18
4.3024,1690.5183,-21.48,-13.68,-9.06
4.3335,1690.5383,-21.12,-13.44,-8.4
4.3492,1690.5582,-21.54,-13.44,-7.5
4.3611,1690.5781,-21.3,-14.04,-6.9
4.3818,1690.5983,-21.24,-14.34,-6.48
4.4012,1690.6182,-20.76,-14.94,-5.7
4.4217,1690.6382,-19.8,-16.2,-5.1
4.4458,1690.6583,-18.78,-16.56,-4.56
4.4622,1690.6793,-17.88,-17.04,-3.78
4.4862,1690.6992,-16.26,-17.88,-2.88
4.5053,1690.7192,-14.22,-18.72,-1.26
4.5309,1690.7393,-12.3,-20.1,0.54
4.543,1690.7593,-9.84,-21.24,1.98
4.5617,1690.7792,-7.56,-22.08,2.76
4.5857,1690.7993,-4.86,-22.68,3.72
4.6091,1690.8193,-2.34,-23.46,4.62
4.6289,1690.8392,0.36,-23.88,5.22
4.6559,1690.8593,2.28,-24.06,6.24
4.6685,1690.8793,3.48,-23.58,6.42
4.6864,1690.8992,4.56,-23.16,6.12
4.7023,1690.9193,5.04,-22.8,6
4.7223,1690.9393,6.12,-22.26,5.52
4.7461,1690.9592,6.78,-22.38,5.04
4.7676,1690.9793,7.26,-22.56,4.62
4.7864,1691.0002,7.8,-22.74,4.14
4.8118,1691.0203,7.38,-23.22,3.12
4.8272,1691.0402,6.9,-23.22,2.16
4.8438,1691.0602,7.02,-23.28,0.78
4.8991,1691.0812,5.94,-23.28,-0.42
4.9101,1691.1013,5.58,-23.16,-1.8
4.9184,1691.1212,4.86,-23.58,-3.54
4.9264,1691.1412,3.54,-23.16,-5.22
4.9471,1691.1613,3.36,-23.1,-7.14
4.9724,1691.1813,1.98,-23.22,-8.64
4.9837,1691.2012,1.08,-22.5,-9.48
5.0044,1691.2213,0,-22.92,-9.9
5.026,1691.2413,-0.9,-22.68,-9.66
5.0487,1691.2623,-1.2,-22.5,-8.7
5.0674,1691.2833,-1.8,-22.8,-7.92
5.0928,1691.3032,-2.28,-22.86,-6.66
5.1064,1691.3232,-3.72,-23.28,-5.76
5.1276,1691.3433,-5.28,-23.34,-5.28
5.1564,1691.3632,-7.14,-23.58,-4.92
5.1694,1691.3832,-9.6,-22.86,-4.92
5.1941,1691.4042,-11.52,-21.72,-5.1
5.2126,1691.4243,-13.38,-21,-5.7
5.2272,1691.4443,-15.42,-19.62,-5.7
5.2468,1691.4642,-17.52,-18,-5.88
5.267,1691.4843,-19.62,-16.86,-6.18
5.2883,1691.5043,-21.42,-14.7,-5.88
5.3163,1691.5253,-23.04,-12.72,-6.06
5.3337,1691.545,-24.24,-10.5,-6.12
5.3523,1691.5653,-25.8,-7.86,-5.34
5.3949,1691.5853,-27.54,-6,-5.22
5.3981,1691.6052,-28.68,-3.9,-5.22
5.4162,1691.6252,-29.64,-2.28,-5.4
