AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_w,Quat_x,Quat_y,Quat_z
0.066,1686.2177,-3.60088,8.54969,8.78911,-0.20342,-0.03543,0.52657,-10.98,-19.98,-7.38,41.22765,7.636129,-136.560577,0.3673831368590779,0.18789957,-0.30328214,-0.85891986
0.0737,1686.2377,-5.21697,7.58722,10.44351,-0.1014,0.40317,0.61942,-10.86,-20.28,-7.32,41.113464,7.793786,-136.073807,0.3715163083407907,0.19003958,-0.3010985,-0.85743821
0.0804,1686.2577,-5.72454,6.75644,8.93516,0.16982,0.4496,0.93096,-11.16,-20.34,-7.2,41.141777,8.38751,-135.496765,0.3773621091004737,0.19606508,-0.29840231,-0.85446614
0.0866,1686.2777,-4.52744,5.88255,7.91762,0.35552,0.2584,1.15576,-11.04,-20.04,-7.38,41.457844,8.686466,-134.538223,0.3850747308233643,0.20170097,-0.29814994,-0.84978867
0.0918,1686.2977,-3.31597,5.0374,8.80109,0.53329,0.07025,1.28709,-10.92,-20.22,-7.74,41.853531,8.558539,-133.295471,0.39367298472571244,0.20517002,-0.29937598,-0.84457141
0.0988,1686.3177,-2.28886,4.87938,9.03093,0.91385,0.17226,1.29626,-11.7,-19.74,-7.92,42.435997,8.06118,-131.888184,0.4022844819690213,0.20699604,-0.30295736,-0.83877093
0.1175,1686.3377,-1.59214,4.76207,7.14909,1.05985,0.3372,1.2034,-12.24,-19.74,-7.38,43.343525,7.698247,-130.458481,0.41100329978871397,0.21102323,-0.30841634,-0.8315196
0.1384,1686.3577,-0.08619,4.68066,5.87537,0.96639,0.28955,1.03603,-13.08,-19.5,-6.78,44.319172,7.36894,-129.091049,0.419110941111266,0.21551573,-0.31428966,-0.82408798
0.1736,1686.3777,1.51314,4.49392,5.29119,0.59376,0.56139,0.8094,-13.74,-19.08,-6.06,45.14526,6.826532,-127.711449,0.426671346527995,0.21819055,-0.31974536,-0.81737834
0.1795,1686.3977,1.69988,3.47878,4.61602,0.22174,1.08001,0.49236,-13.98,-18.9,-5.46,45.484123,6.797604,-126.516792,0.43472217085786974,0.22247232,-0.32002631,-0.81185335
0.206,1686.4177,0.80685,2.99036,5.12838,-0.15333,1.16248,0.42822,-14.4,-18.96,-5.28,45.290928,7.155691,-125.535362,0.4428619384210567,0.22705489,-0.3153286,-0.80801439
0.2224,1686.4377,0.43814,2.13323,5.01825,-0.46059,1.48562,0.44104,-14.88,-18.6,-5.28,44.616108,7.658741,-124.521187,0.4520906625524474,0.23097025,-0.30645284,-0.80520397
0.2369,1686.4577,0.34955,1.48201,4.956,-0.73487,1.60413,0.64813,-15.18,-18.84,-5.88,43.517212,8.281235,-123.307945,0.46337368525270023,0.23456523,-0.29355752,-0.80255091
0.2632,1686.4777,1.16837,1.74298,4.956,-0.97189,1.59619,1.0232,-15.6,-18.84,-6.3,42.144646,8.558969,-121.560127,0.4776644620202204,0.23579893,-0.27892822,-0.79902101
0.2834,1686.4977,2.38462,1.75495,4.83868,-1.11483,1.37567,1.32619,-15.54,-18.3,-6.78,40.63221,8.171782,-119.117393,0.4952577340033993,0.23307151,-0.26472214,-0.79392672
0.2975,1686.5177,3.76847,1.84114,5.6575,-1.07146,1.11055,1.53388,-15.78,-18.36,-7.68,39.005066,6.95884,-116.135208,0.5148485945289434,0.22480398,-0.25254753,-0.78779048
0.3202,1686.5377,5.20021,3.45004,7.23049,-0.90164,0.93951,1.53266,-16.14,-17.88,-8.22,37.573101,5.190628,-112.928955,0.5346405571441938,0.2134648,-0.24447881,-0.7802707
0.3375,1686.5577,6.59363,4.81713,7.98227,-0.7477,1.23456,1.19546,-16.2,-17.58,-8.82,36.413162,3.406193,-109.927032,0.5527186895514514,0.20241053,-0.23950383,-0.77212042
0.3569,1686.5777,6.63673,5.52342,6.61039,-0.99754,1.65178,0.66584,-16.62,-17.28,-9.78,35.470139,2.330288,-107.564835,0.5676540254592245,0.19557175,-0.23426351,-0.76461834
0.3775,1686.5977,5.50906,6.59124,5.50188,-1.47402,1.75868,0.29871,-16.56,-16.8,-10.38,34.359104,2.120794,-105.941177,0.5796211511792632,0.19196193,-0.22511128,-0.75928575
0.397,1686.6177,5.50188,7.94396,6.37336,-1.79533,1.19668,0.08308,-16.5,-16.26,-11.1,32.921555,2.198157,-104.797661,0.589351748692792,0.18743694,-0.21323346,-0.75634873
0.4217,1686.6377,6.85699,8.56406,9.36372,-1.63529,0.33842,-0.21197,-16.62,-15.66,-12.12,31.308165,1.745571,-104.045456,0.5956955720149695,0.17758125,-0.20364366,-0.75639999
0.4485,1686.6587,6.05015,8.82742,10.68532,-1.12949,-0.20953,-0.44593,-16.44,-15.06,-13.26,29.904215,0.810927,-103.90239,0.5968875064614889,0.16440098,-0.19896151,-0.75967884
0.4745,1686.6797,4.5825,9.24162,11.81539,-0.46609,-0.82406,-0.40867,-16.26,-15.24,-14.16,29.167246,-0.444083,-104.070229,0.5945842996936677,0.15193947,-0.20081607,-0.76358157
0.4857,1686.6997,4.24492,10.80264,10.62068,0.10018,-1.40621,-0.30116,-16.02,-14.76,-15.12,29.276333,-2.276026,-104.26535,0.5898312503538102,0.13992423,-0.21125716,-0.76674032
0.5093,1686.7207,5.26724,12.26789,10.18733,0.1179,-1.90529,-0.65729,-16.08,-14.52,-14.76,29.546169,-4.049398,-104.762787,0.582720130269104,0.12849055,-0.22270332,-0.77092844
0.5258,1686.7407,5.04698,11.54245,11.54005,0.12095,-1.97737,-1.18019,-16.26,-14.28,-14.58,29.747757,-5.76928,-105.836861,0.5717042678757519,0.11577372,-0.23385079,-0.77785891
0.5421,1686.7607,3.59849,9.74201,12.69406,0.40134,-1.9957,-1.44897,-16.62,-13.86,-14.16,30.097143,-7.23283,-107.479485,0.5568278924478525,0.10414125,-0.24496652,-0.7868219
0.5642,1686.7807,2.35829,8.32943,12.38042,0.88575,-2.08488,-1.4789,-17.04,-14.16,-12.96,30.913689,-8.609325,-109.264183,0.5400029009073641,0.09483485,-0.25859019,-0.79532027
0.583,1686.8007,1.96803,7.34781,11.315,1.18752,-2.01708,-1.49967,-16.92,-14.46,-12.48,32.285721,-10.075691,-110.961578,0.5221197263111309,0.08744779,-0.27599716,-0.8022278
0.5997,1686.8207,1.69509,6.95994,10.37647,1.23089,-1.84054,-1.56748,-16.86,-15.36,-11.46,33.992596,-11.43968,-112.576271,0.503899060442491,0.08214539,-0.29484355,-0.80771601
0.6215,1686.8407,1.67115,6.66785,9.61511,1.23517,-1.70248,-1.69943,-16.68,-16.02,-10.68,35.744877,-12.467274,-114.297371,0.4852353213285172,0.07867976,-0.31235501,-0.81289023
0.6395,1686.8607,1.35751,6.06212,8.58082,1.19485,-1.76601,-1.90895,-16.56,-16.86,-9.6,37.541931,-13.204933,-116.24411,0.4652877009833569,0.07636689,-0.32893285,-0.81821674
0.6595,1686.8807,0.71826,5.22894,8.07564,1.12277,-1.78984,-2.03724,-16.2,-17.52,-8.82,39.281265,-13.691625,-118.56768,0.44319375124494637,0.07394766,-0.34424677,-0.82438171
0.6914,1686.9007,0.35195,4.45561,8.31985,1.10689,-1.86497,-2.08672,-15.54,-18.06,-8.46,40.813137,-13.892584,-121.182434,0.4201078164384134,0.07121525,-0.35717723,-0.83118123
0.7072,1686.9207,-0.64643,3.87142,7.87453,1.22662,-1.99264,-1.98348,-14.88,-18.54,-7.74,42.23233,-13.874202,-123.988548,0.3964061793411349,0.06844921,-0.36865035,-0.83801776
0.7236,1686.9407,-0.9098,3.5937,7.18979,1.33108,-2.11482,-1.84665,-13.74,-19.44,-6.9,43.664169,-13.930809,-126.734283,0.372735866683084,0.06484841,-0.38043886,-0.84387732
0.7418,1686.9607,-0.88825,3.3878,6.05733,1.20279,-2.08244,-1.76174,-12.72,-20.16,-5.58,45.074886,-14.004595,-129.46788,0.34902891216840043,0.06054818,-0.39209449,-0.84898448
0.7613,1686.9807,-0.91459,3.55539,6.07888,0.94134,-1.82771,-1.70309,-12.3,-20.7,-4.08,46.237057,-13.843219,-132.357056,0.3254605987099325,0.05603328,-0.40133193,-0.85432333
0.7921,1687.0007,-1.2378,3.85227,5.71735,0.7141,-1.43248,-1.69454,-11.64,-21.36,-2.7,47.096272,-13.132001,-135.417938,0.3031731263402467,0.05355658,-0.40699962,-0.85998201
0.812,1687.0207,-1.49638,3.87621,5.22654,0.53084,-1.19424,-1.67011,-10.62,-21.78,-1.92,47.710686,-11.82691,-138.697662,0.2818420990920538,0.05370382,-0.4096593,-0.86594468
0.8314,1687.0407,-1.23541,4.06296,4.50589,0.40684,-0.99266,-1.70248,-10.08,-22.56,-1.2,48.168213,-10.182563,-142.093002,0.26110558188556326,0.05539594,-0.41074404,-0.87180531
0.8435,1687.0607,-1.5706,4.12282,3.32794,0.18815,-0.9725,-1.79717,-8.88,-23.1,-0.48,48.54697,-8.174061,-145.690872,0.24019546158268645,0.05886316,-0.41096833,-0.87746584
0.8647,1687.0807,-2.53307,3.76129,2.99036,-0.18021,-1.0739,-1.89307,-7.56,-23.46,0.3,48.695297,-5.829724,-149.698151,0.21757252958661188,0.06289417,-0.40953571,-0.8837347
0.8802,1687.1007,-3.40934,4.18985,4.12521,-0.48686,-1.05741,-1.95966,-6.72,-23.64,0.48,48.382996,-3.249822,-154.077118,0.1931916165698975,0.06666951,-0.40498781,-0.89118856
0.901,1687.1217,-4.04859,4.4604,4.36463,-0.72632,-0.94073,-2.14353,-5.58,-23.4,0.3,47.720856,-0.42422,-158.644379,0.16797771305436274,0.07162254,-0.39813039,-0.89896935
0.9268,1687.1417,-5.32231,4.01986,4.48434,-1.29198,-0.69944,-2.31274,-4.5,-23.46,0.6,46.525791,2.946325,-163.717285,0.1401106602346895,0.07929341,-0.38749617,-0.90770495
