AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.0424,16828.9764,-1.22587,7.3169,5.94259
0.0459,16828.9964,-1.33122,7.32648,5.80372
0.0468,16829.0164,-1.15165,7.38873,5.78936
0.0548,16829.0364,-0.84997,7.46535,5.88273
0.0741,16829.0564,-0.57702,7.67365,6.00005
0.096,16829.0764,-0.25379,7.8604,6.59144
0.1328,16829.0964,-0.3328,7.76703,6.87157
0.1346,16829.1164,-0.56744,7.53718,6.54595
0.1526,16829.1364,-0.50519,7.50126,5.93541
0.172,16829.1563,-0.35914,7.51563,5.33923
0.1968,16829.1763,-0.27055,7.16846,5.28656
0.2167,16829.1963,0.02394,6.96255,6.24427
0.2318,16829.2163,0.54589,7.22592,8.19081
0.2524,16829.2363,1.81486,6.39511,9.2443
0.2731,16829.2563,2.174,6.13892,9.78061
0.2906,16829.2763,1.9226,5.97132,9.32809
0.3138,16829.2963,1.42699,5.74865,8.37278
0.3454,16829.3163,1.15643,5.59303,7.58027
0.3514,16829.3363,1.48206,5.75105,7.40549
0.3712,16829.3563,1.76458,5.90907,7.70717
0.3927,16829.3763,1.4629,5.77978,7.86519
0.4159,16829.3963,0.838,5.58345,7.8221
0.4342,16829.4163,0.50998,5.70077,7.20677
0.456,16829.4363,0.5435,5.83724,6.7327
0.4712,16829.4563,0.81645,5.91386,7.1948
0.4909,16829.4763,0.96489,6.024,7.50845
0.5294,16829.4963,1.26897,6.20357,7.11818
0.5413,16829.5163,1.49882,6.38074,6.56031
0.5569,16829.5363,1.27375,6.32807,6.64172
0.572,16829.5563,0.55547,6.1078,7.59225
0.5903,16829.5762,0.73983,6.20357,7.6521
0.615,16829.5962,0.9194,6.53398,6.27061
0.6358,16829.6162,1.10855,6.65848,5.6888
0.6527,16829.6362,1.65923,6.78537,6.05752
0.6925,16829.6562,1.89387,6.90748,6.16286
0.6939,16829.6762,1.40783,6.91467,5.88752
0.712,16829.6962,1.21629,6.93143,6.02878
0.7314,16829.7162,1.40065,6.97931,6.67524
0.7534,16829.7362,0.56744,6.54595,6.99128
0.7706,16829.7562,1.14925,6.89072,7.08466
