AppTimestamp(s),MAC,Frequency,RSSI
0.6635,20:23:00:00:00:12,2417,-55
0.6635,20:23:00:00:00:73,2437,-73
0.6635,20:23:00:00:00:65,2437,-84
0.6635,20:23:00:00:00:82,2462,-86
0.6635,20:23:00:00:00:80,5220,-86
0.6635,20:23:00:00:00:69,2422,-87
0.6635,20:23:00:00:00:90,2437,-87
0.6635,20:23:00:00:00:55,2427,-87
0.6635,20:23:00:00:00:01,2437,-87
0.6635,20:23:00:00:00:79,5220,-88
0.6635,20:23:00:00:03:11,2462,-89
0.6635,20:23:00:00:01:12,5240,-90
0.6635,20:23:00:00:00:15,2452,-90
0.6635,20:23:00:00:01:01,2462,-91
0.6635,20:23:00:00:00:45,2412,-92
0.6635,20:23:00:00:01:11,5240,-93
2.652,20:23:00:00:00:12,2417,-57
2.652,20:23:00:00:00:73,2437,-74
2.652,20:23:00:00:00:82,2462,-82
2.652,20:23:00:00:00:69,2422,-84
2.652,20:23:00:00:00:15,2452,-84
2.652,20:23:00:00:00:65,2437,-85
2.652,20:23:00:00:00:90,2437,-85
2.652,20:23:00:00:00:44,2462,-87
2.652,20:23:00:00:00:01,2437,-87
2.652,20:23:00:00:03:11,2462,-88
2.652,20:23:00:00:01:12,5240,-89
2.652,20:23:00:00:00:79,5220,-90
2.652,20:23:00:00:01:11,5240,-90
2.652,20:23:00:00:00:80,5220,-91
4.655,20:23:00:00:00:12,2417,-56
4.655,20:23:00:00:00:73,2437,-69
4.655,20:23:00:00:00:65,2437,-79
4.655,20:23:00:00:00:55,2427,-81
4.655,20:23:00:00:00:69,2422,-86
4.655,20:23:00:00:00:82,2462,-86
4.655,20:23:00:00:00:15,2452,-86
4.655,20:23:00:00:00:44,2462,-86
4.655,20:23:00:00:00:90,2437,-87
4.655,20:23:00:00:01:11,5240,-89
4.655,20:23:00:00:01:12,5240,-90
4.655,20:23:00:00:00:45,2412,-91
4.655,20:23:00:00:03:11,2462,-91
4.655,20:23:00:00:00:80,5220,-92
4.655,20:23:00:00:00:79,5220,-92
6.6689,20:23:00:00:00:73,2437,-83
6.6689,20:23:00:00:00:69,2422,-84
6.6689,20:23:00:00:00:82,2462,-84
6.6689,20:23:00:00:00:65,2437,-84
6.6689,20:23:00:00:03:11,2462,-86
6.6689,20:23:00:00:00:80,5220,-90
6.6689,20:23:00:00:00:90,2437,-92
8.6796,20:23:00:00:00:12,2417,-51
8.6796,20:23:00:00:00:73,2437,-74
8.6796,20:23:00:00:00:65,2437,-78
8.6796,20:23:00:00:00:69,2422,-83
8.6796,20:23:00:00:00:15,2452,-85
8.6796,20:23:00:00:00:55,2427,-85
8.6796,20:23:00:00:00:80,5220,-86
8.6796,20:23:00:00:03:11,2462,-86
8.6796,20:23:00:00:00:79,5220,-87
8.6796,20:23:00:00:00:01,2437,-91
10.6843,20:23:00:00:00:12,2417,-53
10.6843,20:23:00:00:00:73,2437,-75
10.6843,20:23:00:00:00:55,2427,-81
10.6843,20:23:00:00:00:69,2422,-82
10.6843,20:23:00:00:00:82,2462,-87
10.6843,20:23:00:00:00:44,2462,-87
10.6843,20:23:00:00:00:01,2437,-87
10.6843,20:23:00:00:01:12,5240,-89
10.6843,20:23:00:00:00:45,2412,-89
10.6843,20:23:00:00:01:11,5240,-89
10.6843,20:23:00:00:00:90,2437,-90
10.6843,20:23:00:00:00:79,5220,-90
12.6624,20:23:00:00:00:12,2417,-59
12.6624,20:23:00:00:00:73,2437,-68
12.6624,20:23:00:00:03:11,2462,-74
12.6624,20:23:00:00:00:82,2462,-81
12.6624,20:23:00:00:00:65,2437,-81
12.6624,20:23:00:00:00:69,2422,-86
12.6624,20:23:00:00:00:90,2437,-87
12.6624,20:23:00:00:00:15,2452,-87
12.6624,20:23:00:00:00:80,5220,-89
12.6624,20:23:00:00:00:55,2427,-89
12.6624,20:23:00:00:00:01,2437,-90
14.6566,20:23:00:00:00:12,2417,-51
14.6566,20:23:00:00:00:73,2437,-71
14.6566,20:23:00:00:00:69,2422,-84
14.6566,20:23:00:00:00:65,2437,-85
