AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
64.1129,-97.0,,,,,
66.1593,-95.0,,,,,
68.017,-91.0,,,,,
68.2509,,,,,-99.0,
70.052,-92.0,,,,,
70.0999,,,,,-95.0,
70.3169,,,,,-98.0,
72.1064,-93.0,,,,,
72.3378,,,,,-100.0,
74.1461,-95.0,,,,,
75.9811,-99.0,,,,,
76.0253,,,,,-98.0,
78.0399,-101.0,,,,,
79.456,-95.0,,,,,
80.0768,-97.0,,,,,
80.1171,,,,,-89.0,
80.5345,,,,,-96.0,
81.982,,,,,-91.0,
82.1789,,,,,-96.0,
82.3798,,,,,-96.0,
83.8604,,,,,-101.0,
84.0371,,,,,-99.0,
84.1905,-101.0,,,,,
84.257,,,,,-95.0,
84.412,-99.0,,,,,
84.8397,,,,,-97.0,
86.2818,,,,,-92.0,
90.0158,,,,,-99.0,
90.0827,-100.0,,,,,
90.4821,-100.0,,,,,
91.9501,-97.0,,,,,
92.1594,-95.0,,,,,
92.2487,,,,,-98.0,
92.3457,-97.0,,,,,
92.5473,-95.0,,,,,
92.856,,,,,-95.0,
96.0443,-97.0,,,,,
96.1644,,,,,-99.0,
96.232,-99.0,,,,,
96.4506,-98.0,,,,,
96.5988,,,,,-93.0,
97.8058,,,,,-99.0,
98.4125,,,,,-96.0,
100.086,,,,,,-103.0
100.2758,,,,,-94.0,
104.0296,,,-99.0,,,
104.237,,,-101.0,,,
106.4664,,,-99.0,,,
111.9836,,,-102.0,,,
112.3983,,,-94.0,,,
114.0245,,,-91.0,,,
114.2295,,,-91.0,,,
116.0827,,,-94.0,,,
116.4884,,,-88.0,,,
117.9601,,,-89.0,,,
117.9838,,,,-96.0,,
118.143,,,-86.0,,,
118.1586,,,,-103.0,,
118.3293,,,-86.0,,,
118.3553,,,,-98.0,,
118.5293,,,-87.0,,,
118.939,,,-87.0,,,
120.1681,,,-92.0,,,
120.3707,,,-88.0,,,
120.399,,,,-101.0,,
122.2509,,,,-97.0,,
122.4217,,,-88.0,,,
124.065,,,-91.0,,,
124.0952,,,,-96.0,,
124.2747,,,-88.0,,,
124.2949,,,,-100.0,,
124.4697,,,-93.0,,,
125.913,,,-92.0,,,
126.1342,,,-87.0,,,
126.1482,,,,-97.0,,
126.3334,,,-92.0,,,
126.5146,,,-88.0,,,
127.96,,,-87.0,,,
128.1597,,,-87.0,,,
128.3979,,,-93.0,,,
130.0261,,,-86.0,,,
130.218,,,-95.0,,,
130.4141,,,-88.0,,,
132.0759,,,-86.0,,,
132.2577,,,-90.0,,,
132.2761,,,,-99.0,,
132.4586,,,-86.0,,,
133.9327,,,-86.0,,,
134.1234,,,-94.0,,,
134.2934,,,,-99.0,,
134.3187,,,-89.0,,,
134.512,,,-94.0,,,
135.126,,,,-99.0,,
135.9445,,,-94.0,,,
136.1402,,,,-96.0,,
136.1701,,,-92.0,,,
136.3586,,,-86.0,,,
136.5636,,,-90.0,,,
138.025,,,-88.0,,,
138.2434,,,-85.0,,,
138.4277,,,-91.0,,,
140.0701,,,-86.0,,,
140.2658,,,-92.0,,,
140.4617,,,-86.0,,,
142.1209,,,-87.0,,,
142.5288,,,-87.0,,,
144.3497,,,,-99.0,,
144.4025,,,-86.0,,,
146.0234,,,-95.0,,,
146.1768,,,,-99.0,,
146.2143,,,-88.0,,,
146.4244,,,-91.0,,,
147.8092,,,,-98.0,,
148.0918,,,-90.0,,,
148.497,,,-97.0,,,
150.1423,,,-95.0,,,
150.3685,,,-91.0,,,
150.5409,,,-91.0,,,
152.1831,,,-98.0,,,
152.3699,,,-99.0,,,
156.0029,,-96.0,,,,
158.1272,,,,,-93.0,
162.0119,,,,,-94.0,
162.0683,-93.0,,,,,
162.4275,,,,,-96.0,
162.4811,-95.0,,,,,
162.8313,,,,,-94.0,
164.2647,,,,,-97.0,
164.4819,,,,,-93.0,
164.5344,-99.0,,,,,
165.9169,,,,,-96.0,
165.9745,-97.0,,,,,
166.1281,,,,,-87.0,
168.2345,-96.0,,,,,
168.3769,,,,,-98.0,
170.2313,,,,,-93.0,
170.4601,-96.0,,,,,
172.2756,,,,,-87.0,
172.4765,,,,,-97.0,
174.117,,,,,-94.0,
175.9964,,,,,-92.0,
176.0049,-93.0,,,,,
178.0146,,,,,-94.0,
178.239,,,,,-93.0,
178.248,-93.0,,,,,
178.4334,,,,,-96.0,
178.4375,-98.0,,,,,
180.0769,-93.0,,,,,
180.2764,,,,,-95.0,
180.4806,,,,,-86.0,
181.9344,,,,,-90.0,
182.1273,,,,,-94.0,
182.1354,-99.0,,,,,
182.5561,,,,,-95.0,
182.5683,-97.0,,,,,
183.9871,-95.0,,,,,
184.1866,,,,,-101.0,
184.2083,-93.0,,,,,
186.0274,-81.0,,,,,
186.243,-84.0,,,,,
186.4508,-91.0,,,,,
186.8582,-90.0,,,,,
188.0558,-89.0,,,,,
188.2592,-91.0,,,,,
188.4467,-91.0,,,,,
189.2804,-103.0,,,,,
190.1239,,,,,-98.0,
190.5104,-90.0,,,,,
192.1891,,,,,-100.0,
192.3788,-96.0,,,,,
