AppTimestamp(s),MAC,Frequency,RSSI
0.6324,20:23:00:00:00:01,2437,-68
0.6324,20:23:00:00:00:80,5220,-72
0.6324,20:23:00:00:00:79,5220,-72
0.6324,20:23:00:00:00:44,2462,-72
0.6324,20:23:00:00:00:45,2412,-80
0.6324,20:23:00:00:00:15,2452,-82
2.6021,20:23:00:00:00:01,2437,-66
2.6021,20:23:00:00:00:38,2457,-66
2.6021,20:23:00:00:00:15,2452,-68
2.6021,20:23:00:00:00:44,2462,-69
2.6021,20:23:00:00:00:45,2412,-72
2.6021,20:23:00:00:00:80,5220,-72
4.5717,20:23:00:00:00:01,2437,-70
4.5717,20:23:00:00:00:15,2452,-70
4.5717,20:23:00:00:00:45,2412,-71
4.5717,20:23:00:00:00:80,5220,-71
4.5717,20:23:00:00:00:79,5220,-72
4.5717,20:23:00:00:00:55,2427,-74
6.6013,20:23:00:00:00:44,2462,-70
6.6013,20:23:00:00:00:15,2452,-71
6.6013,20:23:00:00:00:82,2462,-72
6.6013,20:23:00:00:00:80,5220,-73
6.6013,20:23:00:00:00:79,5220,-73
6.6013,20:23:00:00:00:09,5200,-74
8.6196,20:23:00:00:00:01,2437,-64
8.6196,20:23:00:00:00:55,2427,-69
8.6196,20:23:00:00:00:15,2452,-70
8.6196,20:23:00:00:00:45,2412,-72
8.6196,20:23:00:00:00:80,5220,-74
8.6196,20:23:00:00:00:44,2462,-74
10.6131,20:23:00:00:00:01,2437,-63
10.6131,20:23:00:00:00:15,2452,-69
10.6131,20:23:00:00:00:80,5220,-72
10.6131,20:23:00:00:00:79,5220,-72
10.6131,20:23:00:00:00:45,2412,-73
10.6131,20:23:00:00:00:44,2462,-73
12.6027,20:23:00:00:00:01,2437,-62
12.6027,20:23:00:00:00:82,2462,-70
12.6027,20:23:00:00:00:44,2462,-71
12.6027,20:23:00:00:00:38,2457,-73
12.6027,20:23:00:00:00:80,5220,-74
12.6027,20:23:00:00:00:79,5220,-74
14.6224,20:23:00:00:00:01,2437,-63
14.6224,20:23:00:00:00:15,2452,-69
14.6224,20:23:00:00:00:55,2427,-73
14.6224,20:23:00:00:00:80,5220,-75
14.6224,20:23:00:00:00:79,5220,-75
14.6224,20:23:00:00:00:45,2412,-76
16.5732,20:23:00:00:00:01,2437,-60
16.5732,20:23:00:00:00:44,2462,-70
16.5732,20:23:00:00:00:15,2452,-71
16.5732,20:23:00:00:00:80,5220,-72
16.5732,20:23:00:00:00:79,5220,-72
