AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0.1059,5050.968,2.3366427232568685,-2.257649519316754,4.326819592112822,-0.98215,-1.46345,-3.03718,-15.2,12.3,107.6
0.1117,5050.988,-1.6494928274474732,3.166411839953725,20.638144827042904,-0.58325,-0.67543,-2.83926,-15.1,11.9,108.0
0.1133,5051.008,0.7567337871904756,-0.5123333717391958,18.695419764019526,0.23836,-0.5105,-2.36279,-14.9,11.5,108.4
0.1175,5051.028,-1.6852957402448001,2.0973218538432836,19.61373500162823,0.82174,-1.10181,-1.82156,-14.7,11.0,108.6
0.123,5051.048,1.0274438296846058,-0.7692618872045163,15.576728834796633,0.7411,-1.82019,-1.56561,-14.5,10.7,109.0
0.1236,5051.068,-0.4947811567102134,1.2570378811889094,16.68818950001927,0.34648,-2.08042,-1.58638,-14.3,10.3,109.3
0.145,5051.088,0.7980018126343045,-2.891995286645832,12.4236737173244,-0.01332,-2.23191,-1.82583,-14.0,10.0,109.8
0.1728,5051.108,6.245665526853909,0.09800641931933463,7.787554294683853,-0.10678,-2.34004,-1.93884,-13.8,9.7,110.0
0.1835,5051.128,-1.2329337072237951,6.376956451041649,-0.4109154913899733,0.05693,-2.0682,-1.86676,-13.6,9.3,110.3
0.2443,5051.1479,0.8806898068442275,-3.319462533228612,4.080633008922178,0.32083,-1.98757,-1.6945,-13.3,9.1,110.7
0.2482,5051.1679,-4.364900414854357,2.9953984781940077,0.03826878515880594,0.26218,-2.08531,-1.81545,-13.1,8.8,111.1
0.2683,5051.1879,2.7566646890260986,-0.30565206805815226,1.0940501160970584,0.01723,-2.07431,-1.98222,-12.8,8.6,111.4
0.2711,5051.2079,-3.4281022303077116,0.008709147145591345,0.2977667065206475,-0.10983,-2.17694,-1.92113,-12.6,8.4,111.7
0.3014,5051.2279,0.38376525590641697,1.0527445504071746,-0.5256272278513912,-0.13121,-2.31133,-1.82461,-12.3,8.2,112.0
0.3064,5051.2479,-1.5374767039640926,-1.2115384316351392,1.0338814641456748,-0.01393,-2.32049,-1.77758,-11.9,8.0,112.3
0.3226,5051.2679,-2.0813223780658414,1.6593323758896452,-0.09436214849537095,0.22553,-2.07248,-1.72016,-11.6,7.8,112.7
0.3405,5051.2879,0.23532112020453222,-0.4808513994567427,0.5843727410666144,0.42162,-1.6968,-1.59676,-11.4,7.6,113.1
0.3619,5051.3079,-2.999888596322986,-0.35105093506042007,0.2686533319201114,0.20659,-1.7872,-1.38662,-11.2,7.5,113.5
0.3898,5051.3279,-1.5178845950560576,0.9447374513854063,-0.7584018453252721,0.02578,-1.56607,-1.38174,-11.0,7.4,114.0
