AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
61.3811,49.461316433032,11.11096444258,0
66.3528,49.46127560249,11.110988346746,0
72.4747,49.461235913436,11.111048750451,0
86.2852,49.461189617035,11.110861103429,0
95.4517,49.461200270189,11.110964772206,0
108.3209,49.461094796224,11.111027453904,0
113.8132,49.461052766818,11.111052038421,0
146.1783,49.461052766818,11.111052038421,0
152.0189,49.461094796224,11.111027453904,0
164.0856,49.461200270189,11.110964772206,0
172.1571,49.461189617035,11.110861103429,0
187.0013,49.461235913436,11.111048750451,0
194.2146,49.46127560249,11.110988346746,0
199.7142,49.461316433032,11.11096444258,0
