AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0543,42.9509,-27.36,-59.52,-59.16
0.059,42.9708,-27.3,-59.28,-59.58
0.0629,42.9909,-26.94,-59.46,-59.82
0.0684,43.0107,-27.24,-59.34,-60.54
0.0779,43.0307,-27.9,-59.58,-60.96
0.1004,43.0509,-28.98,-60.18,-61.56
0.1338,43.0709,-30.48,-60.54,-61.74
0.1418,43.0908,-31.56,-61.2,-61.14
0.1622,43.1109,-32.22,-61.74,-59.88
0.1785,43.1309,-32.82,-62.28,-58.5
0.1969,43.1508,-32.94,-62.88,-57.06
0.2173,43.1709,-33,-63.36,-56.04
0.2393,43.1909,-33,-63.54,-55.62
0.2573,43.2108,-32.28,-63.66,-54.96
0.2773,43.2309,-32.04,-63.54,-54.24
0.2969,43.2509,-32.04,-63.54,-53.52
0.3169,43.2709,-31.8,-63.24,-53.04
0.3389,43.2908,-32.22,-63.96,-52.8
0.3855,43.3109,-32.22,-64.14,-53.22
0.3889,43.3309,-31.86,-64.26,-53.88
0.3972,43.3508,-32.04,-64.32,-54.66
0.4184,43.3709,-31.62,-63.84,-55.5
0.44,43.3909,-31.38,-63.36,-56.22
0.4576,43.4109,-31.62,-62.7,-57.54
0.4768,43.4309,-31.62,-62.52,-58.26
0.4979,43.4509,-31.86,-61.86,-59.52
0.5168,43.4708,-32.16,-61.74,-60.48
0.5369,43.4909,-32.16,-62.04,-61.14
0.5569,43.5109,-32.22,-61.92,-62.04
0.5777,43.5308,-31.74,-62.34,-62.46
0.5969,43.5509,-31.32,-62.16,-62.58
0.6201,43.5709,-30.84,-61.98,-62.16
0.639,43.5908,-30.48,-61.74,-61.98
0.6596,43.6109,-31.08,-61.26,-61.5
0.6786,43.6309,-31.14,-61.38,-61.2
0.6967,43.6508,-31.08,-61.26,-60.96
0.7169,43.6709,-30.96,-61.38,-60.54
0.7387,43.6909,-29.94,-61.26,-60
0.7572,43.7108,-29.1,-61.08,-59.58
0.7773,43.7309,-28.32,-60.24,-59.46
0.8005,43.7509,-27.6,-59.46,-59.64
0.8186,43.7708,-27.18,-58.38,-60.48
0.8393,43.7909,-26.4,-56.76,-61.86
0.86,43.8109,-25.86,-55.8,-63.48
0.8767,43.8309,-25.38,-54.54,-65.1
0.8974,43.8509,-25.14,-53.58,-66.84
0.9168,43.8709,-25.02,-52.26,-68.16
0.9386,43.8909,-24.96,-51.48,-69.24
0.9568,43.9108,-24.36,-50.76,-70.08
0.9807,43.9309,-23.52,-50.34,-69.66
0.9974,43.9509,-23.34,-50.94,-68.46
1.0173,43.9709,-22.86,-51.42,-67.2
1.0391,43.9909,-23.58,-51.72,-66.72
1.0572,44.0109,-24.72,-51.54,-67.5
1.081,44.0308,-25.2,-50.82,-69.24
1.0976,44.0509,-25.74,-48.9,-71.22
1.1178,44.0709,-25.5,-47.64,-72.54
1.1389,44.0908,-24.72,-46.14,-73.56
1.1567,44.1109,-24.48,-45.24,-74.52
1.1774,44.1309,-24.6,-45.18,-75.24
1.1973,44.1509,-24.72,-44.64,-75.42
1.217,44.1709,-25.26,-44.64,-75.24
1.2383,44.1909,-25.56,-44.52,-75.12
1.2578,44.2119,-25.68,-44.04,-74.4
1.2902,44.2319,-25.44,-44.58,-74.34
1.2994,44.2519,-25.68,-45.36,-74.46
1.3255,44.2719,-25.62,-46.32,-74.34
1.3382,44.2919,-26.1,-47.94,-74.76
1.3659,44.3118,-27.18,-49.14,-74.46
1.3798,44.3319,-27.6,-50.52,-73.92
1.3984,44.3519,-28.86,-52.38,-72.84
1.4436,44.3719,-29.94,-54.06,-70.62
1.4455,44.3919,-31.32,-56.28,-68.22
1.4612,44.4119,-32.64,-58.68,-65.34
1.479,44.4319,-33.84,-60.6,-62.88
1.4979,44.4519,-35.22,-62.04,-61.14
1.5214,44.4719,-36.66,-63.48,-60.42
1.5388,44.4918,-38.58,-64.2,-59.76
1.558,44.5119,-41.04,-64.92,-58.92
1.5778,44.5319,-43.14,-65.82,-58.38
1.5984,44.5519,-45.66,-66.24,-57.42
1.6186,44.5719,-48.06,-66.42,-57.24
1.6378,44.5919,-50.16,-66.36,-57
1.6582,44.6118,-52.62,-66.54,-57.12
1.6781,44.6319,-55.14,-65.93999,-57.12
1.6985,44.6519,-57.36,-65.4,-57.42
1.7216,44.6719,-60.42,-64.38,-57.84
1.7381,44.6919,-63.6,-62.94,-58.26
1.7585,44.7119,-66.24,-61.86,-59.1
1.7778,44.7319,-69.36,-60.54,-59.46
1.7983,44.7519,-71.34,-59.82,-60
