AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84
1.4107,-56.0,-70.0,-66.0,-79.0,,,-71.0,-78.0,-85.0,-68.0,-72.0,,-53.0,-78.0,-78.0,-74.0,-85.0,,-54.0,,,,,-85.0,,-86.0,-85.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,2462.0,,2462.0,2462.0,
5.6059,-53.0,-78.0,-68.0,-73.0,,,-74.0,-76.0,,-65.0,-72.0,-75.0,-53.0,-77.0,-78.0,-73.0,-86.0,,-56.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,
9.6958,-54.0,-70.0,-70.0,-69.0,,-87.0,-71.0,-80.0,,-64.0,-72.0,-76.0,-55.0,-79.0,-79.0,-71.0,-83.0,,-55.0,,,,-89.0,-82.0,,-82.0,-81.0,-87.0,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,2462.0,2462.0,,2462.0,2462.0,2412.0
13.6179,-51.0,-66.0,-66.0,-70.0,,-91.0,-69.0,,,-72.0,-70.0,-75.0,-51.0,-82.0,-82.0,-68.0,-85.0,,-55.0,,,,,-84.0,,-85.0,-82.0,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,2462.0,,2462.0,2462.0,
17.6208,-59.0,-69.0,-73.0,-74.0,,,-68.0,-87.0,-86.0,-68.0,-69.0,-78.0,-47.0,-78.0,-78.0,-67.0,-82.0,,-62.0,,,,,-84.0,,-81.0,-82.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,2462.0,,2462.0,2462.0,
21.5826,-54.0,-64.0,-65.0,-77.0,,,-65.0,-79.0,,-69.0,-74.0,-81.0,-51.0,-82.0,-82.0,-65.0,-83.0,-90.0,-65.0,,,,,,-90.0,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,,,,,5500.0,,,
25.5994,-55.0,-63.0,-66.0,-68.0,,-88.0,-71.0,-76.0,-88.0,-67.0,-73.0,-81.0,-52.0,-82.0,-82.0,-70.0,-87.0,,-60.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,
29.5781,-53.0,-67.0,,-74.0,,-88.0,-70.0,-77.0,-88.0,-64.0,-70.0,-81.0,-54.0,-80.0,-81.0,-70.0,,,-60.0,,,,,,,-87.0,-86.0,,2437.0,5200.0,,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,2462.0,2462.0,
33.6142,-70.0,-67.0,-67.0,-69.0,,,-74.0,-76.0,,-66.0,-69.0,-80.0,-50.0,-76.0,-77.0,-72.0,-90.0,,-59.0,,,,,-82.0,,-83.0,-83.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,2462.0,,2462.0,2462.0,
37.5753,-61.0,-66.0,-66.0,-69.0,,,-73.0,-79.0,,-67.0,-73.0,-79.0,-50.0,-76.0,-75.0,-73.0,-88.0,,-59.0,,,,,-82.0,,-83.0,-83.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,2462.0,,2462.0,2462.0,
