AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
61.4126,49.461087810283,11.110832476574,-2
67.3105,49.461073718862,11.110774331714,-2
73.7055,49.461057929696,11.110709726607,-2
80.9604,49.461102239053,11.110668783747,-2
89.6114,49.461171996441,11.110628587235,-2
98.3891,49.461147167185,11.110526862581,-2
106.0071,49.461101435745,11.110553219149,-2
142.5464,49.461101435745,11.110553219149,-2
149.7121,49.461147167185,11.110526862581,-2
159.7108,49.461171996441,11.110628587235,-2
169.0501,49.461102239053,11.110668783747,-2
175.2183,49.461057929696,11.110709726607,-2
181.2889,49.461073718862,11.110774331714,-2
186.0063,49.461087810283,11.110832476574,-2
