AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
0.5509,,,,-83.0
1.1693,,,,-83.0
1.2523,,-91.0,,
1.5724,,,,-77.0
1.778,,,,-76.0
2.1824,,,,-72.0
2.2449,-85.0,,,
2.3997,,,,-79.0
2.4942,,-93.0,,
2.6165,,,,-82.0
2.8671,-89.0,,,
2.9049,,-96.0,,
3.0097,,,,-79.0
3.0721,-94.0,,,
3.2122,,,,-73.0
3.415,,,,-75.0
4.0281,,,,-77.0
4.2317,,,-95.0,
4.3333,,-90.0,,
5.0788,,,,-77.0
5.1603,,-93.0,,
5.4841,,,,-82.0
5.5676,,-88.0,,
5.7002,,,-97.0,
5.7732,,-90.0,,
5.8864,,,-92.0,
5.9093,,,,-73.0
5.9197,-91.0,,,
6.097,,,-93.0,
6.1022,,,,-77.0
6.2929,,,,-81.0
6.3288,-91.0,,,
6.4947,,,-97.0,
6.7008,,,,-77.0
6.9056,,,,-75.0
6.9449,-93.0,,,
7.0054,,-95.0,,
7.1482,-84.0,,,
7.1983,,-96.0,,
7.3669,-94.0,,,
7.4015,,-89.0,,
7.5979,,-91.0,,
7.7195,,,-92.0,
7.7825,-87.0,,,
8.5414,,,,-88.0
8.5915,-91.0,,,
8.7441,,,,-74.0
8.8293,,-89.0,,
9.0482,,-92.0,,
9.1614,,,,-77.0
9.4089,-93.0,,,
9.446,,-93.0,,
9.5645,,,-94.0,
9.6151,-93.0,,,
9.9663,,,,-77.0
10.1725,,,,-72.0
10.2696,,-89.0,,
10.3673,,,-95.0,
10.4718,,-92.0,,
10.592,,,,-77.0
10.7908,,,,-75.0
10.885,,-85.0,,
11.0853,,-84.0,,
11.205,,,,-76.0
11.2629,-90.0,,,
11.2878,,-88.0,,
11.4047,,,,-73.0
11.6133,,,,-73.0
12.8419,,,-94.0,
12.8482,,,,-79.0
13.0497,,,-93.0,
13.0541,,,,-75.0
13.0969,-89.0,,,
13.2808,,,,-75.0
13.3127,-88.0,,,
13.344,,-96.0,,
13.5139,-91.0,,,
13.6575,,,-90.0,
13.9175,-92.0,,,
14.1002,,,,-77.0
14.1157,-90.0,,,
14.2958,,,,-87.0
14.4912,,,,-90.0
14.7069,,,,-74.0
14.7237,-91.0,,,
14.8984,,,,-74.0
15.0996,,,,-81.0
15.3128,,,,-80.0
15.3488,-99.0,,,
15.568,-83.0,,,
15.9335,,,,-74.0
15.963,-91.0,,,
16.5303,,,,-74.0
16.7323,,,,-70.0
17.3566,,,,-79.0
17.3891,-88.0,,,
17.5528,,,,-72.0
17.7573,,,,-76.0
17.9631,,,,-79.0
17.9676,,,-95.0,
18.0469,,-90.0,,
18.1628,,,,-71.0
18.2163,-89.0,,,
18.3822,,,,-79.0
18.4844,,-91.0,,
18.575,,,,-76.0
18.6627,,-96.0,,
18.7842,,,,-92.0
18.7871,,,-95.0,
18.8623,,-92.0,,
19.2,,,,-83.0
19.6051,,,,-79.0
19.6795,,-88.0,,
20.2137,,,,-75.0
20.2904,,-93.0,,
20.4225,,,,-75.0
21.0317,,,,-73.0
21.092,-89.0,,,
21.1293,,-89.0,,
21.2947,-89.0,,,
21.5068,-90.0,,,
21.6462,,,-96.0,
21.6491,,,,-81.0
21.6987,-91.0,,,
21.8416,,,,-72.0
21.9323,,-91.0,,
22.0574,,,,-69.0
22.1083,-96.0,,,
22.1345,,-86.0,,
22.2628,,,,-67.0
22.3179,-91.0,,,
22.4621,,,,-69.0
22.5287,-90.0,,,
22.5472,,-92.0,,
22.6672,,,,-82.0
22.7757,,-93.0,,
22.8985,,,,-85.0
22.9615,-90.0,,,
23.0996,,,,-78.0
23.3118,,,,-71.0
23.3759,,-93.0,,
23.5018,,,,-73.0
23.7745,,-95.0,,
23.9648,,,,-80.0
24.1107,,,,-79.0
24.1827,,-91.0,,
24.7326,,,,-81.0
25.1595,,,,-76.0
25.2041,,-93.0,,
25.3495,,,,-73.0
25.409,-91.0,,,
25.5767,,,-91.0,
25.5955,,,,-82.0
25.6337,-92.0,,,
25.6513,,-89.0,,
25.8173,-87.0,,,
25.853,,-97.0,,
25.9513,,,-93.0,
25.9588,,,,-76.0
26.0342,,-90.0,,
26.1705,,,,-81.0
26.7816,,,-90.0,
27.1769,,,-96.0,
27.198,,,,-73.0
27.4409,-89.0,,,
27.8241,,,,-73.0
28.4738,-92.0,,,
28.9351,-89.0,,,
29.7103,,-91.0,,
29.8335,,,,-77.0
29.9259,-92.0,,,
30.054,,,,-75.0
30.2585,,,,-76.0
30.3407,,-92.0,,
30.4586,,,,-80.0
30.5361,-93.0,,,
30.672,,,,-80.0
30.728,,-95.0,,
31.1241,,-91.0,,
31.1399,-95.0,,,
31.3486,-91.0,,,
32.5354,,,,-77.0
33.1499,,,,-81.0
33.2063,-91.0,,,
33.3334,,,,-86.0
34.4051,,-89.0,,
35.3863,,,,-88.0
35.4552,-89.0,,,
36.6423,,,,-83.0
36.6775,,-89.0,,
36.8477,,,,-78.0
36.8707,,-89.0,,
36.8884,-89.0,,,
36.987,,,-97.0,
37.0232,,,,-78.0
37.2287,,,,-72.0
37.2961,-99.0,,,
37.4369,,,,-74.0
37.6414,,,,-86.0
37.9187,-92.0,,,
38.0598,,,,-78.0
38.0998,,-86.0,,
38.153,-91.0,,,
38.4387,,,,-75.0
39.308,,-85.0,,
40.2955,,,,-79.0
40.5503,,-95.0,,
41.1528,,-90.0,,
41.3535,,-88.0,,
41.4049,-89.0,,,
41.5164,,,,-78.0
41.5592,,-89.0,,
41.7199,,,,-76.0
41.7652,,-91.0,,
41.9418,,,,-77.0
41.9811,,-90.0,,
42.4144,-87.0,,,
42.5512,,,,-78.0
42.5988,,-87.0,,
42.6151,-89.0,,,
42.9609,,,,-76.0
43.0105,,-96.0,,
43.4492,-92.0,,,
43.8465,-90.0,,,
44.4792,-88.0,,,
44.8155,,,,-78.0
44.8512,,-95.0,,
45.0015,,,,-78.0
45.1955,,,,-78.0
45.2313,,-86.0,,
45.4493,,-88.0,,
45.5171,-87.0,,,
45.5992,,,-97.0,
45.6161,,,,-80.0
45.673,,-88.0,,
45.7041,-87.0,,,
45.8109,,,,-75.0
45.8517,,-92.0,,
46.0282,,,,-75.0
46.0456,,-91.0,,
46.2544,,-85.0,,
46.4823,,,,-79.0
46.5162,-87.0,,,
46.6485,,,,-79.0
46.7265,-88.0,,,
46.8765,,-92.0,,
47.0812,,-93.0,,
47.3094,,-87.0,,
47.4508,,,,-81.0
48.4716,,,,-73.0
48.6706,,,,-75.0
