AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.0438,263.9115,-1.18992,8.6287,3.16992
0.0457,263.9315,-2.41336,9.07163,5.02064
0.0475,263.9516,-2.9712,10.02452,5.72693
0.0555,263.9715,-2.19069,8.91122,6.82108
0.075,263.9915,-0.62249,7.33344,6.10761
0.1013,264.0116,-0.38068,8.27436,4.9153
0.1218,264.0315,-2.6408,7.93438,4.19943
0.1381,264.0515,-5.72454,7.69736,6.9791
0.1542,264.0716,-4.89135,9.21528,6.84023
0.1741,264.0915,-4.80995,11.00854,6.90248
0.1951,264.1115,-5.81552,10.25197,7.22091
0.2142,264.1315,-5.60004,8.47308,14.35324
0.2342,264.1515,-6.46434,5.28879,14.55914
0.2583,264.1715,-6.01423,4.92727,16.34521
0.2743,264.1915,-2.17872,4.07254,13.15853
0.2945,264.2114,0.0814,4.09169,6.62715
0.3142,264.2315,-0.70629,3.03585,2.54743
0.3341,264.2515,-1.41497,1.42694,2.93769
0.354,264.2715,0.33998,0.84036,4.01268
0.3744,264.2915,3.0574,1.64003,4.07254
0.3972,264.3115,5.19063,2.75812,3.60088
0.4162,264.3315,6.0717,3.52666,2.59771
0.4355,264.3515,6.48589,4.12042,2.47082
0.454,264.3715,6.70855,4.29041,3.63919
0.4742,264.3916,6.75883,5.00388,4.75249
0.494,264.4115,7.78355,7.18021,4.51546
0.5169,264.4315,9.29669,8.85855,3.72298
0.5366,264.4516,8.54012,9.30866,3.16992
0.5545,264.4715,7.434,10.26634,3.8403
0.5802,264.4915,6.4404,12.23676,8.44674
0.597,264.5116,6.31351,14.11861,10.32859
0.6171,264.5315,5.70299,14.59266,7.21373
0.634,264.5515,5.34386,14.70279,7.3502
0.6539,264.5716,4.73813,15.06432,9.55765
0.6739,264.5915,3.87861,14.75068,8.73644
0.694,264.6115,3.97198,13.95101,7.29513
0.7152,264.6315,4.44843,13.56315,6.11719
0.7345,264.6515,4.20422,12.46182,5.99029
0.7539,264.6715,3.41653,10.66856,5.21936
0.7767,264.6916,1.30005,8.34379,4.9943
0.7945,264.7115,-0.03591,6.34224,7.07008
