AppTimestamp(s),MAC,Frequency,RSSI
3.0114,20:23:00:00:00:73,2437,-50
3.0114,20:23:00:00:00:90,2437,-55
3.0114,20:23:00:00:00:01,2437,-62
3.0114,20:23:00:00:00:09,5200,-67
3.0114,20:23:00:00:00:55,2427,-67
3.0114,20:23:00:00:00:12,2417,-68
3.0114,20:23:00:00:00:44,2462,-68
3.0114,20:23:00:00:00:15,2452,-71
3.0114,20:23:00:00:00:65,2437,-73
3.0114,20:23:00:00:00:69,2422,-78
3.0114,20:23:00:00:00:80,5220,-79
3.0114,20:23:00:00:00:79,5220,-79
3.0114,20:23:00:00:00:45,2412,-79
3.0114,20:23:00:00:00:46,2462,-82
3.0114,20:23:00:00:01:81,2462,-85
3.0114,20:23:00:00:00:88,2462,-87
6.968,20:23:00:00:00:73,2437,-53
6.968,20:23:00:00:00:90,2437,-55
6.968,20:23:00:00:00:01,2437,-58
6.968,20:23:00:00:00:12,2417,-66
6.968,20:23:00:00:00:09,5200,-67
6.968,20:23:00:00:00:82,2462,-71
6.968,20:23:00:00:00:44,2462,-71
6.968,20:23:00:00:00:55,2427,-72
6.968,20:23:00:00:00:15,2452,-73
6.968,20:23:00:00:00:45,2412,-74
6.968,20:23:00:00:00:65,2437,-77
6.968,20:23:00:00:00:79,5220,-81
6.968,20:23:00:00:00:80,5220,-82
6.968,20:23:00:00:00:88,2462,-85
6.968,20:23:00:00:01:82,2462,-88
6.968,20:23:00:00:02:09,2442,-90
6.968,20:23:00:00:00:38,2457,-90
6.968,20:23:00:00:02:11,2442,-91
10.9802,20:23:00:00:00:73,2437,-53
10.9802,20:23:00:00:00:90,2437,-60
10.9802,20:23:00:00:00:55,2427,-65
10.9802,20:23:00:00:00:01,2437,-66
10.9802,20:23:00:00:00:12,2417,-66
10.9802,20:23:00:00:00:09,5200,-67
10.9802,20:23:00:00:00:15,2452,-69
10.9802,20:23:00:00:00:44,2462,-71
10.9802,20:23:00:00:00:82,2462,-72
10.9802,20:23:00:00:00:65,2437,-73
10.9802,20:23:00:00:00:69,2422,-77
10.9802,20:23:00:00:00:45,2412,-78
10.9802,20:23:00:00:00:79,5220,-81
10.9802,20:23:00:00:00:80,5220,-82
10.9802,20:23:00:00:00:38,2457,-84
10.9802,20:23:00:00:00:88,2462,-85
14.957,20:23:00:00:00:73,2437,-50
14.957,20:23:00:00:00:90,2437,-56
14.957,20:23:00:00:00:01,2437,-58
14.957,20:23:00:00:00:12,2417,-63
14.957,20:23:00:00:00:55,2427,-66
14.957,20:23:00:00:00:09,5200,-67
14.957,20:23:00:00:00:82,2462,-67
14.957,20:23:00:00:00:44,2462,-67
14.957,20:23:00:00:00:65,2437,-69
14.957,20:23:00:00:00:15,2452,-69
14.957,20:23:00:00:00:45,2412,-77
14.957,20:23:00:00:00:69,2422,-78
14.957,20:23:00:00:01:71,2462,-78
14.957,20:23:00:00:00:80,5220,-79
14.957,20:23:00:00:00:79,5220,-79
14.957,20:23:00:00:00:88,2462,-85
14.957,20:23:00:00:01:59,2412,-92
18.9783,20:23:00:00:00:73,2437,-52
18.9783,20:23:00:00:00:01,2437,-57
18.9783,20:23:00:00:00:90,2437,-60
18.9783,20:23:00:00:00:12,2417,-62
18.9783,20:23:00:00:00:09,5200,-64
18.9783,20:23:00:00:00:65,2437,-65
18.9783,20:23:00:00:00:55,2427,-66
18.9783,20:23:00:00:00:44,2462,-68
18.9783,20:23:00:00:00:82,2462,-70
18.9783,20:23:00:00:00:15,2452,-71
18.9783,20:23:00:00:00:69,2422,-75
18.9783,20:23:00:00:00:80,5220,-79
18.9783,20:23:00:00:00:79,5220,-79
18.9783,20:23:00:00:00:45,2412,-79
18.9783,20:23:00:00:01:71,2462,-85
18.9783,20:23:00:00:00:38,2457,-86
18.9783,20:23:00:00:00:88,2462,-87
18.9783,20:23:00:00:00:46,2462,-87
22.9818,20:23:00:00:00:73,2437,-55
22.9818,20:23:00:00:00:01,2437,-57
22.9818,20:23:00:00:00:12,2417,-66
22.9818,20:23:00:00:00:55,2427,-66
22.9818,20:23:00:00:00:09,5200,-67
22.9818,20:23:00:00:00:65,2437,-69
22.9818,20:23:00:00:00:44,2462,-69
22.9818,20:23:00:00:00:82,2462,-71
22.9818,20:23:00:00:00:90,2437,-75
22.9818,20:23:00:00:00:45,2412,-75
22.9818,20:23:00:00:00:69,2422,-79
22.9818,20:23:00:00:00:80,5220,-79
22.9818,20:23:00:00:00:79,5220,-80
22.9818,20:23:00:00:00:15,2452,-82
22.9818,20:23:00:00:00:88,2462,-86
22.9818,20:23:00:00:00:46,2462,-89
26.9976,20:23:00:00:00:73,2437,-55
26.9976,20:23:00:00:00:90,2437,-56
26.9976,20:23:00:00:00:01,2437,-58
26.9976,20:23:00:00:00:09,5200,-67
26.9976,20:23:00:00:00:12,2417,-67
26.9976,20:23:00:00:00:55,2427,-71
26.9976,20:23:00:00:00:65,2437,-73
26.9976,20:23:00:00:00:15,2452,-73
26.9976,20:23:00:00:00:82,2462,-75
26.9976,20:23:00:00:00:44,2462,-76
26.9976,20:23:00:00:00:45,2412,-77
26.9976,20:23:00:00:00:80,5220,-82
26.9976,20:23:00:00:00:79,5220,-82
30.9984,20:23:00:00:00:73,2437,-51
30.9984,20:23:00:00:00:90,2437,-53
30.9984,20:23:00:00:00:01,2437,-54
30.9984,20:23:00:00:00:12,2417,-71
30.9984,20:23:00:00:00:55,2427,-71
30.9984,20:23:00:00:00:09,5200,-72
30.9984,20:23:00:00:00:44,2462,-72
30.9984,20:23:00:00:00:82,2462,-73
30.9984,20:23:00:00:00:65,2437,-76
30.9984,20:23:00:00:00:69,2422,-76
30.9984,20:23:00:00:00:15,2452,-77
30.9984,20:23:00:00:00:80,5220,-82
30.9984,20:23:00:00:00:79,5220,-82
30.9984,20:23:00:00:01:74,5500,-86
30.9984,20:23:00:00:01:71,2462,-88
30.9984,20:23:00:00:00:38,2457,-89
35.0084,20:23:00:00:00:73,2437,-52
35.0084,20:23:00:00:00:90,2437,-52
35.0084,20:23:00:00:00:01,2437,-54
35.0084,20:23:00:00:00:12,2417,-67
35.0084,20:23:00:00:00:55,2427,-67
35.0084,20:23:00:00:00:09,5200,-72
35.0084,20:23:00:00:00:44,2462,-72
35.0084,20:23:00:00:00:82,2462,-73
35.0084,20:23:00:00:00:45,2412,-75
35.0084,20:23:00:00:00:65,2437,-76
35.0084,20:23:00:00:00:80,5220,-79
35.0084,20:23:00:00:00:79,5220,-79
35.0084,20:23:00:00:00:15,2452,-81
35.0084,20:23:00:00:00:38,2457,-90
35.0084,20:23:00:00:00:89,2452,-93
38.9841,20:23:00:00:00:01,2437,-51
38.9841,20:23:00:00:00:73,2437,-51
38.9841,20:23:00:00:00:90,2437,-52
38.9841,20:23:00:00:00:55,2427,-64
38.9841,20:23:00:00:00:09,5200,-68
38.9841,20:23:00:00:00:44,2462,-72
38.9841,20:23:00:00:00:82,2462,-74
38.9841,20:23:00:00:00:12,2417,-74
38.9841,20:23:00:00:00:45,2412,-74
38.9841,20:23:00:00:00:15,2452,-75
38.9841,20:23:00:00:00:79,5220,-82
