AppTimestamp(s),Latitude_degrees,Longitude_degrees
61.4126,49.46108781,11.11083248
67.3105,49.46107372,11.11077433
73.7055,49.46105793,11.11070973
80.9604,49.46110224,11.11066878
89.6114,49.461172,11.11062859
98.3891,49.46114717,11.11052686
106.0071,49.46110144,11.11055322
142.5464,49.46110144,11.11055322
149.7121,49.46114717,11.11052686
159.7108,49.461172,11.11062859
169.0501,49.46110224,11.11066878
175.2183,49.46105793,11.11070973
181.2889,49.46107372,11.11077433
186.0063,49.46108781,11.11083248
