AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0698,5523.278,7.2,-5.6,-18.3
0.0785,5523.298,7.1,-5.8,-18.3
0.0848,5523.318,7.2,-6,-18.2
0.0896,5523.338,7.2,-6.1,-18.3
0.0928,5523.358,7.2,-6.2,-18.1
0.0965,5523.378,7.3,-6.3,-18.2
0.1333,5523.398,7.3,-6.4,-18.3
0.164,5523.418,7.2,-6.5,-18.4
0.1669,5523.438,7.3,-6.6,-18.5
0.1768,5523.458,7.2,-6.6,-18.4
0.2036,5523.478,7.1,-6.7,-18.5
0.2142,5523.498,7,-6.8,-18.5
0.2317,5523.518,6.9,-6.9,-18.5
0.2538,5523.538,6.8,-7,-18.4
0.2727,5523.5579,6.7,-7.1,-18.4
0.2907,5523.5779,6.5,-7.2,-18.5
0.3144,5523.5979,6.3,-7.3,-18.5
0.3375,5523.6179,6.1,-7.4,-18.6
0.3532,5523.6379,5.9,-7.5,-18.5
0.3716,5523.6579,5.7,-7.7,-18.4
0.3919,5523.6779,5.3,-7.9,-18.4
0.4114,5523.6979,5,-8,-18.4
0.4318,5523.7179,4.7,-8.1,-18.3
0.4539,5523.7379,4.4,-8.1,-18.2
0.4734,5523.7579,4,-8,-18.2
0.4982,5523.7779,3.7,-8,-18.2
0.5196,5523.7979,3.4,-7.9,-18.3
0.539,5523.8179,3.2,-7.9,-18.2
0.5554,5523.8379,3,-7.9,-18.2
0.5738,5523.8579,2.9,-7.9,-18.1
0.601,5523.8779,2.8,-7.9,-18
0.6123,5523.8979,2.7,-7.9,-17.9
0.6383,5523.9179,2.8,-7.9,-17.7
0.6559,5523.9379,2.8,-7.9,-17.6
0.6724,5523.9579,2.9,-7.9,-17.5
0.6961,5523.9778,3.1,-7.9,-17.4
0.7118,5523.9978,3.4,-7.8,-17.2
0.7651,5524.0178,3.7,-7.7,-17
0.7692,5524.0378,4,-7.7,-16.9
0.7712,5524.0578,4.5,-7.6,-16.8
0.7908,5524.0778,5,-7.5,-16.7
0.8123,5524.0978,5.3,-7.4,-16.6
0.8305,5524.1178,5.7,-7.2,-16.6
0.8518,5524.1378,6.1,-6.9,-16.5
0.874,5524.1578,6.3,-6.7,-16.5
0.8927,5524.1778,6.5,-6.4,-16.5
0.9131,5524.1978,6.7,-6.2,-16.6
0.9348,5524.2178,6.7,-6,-16.7
0.9535,5524.2378,6.6,-5.9,-16.9
0.9729,5524.2578,6.6,-5.8,-17.1
0.9976,5524.2778,6.4,-5.6,-17.2
1.0152,5524.2978,6,-5.7,-17.4
1.043,5524.3178,5.7,-5.8,-17.5
1.0725,5524.3378,4.6,-6.5,-17.7
1.0768,5524.3578,3.5,-7.6,-17.2
1.1004,5524.3777,3,-8.5,-17.5
1.1214,5524.3977,1.8,-9.3,-16.6
1.1514,5524.4177,1.1,-10.5,-16.9
1.1531,5524.4377,1.2,-10.8,-16.7
1.1741,5524.4577,0.8,-11.5,-17.1
1.1942,5524.4777,0.8,-11.4,-16.9
1.2107,5524.4977,0.7,-11.6,-16.4
1.2321,5524.5177,0.5,-11.3,-16.8
1.2502,5524.5377,0.4,-11.5,-16.8
1.2711,5524.5577,0.2,-11.8,-17
1.2925,5524.5777,0,-12.1,-17
1.3116,5524.5977,-0.1,-12.3,-17
1.334,5524.6177,-0.2,-12.4,-17.1
1.3533,5524.6377,-0.3,-12.2,-17.2
1.3716,5524.6577,-0.3,-12,-17.5
1.3958,5524.6777,-0.1,-10.8,-18.3
1.4136,5524.6977,-0.2,-9.4,-18.7
1.4313,5524.7177,0,-8.2,-19.2
1.452,5524.7377,0,-7.5,-19.2
1.4734,5524.7577,0.2,-7.2,-18.7
1.4958,5524.7777,1,-6.6,-19.7
1.5152,5524.7976,1,-6.5,-19.3
1.5327,5524.8176,0.9,-6.6,-19
1.5548,5524.8376,0.7,-6.6,-19
1.5772,5524.8576,0.8,-6.5,-19.5
1.5934,5524.8776,1,-6.1,-19.5
1.6135,5524.8976,1.3,-5.9,-19.3
1.631,5524.9176,1.4,-5.8,-19.3
1.6528,5524.9376,1.6,-5.8,-19.1
1.6706,5524.9576,1.9,-5.9,-18.9
1.6923,5524.9776,2.2,-6.2,-18.5
1.7128,5524.9976,2.5,-6.5,-18.1
1.7303,5525.0176,2.9,-6.8,-17.8
1.7509,5525.0376,3.3,-7.1,-17.6
1.7754,5525.0576,3.8,-7.3,-17.2
1.7923,5525.0776,4.4,-7.6,-17
1.8153,5525.0976,5.1,-7.7,-16.6
1.8329,5525.1176,6.2,-7.8,-16.6
1.8502,5525.1376,6.6,-7.9,-16
1.8702,5525.1576,7.2,-7.9,-15.3
1.8925,5525.1776,7.5,-8,-15.6
1.9105,5525.1976,7.7,-8.1,-15.6
1.9349,5525.2175,7.9,-8.1,-15.5
1.9528,5525.2375,8.3,-8.1,-15.4
1.9744,5525.2575,8.6,-7.8,-15.1
1.9953,5525.2775,8.9,-7.6,-15.3
2.0166,5525.2975,9.1,-7.4,-15.4
2.0436,5525.3175,9.2,-7.1,-15.4
2.0519,5525.3375,9.2,-6.9,-15.5
2.1135,5525.3575,9.1,-6.7,-15.6
2.1235,5525.3775,8.9,-6.6,-15.7
2.1255,5525.3975,8.6,-6.7,-15.9
2.1368,5525.4175,8.1,-6.7,-16
2.1513,5525.4375,7.7,-6.9,-16.1
2.1742,5525.4575,7.2,-7,-16.3
2.1938,5525.4775,6.3,-7.2,-16.4
2.2117,5525.4976,5.1,-7.9,-16.6
