AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04
0.1541,,,-91.0,
1.561,,,-94.0,
1.7863,,,-89.0,
1.9737,,,-97.0,
3.5977,,,-98.0,
3.7968,,,-91.0,
5.6525,,,-92.0,
5.8504,,,-93.0,
6.0906,,,-92.0,
7.5975,,,,-99.0
7.6873,,,-93.0,
7.8822,,,-88.0,
7.9793,,,,-99.0
8.0958,,,-96.0,
9.7376,,,-97.0,
9.8211,,,,-99.0
9.9317,,,-93.0,
11.5855,,,-93.0,
11.7858,,,-97.0,
11.9944,,,-89.0,
12.617,,,-87.0,
13.6206,,,-91.0,
13.8139,,,-97.0,
15.6865,,,-90.0,
15.7562,,,,-101.0
15.8863,,,-90.0,
16.0942,,,-84.0,
17.5164,,,-85.0,
17.7151,,,-94.0,
17.9248,,,-86.0,
18.0012,,,,-99.0
18.1266,,,-90.0,
19.8028,,,-95.0,
19.8698,,,,-96.0
19.9777,,,-82.0,
21.5312,,,,-100.0
21.6457,,,-86.0,
21.8296,,,-96.0,
22.067,,,-90.0,
23.8828,,,-90.0,
24.1014,,,-89.0,
25.5208,,,-87.0,
25.7224,,,-88.0,
25.9322,,,-99.0,
26.1263,,,-87.0,
27.5607,,,-85.0,
27.7736,,,-83.0,
29.6137,,,-96.0,
29.8199,,,-93.0,
30.0317,,,-85.0,
31.8725,,,-85.0,
33.4835,,,-99.0,
33.691,,,-97.0,
33.9055,,,-87.0,
35.5729,,,-94.0,
35.748,,,-87.0,
36.1504,,,-86.0,
37.6,,,-90.0,
37.7894,,,-93.0,
37.9995,,,-90.0,
39.6447,,,-87.0,
39.8474,,,-91.0,
40.0485,,,-86.0,
41.4992,,,-87.0,
41.6966,,,-93.0,
41.8931,,,-90.0,
42.1155,,,-92.0,
43.5843,,,-90.0,
43.749,,,-89.0,
43.9713,,,-85.0,
45.5858,,,-88.0,
45.8025,,,-85.0,
47.6575,,,-89.0,
47.8514,,,-96.0,
48.055,,,-89.0,
49.4991,,,-89.0,
49.7015,,,-85.0,
49.8987,,,-90.0,
50.105,,,-85.0,
51.5694,,,-85.0,
51.735,,,-90.0,
52.1518,,,-86.0,
53.5891,,,-90.0,
53.7942,,,-89.0,
54.0243,,,-86.0,
54.0987,,,,-100.0
55.6407,,,-90.0,
55.8426,,,-86.0,
56.0511,,,-90.0,
57.4946,,,-90.0,
57.7035,,,-88.0,
57.9001,,,-90.0,
58.1332,,,-89.0,
59.5637,,,-88.0,
59.7665,,,-85.0,
59.9598,,,-88.0,
60.175,,,-85.0,
61.6254,,,-81.0,
61.8043,,,-90.0,
62.0334,,,-92.0,
62.2261,,,-89.0,
63.6476,,,-88.0,
63.7032,,,,-96.0
63.8675,,,-88.0,
64.0731,,,-92.0,
65.7002,,,-93.0,
66.1532,,,,-98.0
67.7631,,,-86.0,
67.7927,,,,-95.0
67.9408,,,-79.0,
67.9853,,,,-88.0
69.243,,,,-94.0
69.5945,,,-85.0,
69.6376,,,,-95.0
69.7823,,,-82.0,
69.9933,,,-90.0,
71.6666,,,-82.0,
71.6849,,,,-93.0
71.8359,,,-81.0,
72.07,,,-86.0,
73.5235,,,,-90.0
73.711,,,-71.0,
73.7542,,,,-94.0
73.9255,,,-79.0,
73.941,,,,-87.0
74.1071,,,-70.0,
74.1309,,,,-95.0
75.5268,,,-74.0,
75.5818,,,,-98.0
75.75,,,-70.0,
75.9355,,,-76.0,
75.9757,,,,-87.0
76.1612,,,-70.0,
76.1895,,,,-92.0
77.5669,,,-74.0,
77.625,,,,-88.0
77.9793,,,-77.0,
78.0265,,,,-88.0
79.4268,,,-92.0,
79.6339,,,-82.0,
79.6676,,,,-89.0
79.8198,,,-85.0,
79.8634,,,,-87.0
80.0374,,,-83.0,
80.0849,,,,-79.0
80.4775,,,,-84.0
81.6897,,,-83.0,
81.713,,,,-94.0
81.8616,,,-90.0,
81.9061,,,,-84.0
82.0748,,,-95.0,
82.1182,,,,-88.0
83.523,,,-90.0,
83.5509,,,,-91.0
83.7088,,,-83.0,
83.9064,,,-88.0,
83.9491,,,,-91.0
84.1122,,,-93.0,
84.1492,,,,-90.0
85.5523,,,-91.0,
85.9532,,,-89.0,
86.0379,,,,-94.0
86.1532,,,-83.0,
87.2549,,,,-88.0
87.5959,,,-87.0,
87.8621,,,,-93.0
88.0162,,,-91.0,
89.5012,,,,-98.0
89.6428,,,-88.0,
89.8361,,,-95.0,
89.922,,-101.0,,
90.1081,,,,-98.0
91.4963,,,-96.0,
91.5427,,-96.0,,
91.6956,,,-99.0,
91.73,,,,-96.0
91.9058,,,-92.0,
91.9287,,,,-92.0
93.5541,,,-92.0,
93.9942,,,,-100.0
94.0046,,-95.0,,
95.6334,,,-93.0,
95.8411,,-95.0,,
96.0281,,,-96.0,
96.6544,,-96.0,,
96.844,,,-88.0,
97.2506,,,-93.0,
97.279,,-100.0,,
98.0733,,,-95.0,
98.2803,,,-97.0,
100.1128,,,-97.0,
100.1622,,-99.0,,
100.3255,,,-99.0,
101.7563,,,-97.0,
101.8019,,-102.0,,
102.3602,,,-95.0,
102.5872,,,-92.0,
104.039,,-100.0,,
104.2675,,-97.0,,
105.8464,,,-95.0,
105.8694,,-100.0,,
106.0758,,-94.0,,
106.2628,,,-96.0,
106.2811,,-100.0,,
107.706,,,-96.0,
107.7137,,-98.0,,
107.9216,,-96.0,,
108.3307,,-95.0,,
109.5555,,-91.0,,
109.7799,,-88.0,,
110.1788,,-92.0,,
110.3961,,-96.0,,
111.6342,,-94.0,,
111.8353,,-89.0,,
112.0668,,-86.0,,
113.4757,,-87.0,,
113.7066,,-89.0,,
113.881,,-85.0,,
115.7189,,-84.0,,
115.92,,-98.0,,
116.3302,,-91.0,,
117.9586,,-80.0,,
118.1749,,-85.0,,
118.3785,,-90.0,,
119.214,,-92.0,,
119.6062,,-84.0,,
119.8138,,-88.0,,
120.0197,,-93.0,,
120.2191,,-81.0,,
120.4397,,-84.0,,
121.457,,-83.0,,
121.5106,-99.0,,,
121.6821,,-88.0,,
121.8619,,-83.0,,
122.074,,-86.0,,
122.2723,,-88.0,,
123.137,,-87.0,,
123.5598,-96.0,,,
123.7356,,-82.0,,
123.9184,,-91.0,,
124.1373,,-78.0,,
124.1658,-99.0,,,
124.3415,,-87.0,,
124.5305,,-82.0,,
124.5759,-97.0,,,
124.7389,,-89.0,,
124.9646,,-78.0,,
124.9872,-96.0,,,
