AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.0421,6013.5905,-1.4629,7.43662,7.17564
0.0441,6013.6105,-1.89387,8.04476,7.43183
0.0459,6013.6306,-2.0902,8.71756,8.42545
0.0576,6013.6506,-1.99204,8.96895,9.50288
0.1189,6013.6706,-2.3847,9.27063,10.01765
0.1234,6013.6906,-3.09819,9.76625,9.98891
0.1244,6013.7107,-3.48128,9.97215,9.97455
0.1457,6013.7307,-3.50282,9.60583,9.81653
0.1578,6013.7507,-3.60817,9.11022,9.45739
0.1746,6013.7708,-3.74704,8.42306,8.95938
0.1999,6013.7908,-3.5986,7.63055,8.47094
0.232,6013.8108,-3.36635,6.91945,7.73351
0.2344,6013.8308,-2.98805,6.21793,6.5675
0.2536,6013.8509,-2.63131,5.49965,5.02079
0.2715,6013.8709,-2.58103,4.72869,3.79493
0.2926,6013.8909,-2.42301,4.29772,3.04552
0.3137,6013.911,-2.03992,3.74704,2.77736
0.3376,6013.931,-1.74782,3.47649,2.98805
0.3518,6013.951,-1.4629,3.56747,3.3041
0.3736,6013.971,-1.4222,3.52916,4.2235
0.393,6013.9911,-1.53952,3.55071,5.10699
0.4118,6014.0111,-1.46051,3.67761,5.74865
0.4379,6014.0311,-0.85954,3.9745,5.99766
0.4514,6014.0511,0.1652,4.3911,5.99048
0.4715,6014.0711,1.27136,4.95375,5.91386
0.497,6014.0911,1.88908,5.45176,5.88752
0.5129,6014.1111,2.10696,5.77739,5.88992
0.5393,6014.1311,2.25541,6.00484,5.66485
0.5544,6014.1511,2.44455,6.20835,5.49965
0.5723,6014.1711,2.77018,6.42384,5.61697
0.5972,6014.1911,3.07904,6.62017,5.69119
0.6159,6014.2111,3.07185,6.90509,5.82048
0.6427,6014.231,3.02397,7.1948,6.00245
0.6613,6014.251,3.012,7.54915,6.11019
0.6738,6014.271,2.99284,7.91308,6.35919
0.6967,6014.291,2.842,8.34165,6.89072
0.7182,6014.311,2.72229,8.6984,7.47732
0.739,6014.331,2.8875,8.92825,7.62577
0.7551,6014.351,2.93059,9.03599,7.60182
0.7723,6014.371,2.73187,9.13895,7.8604
0.795,6014.391,2.59061,9.20359,8.13575
0.8124,6014.411,2.54511,9.14852,8.33447
0.8324,6014.431,2.37991,8.97135,8.5715
0.8543,6014.451,1.94176,8.77502,8.89952
0.8767,6014.471,1.52276,8.5715,9.04078
0.8942,6014.491,1.31925,8.35602,8.97374
0.9185,6014.511,1.28333,8.18842,8.86839
0.9439,6014.531,1.19714,8.00646,8.78938
0.9555,6014.551,1.09658,7.76463,8.66967
0.9758,6014.571,0.94095,7.46056,8.27701
0.9927,6014.591,0.72786,7.17085,7.82928
1.0129,6014.611,0.59857,6.941,7.42704
1.0495,6014.6309,0.44294,6.83565,7.11339
1.0543,6014.6509,0.07662,6.66087,6.80453
1.0724,6014.6709,-0.44534,6.38793,6.40229
1.0958,6014.6909,-0.69913,6.21793,6.25385
1.112,6014.7109,-0.82124,6.1485,6.12456
1.1326,6014.7309,-1.15404,6.0216,5.58584
1.1539,6014.7509,-1.27136,5.88752,4.78137
1.1744,6014.7709,-1.05348,5.84442,4.27139
1.2006,6014.7909,-0.84518,5.79415,3.94816
1.2221,6014.8109,-0.98405,5.66007,3.4286
1.2407,6014.8309,-1.65684,5.52359,2.82046
1.2517,6014.8509,-2.60018,5.38472,2.45174
1.2745,6014.8709,-3.36396,5.25064,2.32005
1.2923,6014.8909,-4.13731,5.19558,2.28893
1.3156,6014.9109,-5.34642,5.21234,2.72468
1.3418,6014.9309,-6.36638,4.98488,3.41424
1.352,6014.9509,-6.87157,4.87235,4.17322
1.3719,6014.9709,-7.22832,5.22431,5.80851
1.4009,6014.9909,-7.85322,5.1429,5.99287
1.4139,6015.0109,-8.87318,5.32487,5.32966
1.434,6015.0309,-8.8229,5.69119,5.80372
1.4536,6015.0508,-8.62897,5.96653,7.55394
1.472,6015.0708,-8.28419,5.92583,8.70079
1.4917,6015.0908,-8.35841,6.00963,8.70319
1.5212,6015.1108,-6.87875,6.41187,9.55316
1.5341,6015.1308,-5.61936,6.24187,10.5372
1.5732,6015.1508,-5.79654,5.92583,10.94184
1.5804,6015.1708,-5.96174,5.66485,11.03761
1.5917,6015.1908,-5.7702,5.57148,10.75987
1.6118,6015.2108,-4.65208,6.04315,11.78941
1.6366,6015.2308,-3.82126,6.20117,12.03363
1.6611,6015.2508,-3.72789,6.45257,10.69283
1.6902,6015.2708,-3.64887,6.76383,9.17007
1.7086,6015.2908,-3.85718,6.66566,8.50925
1.7198,6015.3108,-3.82126,6.25863,8.25307
1.7335,6015.3308,-3.02636,6.04554,8.29856
1.7717,6015.3508,-2.81327,5.53796,7.33606
1.7777,6015.3709,-2.70314,5.07586,6.16047
1.7965,6015.3909,-2.1764,4.84841,4.92263
1.8154,6015.4109,-1.2977,4.49884,4.31927
1.8376,6015.431,-0.5866,4.03675,4.43899
1.8525,6015.451,-0.65364,3.42621,5.46134
1.8808,6015.471,-0.47885,2.73905,6.37117
1.8935,6015.491,0.28971,2.36315,7.15649
1.914,6015.5111,0.97926,2.31048,7.66407
1.9423,6015.5311,1.2977,2.01598,7.49887
1.9591,6015.5511,1.42699,1.69754,6.79735
1.9794,6015.5712,2.14048,1.49403,6.41666
1.9991,6015.5912,3.261,1.60895,6.6896
2.0132,6015.6112,4.06787,1.90105,7.38634
2.0381,6015.6312,4.63532,2.25301,8.26264
2.0604,6015.6513,4.8077,2.87792,8.7822
2.0875,6015.6713,4.767,3.44297,8.62897
2.0956,6015.6913,4.83404,3.82126,7.99209
2.1193,6015.7114,4.79094,4.11815,7.09902
2.1408,6015.7314,5.14051,4.53476,6.21793
2.1533,6015.7514,5.88752,5.07586,5.82288
2.2142,6015.7714,6.42144,5.63612,6.33046
2.2174,6015.7915,6.67284,6.11498,7.02241
2.2191,6015.8115,6.74228,6.5244,7.25465
2.2359,6015.8315,6.5675,6.59383,7.39113
2.2529,6015.8516,5.96653,6.46215,7.2331
2.272,6015.8716,5.34163,6.43342,7.13494
2.2954,6015.8916,5.16206,6.53158,7.82449
2.3127,6015.9116,5.62894,6.45018,8.74868
2.3342,6015.9316,6.45497,5.9785,9.34964
2.3547,6015.9516,6.84523,5.51162,9.60344
2.3733,6015.9716,6.941,5.22431,9.89554
2.3929,6015.9916,6.85241,4.86756,10.70959
2.415,6016.0116,6.06709,4.35758,12.05996
2.4375,6016.0316,4.81249,3.81647,13.12781
2.4581,6016.0516,3.56986,3.10059,13.28104
2.4755,6016.0716,2.49483,2.60737,12.31615
2.4929,6016.0916,1.78373,2.35357,10.64734
2.5138,6016.1116,0.668,2.33921,8.78699
2.5395,6016.1316,-0.86194,1.7143,7.72872
2.5547,6016.1516,-2.59539,0.78532,6.68003
2.574,6016.1716,-4.41504,0.22027,5.50444
2.5947,6016.1916,-6.11977,-0.46928,4.66644
2.6129,6016.2116,-8.17166,-1.23545,4.27618
2.6354,6016.2316,-9.72076,-1.39826,4.43899
2.6579,6016.2516,-9.79258,-0.62491,5.43022
2.6739,6016.2715,-9.08388,-0.03352,6.33525
2.6916,6016.2915,-8.55714,-0.48843,5.29853
2.7182,6016.3115,-9.64174,0.38548,3.64169
2.7402,6016.3315,-9.1174,0.84039,5.74865
2.7598,6016.3515,-7.59703,0.77814,8.35841
2.7776,6016.3715,-6.96016,1.02954,8.83966
2.7937,6016.3915,-6.82608,1.1301,9.28979
2.8124,6016.4115,-7.71675,1.15643,10.25947
2.8399,6016.4315,-8.04716,1.35995,10.81973
2.8578,6016.4515,-7.72154,1.45093,11.02564
2.8723,6016.4715,-6.66087,1.76458,10.7886
2.8948,6016.4915,-6.00484,2.35836,10.39355
2.9132,6016.5115,-5.32008,2.97848,10.19961
2.9393,6016.5315,-5.20037,3.21791,10.05595
2.9567,6016.5515,-5.26501,3.17241,9.81413
2.975,6016.5715,-4.94897,3.11735,9.7854
2.9956,6016.5915,-4.19238,2.92102,9.76385
3.0241,6016.6115,-2.842,2.74863,9.89554
3.0429,6016.6315,-0.66321,3.12932,9.69442
3.0632,6016.6515,1.27854,3.64169,9.35204
3.0786,6016.6714,2.49962,3.75901,9.4095
3.1034,6016.6914,3.23227,3.85718,9.33288
3.1149,6016.7114,3.38311,3.69676,8.89952
3.146,6016.7314,2.97608,3.72549,8.12138
3.1619,6016.7514,2.95214,3.55789,7.12776
3.1755,6016.7714,2.89468,3.44536,6.23948
3.2029,6016.7914,2.72229,3.88112,5.66485
3.2146,6016.8114,2.43737,3.91943,5.67922
3.2347,6016.8314,1.6736,3.59381,5.57627
3.2539,6016.8514,1.68078,2.91383,5.36078
3.2768,6016.8714,2.74623,2.64567,5.15727
3.2943,6016.8914,4.03914,2.62173,5.00403
3.3171,6016.9114,4.74066,2.19316,4.70954
3.344,6016.9314,4.79094,1.43656,4.69757
3.3614,6016.9514,5.33923,0.6273,4.63053
3.3822,6016.9714,6.72791,-0.10774,4.94657
3.3943,6016.9914,8.52601,-0.39266,5.84203
3.4167,6017.0114,9.61062,-0.36632,6.5244
3.4447,6017.0314,9.42147,-0.52674,6.22033
3.4581,6017.0514,9.46936,-0.97686,5.2674
3.4727,6017.0714,10.12539,-1.47727,4.30012
3.4971,6017.0914,9.67287,-1.95373,3.42621
3.5134,6017.1113,9.50767,-2.18837,2.91862
3.5375,6017.1313,10.14694,-2.7199,2.77975
3.5665,6017.1513,10.38636,-2.97369,2.5092
3.5745,6017.1713,10.55157,-3.21791,2.13809
3.6001,6017.1913,10.86761,-3.70155,1.71909
