AppTimestamp(s),MAC,Frequency,RSSI
0.2007,20:23:00:00:00:15,2452,-57
0.2007,20:23:00:00:00:79,5220,-61
0.2007,20:23:00:00:00:80,5220,-61
0.2007,20:23:00:00:00:44,2462,-64
0.2007,20:23:00:00:00:01,2437,-66
0.2007,20:23:00:00:00:55,2427,-69
0.2007,20:23:00:00:00:82,2462,-69
0.2007,20:23:00:00:00:88,2462,-70
0.2007,20:23:00:00:00:45,2412,-71
0.2007,20:23:00:00:00:73,2437,-73
0.2007,20:23:00:00:00:65,2437,-74
0.2007,20:23:00:00:03:25,2437,-76
0.2007,20:23:00:00:00:09,5200,-81
0.2007,20:23:00:00:00:69,2422,-83
0.2007,20:23:00:00:00:96,2437,-90
0.2007,20:23:00:00:00:90,2437,-91
2.1704,20:23:00:00:00:15,2452,-53
2.1704,20:23:00:00:00:79,5220,-61
2.1704,20:23:00:00:00:80,5220,-62
2.1704,20:23:00:00:00:55,2427,-64
2.1704,20:23:00:00:00:88,2462,-65
2.1704,20:23:00:00:00:44,2462,-68
2.1704,20:23:00:00:00:65,2437,-69
2.1704,20:23:00:00:00:82,2462,-69
2.1704,20:23:00:00:00:73,2437,-72
2.1704,20:23:00:00:00:45,2412,-72
2.1704,20:23:00:00:03:25,2437,-74
2.1704,20:23:00:00:00:01,2437,-75
2.1704,20:23:00:00:00:69,2422,-84
2.1704,20:23:00:00:00:12,2417,-90
2.1704,20:23:00:00:00:90,2437,-92
2.1704,20:23:00:00:00:25,2412,-93
4.1547,20:23:00:00:00:15,2452,-55
4.1547,20:23:00:00:00:79,5220,-63
4.1547,20:23:00:00:00:80,5220,-63
4.1547,20:23:00:00:00:88,2462,-63
4.1547,20:23:00:00:00:55,2427,-64
4.1547,20:23:00:00:00:44,2462,-64
4.1547,20:23:00:00:00:82,2462,-64
4.1547,20:23:00:00:00:01,2437,-72
4.1547,20:23:00:00:00:73,2437,-75
4.1547,20:23:00:00:00:45,2412,-75
4.1547,20:23:00:00:03:25,2437,-77
4.1547,20:23:00:00:00:65,2437,-78
4.1547,20:23:00:00:00:69,2422,-81
4.1547,20:23:00:00:00:09,5200,-83
4.1547,20:23:00:00:01:16,5500,-89
4.1547,20:23:00:00:01:19,5500,-89
