AppTimestamp(s),MAC,RSSI
0.1541,BE:AC:20:23:00:03,-91
1.561,BE:AC:20:23:00:03,-94
1.7863,BE:AC:20:23:00:03,-89
1.9737,BE:AC:20:23:00:03,-97
3.5977,BE:AC:20:23:00:03,-98
3.7968,BE:AC:20:23:00:03,-91
5.6525,BE:AC:20:23:00:03,-92
5.8504,BE:AC:20:23:00:03,-93
6.0906,BE:AC:20:23:00:03,-92
7.5975,BE:AC:20:23:00:04,-99
7.6873,BE:AC:20:23:00:03,-93
7.8822,BE:AC:20:23:00:03,-88
7.9793,BE:AC:20:23:00:04,-99
8.0958,BE:AC:20:23:00:03,-96
9.7376,BE:AC:20:23:00:03,-97
9.8211,BE:AC:20:23:00:04,-99
9.9317,BE:AC:20:23:00:03,-93
11.5855,BE:AC:20:23:00:03,-93
11.7858,BE:AC:20:23:00:03,-97
11.9944,BE:AC:20:23:00:03,-89
12.617,BE:AC:20:23:00:03,-87
13.6206,BE:AC:20:23:00:03,-91
13.8139,BE:AC:20:23:00:03,-97
15.6865,BE:AC:20:23:00:03,-90
15.7562,BE:AC:20:23:00:04,-101
15.8863,BE:AC:20:23:00:03,-90
16.0942,BE:AC:20:23:00:03,-84
17.5164,BE:AC:20:23:00:03,-85
17.7151,BE:AC:20:23:00:03,-94
17.9248,BE:AC:20:23:00:03,-86
18.0012,BE:AC:20:23:00:04,-99
18.1266,BE:AC:20:23:00:03,-90
19.8028,BE:AC:20:23:00:03,-95
19.8698,BE:AC:20:23:00:04,-96
19.9777,BE:AC:20:23:00:03,-82
21.5312,BE:AC:20:23:00:04,-100
21.6457,BE:AC:20:23:00:03,-86
21.8296,BE:AC:20:23:00:03,-96
22.067,BE:AC:20:23:00:03,-90
23.8828,BE:AC:20:23:00:03,-90
24.1014,BE:AC:20:23:00:03,-89
25.5208,BE:AC:20:23:00:03,-87
25.7224,BE:AC:20:23:00:03,-88
25.9322,BE:AC:20:23:00:03,-99
26.1263,BE:AC:20:23:00:03,-87
27.5607,BE:AC:20:23:00:03,-85
27.7736,BE:AC:20:23:00:03,-83
29.6137,BE:AC:20:23:00:03,-96
29.8199,BE:AC:20:23:00:03,-93
