AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
0.0881,,-63.0,,,,
0.2075,,-63.0,,,,
1.1651,,,,-91.0,,
1.2243,,-63.0,,,,
1.8525,,-58.0,,,,
2.0521,,-55.0,,,,
2.2412,,-63.0,,,,
2.4523,,-63.0,,,,
2.8544,,-76.0,,,,
2.9997,,,,-86.0,,
3.0926,,-59.0,,,,
3.2748,,-69.0,,,,
3.464,,-63.0,,,,
3.6216,,,,-97.0,,
3.8037,,,,-95.0,,
4.0081,,,,-90.0,,
4.0933,,-61.0,,,,
4.2973,,-66.0,,,,
4.4869,,-60.0,,,,
5.4577,,,,-92.0,,
5.5274,,-71.0,,,,
5.6586,,,,-91.0,,
6.0842,,,,-90.0,,
6.3419,,-68.0,,,,
6.5405,,-69.0,,,,
6.8942,,,,-91.0,,
7.1177,,,,-90.0,,
7.1622,,-72.0,,,,
7.3122,,,,-89.0,,
7.3738,,-71.0,,,,
7.5706,,-67.0,,,,
7.7269,,,,-89.0,,
7.7784,,-70.0,,,,
7.9837,,-76.0,,,,
8.6044,,-64.0,,,,
9.7859,,,,-94.0,,
10.0417,,-66.0,,,,
10.2509,,-85.0,,,,
10.4032,,,,-92.0,,
10.4475,,-62.0,,,,
10.6545,,-71.0,,,,
10.8215,,,,-92.0,,
10.8517,,-74.0,,,,
11.0788,,-69.0,,,,
11.2268,,,,-92.0,,
11.2838,,-69.0,,,,
11.4671,,-72.0,,,,
11.632,,,,-96.0,,
11.6786,,-65.0,,,,
11.8811,,-67.0,,,,
12.1316,,-73.0,,,,
12.2389,,,,-97.0,,
13.9124,,,,-92.0,,
13.9431,,-61.0,,,,
14.1005,,,,-97.0,,
14.3083,,,,-90.0,,
14.3684,,-71.0,,,,
14.7673,,-69.0,,,,
15.1356,,,,-90.0,,
15.1726,,-73.0,,,,
15.3809,,-68.0,,,,
15.5725,,-67.0,,,,
15.6308,-99.0,,,,,
15.7578,,,,-89.0,,
15.8079,,-60.0,,,,
15.9508,,,,-92.0,,
15.9845,,-62.0,,,,
16.172,,,,-94.0,,
16.1984,,-70.0,,,,
17.2161,,-70.0,,,,
17.3862,,,,-93.0,,
17.4395,,-69.0,,,,
18.0588,,-69.0,,,,
18.2035,,,,-91.0,,
18.2688,,-77.0,,,,
18.4129,,,,-91.0,,
18.4554,,-68.0,,,,
18.6092,,,,-86.0,,
18.6593,,-65.0,,,,
18.8148,,,,-96.0,,
18.854,,-70.0,,,,
19.0195,,,,-87.0,,
19.219,,,,-88.0,,
19.2679,,-67.0,,,,
19.4659,,-74.0,,,,
19.64,,,,-93.0,,
19.6785,,-75.0,,,,
19.732,-96.0,,,,,
19.8453,,,,-89.0,,
19.8669,,-62.0,,,,
20.0393,,,,-95.0,,
20.103,,-63.0,,,,
20.1433,-97.0,,,,,
20.2399,,,,-84.0,,
20.3006,,-68.0,,,,
20.4889,,-66.0,,,,
21.4505,,,,-86.0,,
21.5061,,-67.0,,,,
