AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.0599,82359.62,-2.28886,8.71729,3.27527
0.0633,82359.64,-1.31442,8.11395,5.63595
0.067,82359.6599,-1.4054,7.8458,7.08444
0.0717,82359.68,-1.74537,7.70215,7.45794
0.0786,82359.7,-2.52109,7.73088,5.96874
0.1079,82359.7199,-2.65517,7.89847,3.91452
0.1191,82359.74,-2.22421,8.17859,2.77009
0.145,82359.76,-1.88903,8.06367,4.90572
0.1647,82359.78,-1.70707,7.46273,7.6806
0.1788,82359.7999,-1.88663,7.34062,8.71968
0.1981,82359.82,-1.20189,7.70454,6.05254
0.2197,82359.84,-0.70868,8.37252,4.57532
0.2391,82359.8599,-2.20267,8.86812,2.36547
0.2598,82359.88,-2.04944,8.73165,5.02304
0.2797,82359.9,-0.66319,7.57047,9.02853
0.2996,82359.9199,0.38786,8.19056,8.93516
0.3223,82359.94,-1.02472,8.99023,6.72052
0.3427,82359.96,-2.83952,6.80672,5.22654
0.3612,82359.9799,-4.65912,7.10838,5.25048
0.3905,82360,-1.59693,7.38851,4.11563
0.3999,82360.02,-0.20351,7.02938,5.84185
0.4227,82360.041,0.05507,6.83305,8.4228
0.4391,82360.0609,1.92973,7.14669,10.64701
0.4591,82360.081,0.21787,6.78277,13.93425
0.4791,82360.101,-3.54581,5.99987,11.59033
0.503,82360.1209,-3.28963,5.51145,7.06289
0.5241,82360.141,-1.81959,5.99269,4.56574
0.5452,82360.161,-0.40941,6.69898,3.95283
0.5625,82360.181,0.29928,6.75165,5.47075
0.5822,82360.2009,0.87628,6.63912,8.32224
0.6024,82360.221,1.46525,6.60081,8.61913
0.6229,82360.241,1.45089,6.90967,6.28478
0.6418,82360.262,0.77333,6.4404,4.86502
0.6621,82360.2819,0.21069,5.64553,5.65032
0.6818,82360.302,0.3711,5.05895,6.79235
0.7086,82360.322,1.01993,4.92727,7.00304
0.7223,82360.343,2.07098,5.34386,6.86657
0.7433,82360.364,2.82276,5.91128,7.3502
0.7629,82360.3839,3.78044,6.61757,7.81707
0.7833,82360.404,4.10845,6.8139,6.38294
0.8056,82360.424,3.76368,6.42364,5.45639
0.8265,82360.445,3.93607,5.99748,6.10761
0.8534,82360.466,4.19943,6.19859,6.66785
0.8659,82360.486,4.65433,6.53378,6.55532
0.8858,82360.507,5.15472,6.59363,6.1124
0.909,82360.5269,5.24091,7.13712,6.09324
0.9277,82360.547,4.67348,7.69496,7.00543
0.949,82360.568,3.77326,8.14268,8.90643
0.9706,82360.588,3.7589,9.11712,9.67736
0.9904,82360.6079,3.95283,9.7037,7.90565
1.0111,82360.629,3.55539,9.8689,7.2281
1.036,82360.65,3.0143,9.73722,8.07085
1.0514,82360.6699,2.48997,9.26556,8.94953
1.0726,82360.6909,1.64482,7.9679,8.08761
1.0944,82360.7108,1.46046,7.29992,6.83545
1.1112,82360.731,1.53229,6.66546,6.26802
1.1298,82360.7509,0.80206,5.92325,6.29914
1.1499,82360.771,-0.18914,4.04141,5.93762
1.1709,82360.791,0.18435,5.20978,6.87615
1.1904,82360.8109,1.04627,5.84903,3.97198
1.2096,82360.831,1.18752,5.9065,1.83635
1.23,82360.851,0.41899,4.89375,2.44687
1.2496,82360.8708,-0.77333,3.61764,2.93529
1.2732,82360.891,-2.57856,2.68869,4.81953
1.2929,82360.911,-2.89459,3.42131,3.49793
1.3117,82360.931,-3.5099,3.79242,3.64158
1.3313,82360.951,-3.40934,4.13,3.65595
1.3535,82360.971,-5.17866,4.60405,3.4285
1.3715,82360.991,-6.51223,5.24809,4.6232
1.4007,82361.013,-6.608,6.24887,7.24246
1.4121,82361.0329,-5.43723,8.09001,9.72525
1.4351,82361.0529,-5.19542,10.05565,10.49618
1.4582,82361.0739,-3.94564,11.42274,13.04361
1.4719,82361.094,-2.27449,11.92552,15.0284
1.4916,82361.114,-2.03268,11.40119,14.64533
1.5124,82361.1339,-2.42772,10.16099,14.18325
1.5318,82361.154,-1.99916,8.95671,13.31894
1.5525,82361.174,-1.54187,7.86256,12.08354
1.5756,82361.194,-1.34554,6.98389,11.20965
1.5941,82361.214,-1.46286,6.18183,10.96544
1.6138,82361.2349,-1.28569,4.92248,9.81383
1.6346,82361.255,-0.5363,3.632,7.21852
1.6589,82361.275,-0.03591,2.74615,5.29119
1.6809,82361.2949,0.73741,2.0638,4.10606
1.6993,82361.3159,2.77488,2.91135,6.16507
1.7197,82361.336,4.35505,3.67749,8.3821
1.7398,82361.3558,4.20422,3.45004,6.9791
1.7595,82361.377,2.72221,2.81798,5.52342
1.7804,82361.398,2.44448,2.6001,5.11162
1.8019,82361.4199,3.68228,3.30879,5.93283
1.8345,82361.4409,5.46117,4.56574,5.64074
1.8416,82361.461,5.67905,5.03501,5.31992
1.8604,82361.481,6.09803,5.70059,6.19859
1.8798,82361.5009,6.66067,7.06768,6.00945
1.9003,82361.521,7.19458,8.63349,6.12916
1.9214,82361.541,7.25204,9.47864,6.30393
1.9414,82361.5609,6.25605,9.03332,6.59363
1.9629,82361.581,6.17465,9.14824,7.46033
1.9817,82361.601,6.10043,9.68933,8.28154
2.0042,82361.6209,5.70538,10.34295,9.25598
2.0237,82361.6419,4.61841,9.6606,9.85693
2.0556,82361.663,4.42209,8.38928,9.51456
2.097,82361.6829,4.78122,9.2895,7.49625
2.1009,82361.7039,4.64715,9.68215,5.04937
2.1039,82361.7249,3.51948,8.82982,4.5011
2.1285,82361.745,2.91614,7.67581,4.55377
2.1441,82361.765,1.97282,7.02698,4.42209
2.1658,82361.7849,0.55785,5.8634,5.12838
2.1831,82361.805,-0.14605,4.66391,5.01585
2.2031,82361.825,-0.25139,4.23774,3.28006
2.223,82361.8449,-1.76932,3.87142,2.56419
2.2435,82361.865,-4.05338,2.1045,3.25133
2.2724,82361.885,-4.83389,1.63045,3.84988
2.2847,82361.905,-4.46519,3.00951,4.09408
2.3027,82361.9249,-5.41329,3.44286,4.86981
2.3242,82361.945,-7.30471,3.14598,8.48505
2.3453,82361.965,-7.46512,3.35667,9.92636
2.3758,82361.9849,-7.75482,4.57293,7.73806
2.3845,82362.005,-8.86333,5.09965,6.17225
2.4043,82362.025,-10.24239,5.21218,7.36456
2.4321,82362.0449,-9.5385,5.76284,9.39245
2.4448,82362.065,-7.44836,7.72609,10.99417
2.4624,82362.085,-4.33111,10.42914,13.45541
2.4832,82362.1049,-1.61848,12.15297,12.47618
2.5039,82362.125,-2.77009,10.39562,9.34457
2.5279,82362.145,-4.61123,10.55125,10.19451
2.5451,82362.1649,-2.30562,10.39562,11.66694
2.5639,82362.185,-1.38624,9.80186,12.37084
2.5844,82362.205,-1.14443,8.20493,10.56801
2.6056,82362.2249,-2.229,6.92164,7.71891
2.6233,82362.245,-3.92888,4.98473,8.11395
2.6448,82362.265,-3.39737,4.26886,6.98149
2.6668,82362.286,-3.32315,2.96402,6.51223
2.6854,82362.3059,-1.8148,2.59771,3.9624
2.7052,82362.326,-0.56503,2.61447,2.12845
2.7255,82362.346,1.26893,3.4285,4.17309
2.7468,82362.366,2.89459,3.99832,7.11557
2.7672,82362.3859,2.03986,2.65756,7.77158
2.7921,82362.4069,0.79009,1.63524,6.95037
2.8118,82362.427,0.93134,1.31921,5.533
2.8268,82362.448,2.78685,2.56898,4.80516
2.8466,82362.468,4.85305,3.9648,5.82988
2.8663,82362.4879,6.12916,5.14514,6.53378
2.8858,82362.508,6.14831,5.4085,6.90009
2.9069,82362.528,5.84903,5.92804,6.25605
2.9258,82362.5479,6.12437,6.74207,5.62398
2.9456,82362.568,6.45716,7.8865,5.84664
2.9665,82362.588,6.2776,8.60237,6.61039
2.9855,82362.6079,6.27281,9.35654,7.48906
3.0089,82362.628,6.58405,9.84975,9.51216
