AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.0593,82359.6195,-0.41172,-0.5736,0.00489
0.0614,82359.6295,-0.56872,-0.51496,-0.00367
0.0625,82359.6395,-0.63774,-0.39951,-0.0452
0.0652,82359.6495,-0.61514,-0.29138,-0.10079
0.0666,82359.6595,-0.50091,-0.20647,-0.135
0.0687,82359.6695,-0.35369,-0.14111,-0.14233
0.071,82359.6795,-0.14783,-0.11118,-0.13928
0.0741,82359.6895,0.02505,-0.16799,-0.14783
0.0781,82359.6995,0.14172,-0.2645,-0.11668
0.0891,82359.7095,0.18204,-0.36224,-0.04398
0.1074,82359.7195,0.1179,-0.52901,0.04704
0.1088,82359.7295,0.01038,-0.74892,0.11057
0.1186,82359.7395,-0.14294,-1.00793,0.15516
0.1429,82359.7495,-0.30238,-1.17775,0.18387
0.1443,82359.7595,-0.42761,-1.14171,0.22541
0.1465,82359.7695,-0.5058,-0.95417,0.25107
0.164,82359.7795,-0.56139,-0.61575,0.27122
0.1674,82359.7895,-0.52107,-0.26084,0.32009
0.178,82359.7995,-0.28711,0.06292,0.39584
0.1854,82359.8095,-0.07147,-0.02443,0.39706
0.1975,82359.8195,0.1686,-0.39828,0.35186
0.2086,82359.8295,0.28405,-0.73365,0.31826
0.2184,82359.8395,0.25473,-0.95478,0.23396
0.2256,82359.8495,0.12645,-0.9725,0.11729
0.2387,82359.8595,-0.13195,-1.37933,0.23457
0.2456,82359.8695,-0.32742,-1.56931,0.26084
0.2579,82359.8795,-0.49052,-1.5797,0.26939
0.2661,82359.8895,-0.62247,-1.42454,0.32254
0.2788,82359.8995,-0.68845,-0.8717,0.34025
0.286,82359.9095,-0.64568,-0.22113,0.27611
0.2987,82359.9195,-0.55589,0.2584,0.17776
0.3061,82359.9295,-0.49541,0.44227,0.02077
0.3204,82359.9395,-0.50885,0.42944,-0.12156
0.3265,82359.9495,-0.5229,0.36652,-0.0733
0.3407,82359.9595,-0.52779,0.27306,0.0788
0.3479,82359.9695,-0.63774,0.02505,0.27978
0.3603,82359.9795,-1.14965,0.15272,0.58582
0.3668,82359.9895,-1.46485,0.27122,1.0568
0.3893,82359.9995,-1.72325,0.26878,1.26816
0.3957,82360.0095,-1.8552,0.2248,1.20463
0.3988,82360.0195,-1.91018,0.0733,1.08184
0.4061,82360.0295,-1.88818,-0.06231,0.95295
0.4217,82360.0405,-1.77456,-0.19426,0.82589
0.427,82360.0505,-1.61085,-0.30971,0.67073
0.4386,82360.0605,-1.45875,-0.34392,0.37935
0.4465,82360.0705,-1.11116,-0.01772,0.04826
0.4586,82360.0805,-0.5284,0.68722,-0.1631
0.4664,82360.0905,0,1.14659,-0.14478
0.4786,82360.1005,0.66096,1.40804,0.11057
0.4864,82360.1105,1.07329,1.44103,0.41966
0.5012,82360.1205,1.28282,1.22173,0.70555
0.5128,82360.1305,1.30847,0.81184,0.89553
0.5224,82360.1405,1.22601,0.3934,1.02625
0.5319,82360.1504,1.06901,0.05131,1.0849
0.5442,82360.1605,0.81551,-0.25168,1.09039
0.5551,82360.1705,0.58215,-0.49419,1.07146
0.5617,82360.1805,0.36774,-0.63713,1.04886
0.568,82360.1905,0.28161,-0.64874,1.01831
0.5808,82360.2005,0.28833,-0.44227,0.96944
0.5879,82360.2105,0.37385,-0.08002,0.91813
0.6012,82360.2205,0.46548,0.39889,0.82955
0.609,82360.2305,0.47647,0.68783,0.7367
0.6212,82360.2405,0.36957,0.86682,0.61881
0.6291,82360.2515,0.1857,0.91202,0.53756
0.641,82360.2615,-0.0226,0.85399,0.50335
0.6483,82360.2714,-0.15944,0.72937,0.49419
0.6609,82360.2815,-0.26512,0.60659,0.55039
0.6684,82360.2915,-0.28344,0.56077,0.63469
0.681,82360.3015,-0.25717,0.57055,0.75198
0.6883,82360.3115,-0.23579,0.63897,0.83811
0.705,82360.3215,-0.23152,0.73976,0.95356
