AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
0.1906,,,-77.0,,,
0.4217,,,,,,-97.0
0.62,,,-79.0,,,
0.8144,,,,-94.0,,
0.8305,,,-81.0,,,
1.0112,,,-81.0,,,
1.2132,,,,-90.0,,
1.2191,,,-84.0,,,
1.6463,,,-76.0,,,
1.8173,,,,-90.0,,
1.8353,,,-74.0,,,
2.0296,,,,-83.0,,
2.2471,,,-79.0,,,
2.4513,,,-82.0,,,
2.7166,,,,,,-91.0
2.8351,,,,-85.0,,
2.8534,,,-81.0,,,
3.0456,,,,-90.0,,
3.2526,,,,-92.0,,
3.5173,,,-84.0,,,
3.6924,,,-75.0,,,
3.7222,,,,,,-95.0
3.8905,,,-84.0,,,
4.4859,,,,-93.0,,
4.5213,,,,,-97.0,
4.5275,,,-86.0,,,
4.6813,,,,-94.0,,
4.7316,,,-85.0,,,
4.8731,,,,-88.0,,
5.3424,,,,,,-94.0
5.5345,,,-84.0,,,
6.1756,,,-82.0,,,
7.1493,,,,,-93.0,
7.375,,,-81.0,,,
7.574,,,-96.0,,,
7.7868,,,-74.0,,,
7.9438,,,,-88.0,,
7.9835,,,-82.0,,,
8.1442,,,,-94.0,,
8.3946,,,-75.0,,,
8.6049,,,-76.0,,,
8.7816,,,,-92.0,,
8.8296,,,-75.0,,,
8.8324,,,,,,-95.0
9.1723,,,,-88.0,,
9.8069,,,,-90.0,,
9.8231,,,-77.0,,,
10.6686,,,-84.0,,,
10.8612,,,-77.0,,,
11.0836,,,-77.0,,,
11.4094,,,,-88.0,,
11.6757,,,-91.0,,,
11.88,,,-79.0,,,
12.1253,,,-76.0,,,
12.2888,,,-78.0,,,
12.4504,,,,-94.0,,
12.4889,,,-75.0,,,
12.4937,,,,,,-96.0
12.69,,,-79.0,,,
12.8512,,,,-90.0,,
12.8973,,,-91.0,,,
13.0943,,,,-91.0,,
13.2618,,,,-86.0,,
13.4895,,,,-88.0,,
13.5352,,,-81.0,,,
13.6836,,,,-88.0,,
14.7025,,,,-92.0,,
14.7472,,,-83.0,,,
15.1575,,,,,,-94.0
15.3507,,,,-97.0,,
15.5672,,,-80.0,,,
15.7592,,,,-90.0,,
15.9782,,,,-91.0,,
16.1559,,,,-95.0,,
16.1889,,,-91.0,,,
16.2021,,,,,-98.0,
16.4032,,,-85.0,,,
16.5703,,,,-94.0,,
16.6121,,,,,,-97.0
16.823,,,,,,-92.0
17.0038,,,-81.0,,,
17.1795,,,,-92.0,,
17.2019,,,-81.0,,,
17.421,,,-83.0,,,
17.8347,,,-72.0,,,
18.8335,,,-74.0,,,
19.0055,,,,-96.0,,
19.2056,,,,-87.0,,
19.258,,,-81.0,,,
19.4215,,,,-87.0,,
19.4647,,,-77.0,,,
19.6196,,,,-92.0,,
19.6939,,,-88.0,,,
19.9303,,,-82.0,,,
