AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.0567,67837.4199,-1.76453,8.24324,4.08211
0.06,67837.4399,-1.12767,7.79073,5.42766
0.0623,67837.4598,-0.79009,7.64708,8.35098
0.076,67837.4799,-1.06542,7.53695,8.98544
0.0966,67837.4999,-1.71664,7.58004,8.49942
0.1103,67837.5198,-2.09971,7.72609,6.34463
0.1364,67837.5397,-1.94409,7.79791,4.80516
0.1486,67837.5599,-1.86987,8.91601,4.11324
0.1671,67837.5799,-1.4437,8.92558,4.02465
0.1877,67837.5999,-0.75178,6.0717,6.32788
0.2087,67837.6198,-0.89783,7.56089,7.05571
0.2337,67837.6399,-1.37188,8.59997,6.01423
0.2479,67837.6599,-3.06697,9.10994,4.45082
0.2726,67837.6799,-3.62722,8.28394,1.58496
0.2999,67837.6999,-2.68629,8.38449,6.17704
0.3088,67837.7199,1.68073,9.46189,7.16345
0.3308,67837.7399,0.08859,10.48182,13.14417
0.3484,67837.7599,-2.3535,11.18332,14.619
0.3679,67837.7799,-3.83072,10.74039,15.62217
0.388,67837.7999,-5.14993,8.82742,14.35803
0.4113,67837.8199,-4.9943,7.74285,9.54568
0.4339,67837.8399,-3.76608,7.47949,7.45794
0.4518,67837.8599,-2.77009,6.80911,7.12514
0.4699,67837.8799,-0.73263,6.22253,6.3159
0.4912,67837.9009,0.66559,5.50427,5.92804
0.5177,67837.9219,0.58179,3.77805,4.49392
0.5335,67837.9419,-0.31843,2.68151,2.9329
0.5521,67837.9619,0.00479,2.80122,2.88741
0.5738,67837.9819,0.65362,3.12204,3.04303
0.5959,67838.0019,-0.25618,2.57856,2.03268
0.6118,67838.0219,-1.04387,2.21942,2.16675
0.635,67838.0419,-0.49081,2.41814,3.54102
0.6498,67838.0619,1.54426,3.69186,4.97515
0.673,67838.0819,3.87861,5.11641,4.72855
0.7018,67838.1019,5.48272,6.24408,3.59609
0.7161,67838.1218,6.3183,6.37097,3.0957
0.7383,67838.1419,6.42604,6.54096,3.09331
0.7591,67838.1619,7.1419,7.15866,2.73178
0.775,67838.1819,7.40048,7.41963,3.27766
0.7943,67838.2018,7.69496,7.82186,4.28083
0.8089,67838.2219,8.48505,9.36372,3.44286
0.8321,67838.2418,9.13388,10.72124,2.83952
0.8491,67838.2617,8.88249,11.07797,4.53462
0.869,67838.2818,8.02776,11.80581,6.63912
0.8888,67838.3018,6.27999,12.52886,7.56089
0.9195,67838.3217,6.65109,13.30697,8.81066
0.9369,67838.3418,7.2664,13.7499,8.94953
0.9526,67838.3618,8.01339,14.1617,8.57603
0.9717,67838.3828,8.03734,13.63977,8.96868
0.9952,67838.4028,7.53455,12.47858,8.71729
1.0155,67838.4238,6.40449,10.92953,7.32386
1.0341,67838.4438,5.03501,9.46189,6.38534
1.089,67838.4638,3.38061,8.01818,6.66306
1.0936,67838.4848,1.91536,6.53378,7.32626
1.0952,67838.5048,0.54348,5.20021,6.61278
1.1186,67838.5248,-0.54827,4.08211,6.31351
1.1322,67838.5448,-1.82917,3.055,4.82671
1.1523,67838.5648,-2.00155,2.90417,4.07493
1.1726,67838.5858,-1.63285,3.06937,3.77087
1.193,67838.6057,-1.71664,3.33512,3.6344
1.2157,67838.6258,-2.6432,3.2609,4.39336
1.2369,67838.6458,-5.17148,2.24576,4.88657
1.2548,67838.6668,-7.29992,1.46286,5.07092
1.275,67838.6868,-6.98149,3.1364,6.53856
1.3006,67838.7068,-7.3909,3.45004,7.44836
1.316,67838.7268,-8.82024,2.82516,6.05015
1.3346,67838.7468,-9.85932,3.17711,4.05578
1.3613,67838.7677,-9.03093,4.45561,5.55455
1.3851,67838.7878,-8.73644,5.68862,7.61356
1.406,67838.8078,-9.92397,5.33428,9.44513
1.4228,67838.8288,-10.30225,5.85861,10.31662
1.4366,67838.8488,-9.12909,7.54892,10.43633
1.4597,67838.8688,-6.88333,9.991,12.29662
1.4793,67838.8888,-3.3854,13.3788,12.99094
1.5004,67838.9088,2.3942,17.39388,13.37162
1.5166,67838.9288,3.78523,18.3731,11.08994
1.5474,67838.9488,2.45645,17.5064,9.54089
1.5671,67838.9688,1.52511,16.11058,10.49857
1.5821,67838.9888,-0.64883,13.64456,8.67898
1.5986,67839.0088,-2.34153,11.42992,8.02058
1.621,67839.0288,-3.72538,9.08839,7.20894
1.6423,67839.0488,-5.60243,6.90248,5.85143
1.6574,67839.0688,-6.00945,4.82671,5.30555
1.6808,67839.0888,-3.89297,4.11803,6.80432
1.698,67839.1088,-1.97282,4.07254,7.20894
1.7207,67839.1288,-1.91057,3.03824,4.42927
1.7433,67839.1498,-1.52989,1.95606,2.20745
1.7694,67839.1698,-1.11809,1.2402,1.91776
1.7787,67839.1898,0.00479,0.83797,1.69749
1.7996,67839.2098,1.4054,0.7853,2.66953
1.8201,67839.2298,2.50194,0.84994,3.14598
1.8408,67839.2498,5.26006,2.47321,2.37744
1.8578,67839.2698,6.82587,3.24414,-0.12689
1.8878,67839.2898,6.61997,3.93846,-1.50595
1.904,67839.3098,9.10994,5.9855,2.77488
1.9171,67839.3298,10.28549,7.41963,4.81474
1.9372,67839.3497,8.72926,7.38611,3.29442
1.9608,67839.3698,8.86573,8.02297,3.58412
1.982,67839.3897,9.73482,9.54089,4.68545
2.0022,67839.4098,10.10353,10.46027,5.49709
2.0422,67839.4298,9.67976,11.38922,5.80833
2.0534,67839.4508,8.51618,11.47541,6.69898
