AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0683,68102.1192,17.16,-22.08,2.64
0.0722,68102.1392,17.16,-22.2,2.46
0.077,68102.1593,17.16,-21.96,2.52
0.0806,68102.1792,17.58,-21.96,2.4
0.0842,68102.1992,18.18,-21.9,1.56
0.088,68102.2193,17.64,-21.96,1.56
0.1077,68102.2392,17.64,-21.72,1.68
0.1302,68102.2592,16.98,-21.42,1.86
0.159,68102.2793,16.56,-20.88,2.34
0.1939,68102.2992,17.16,-21.06,2.16
0.1984,68102.3192,17.04,-21.36,1.74
0.2081,68102.3393,17.46,-21.78,1.14
0.2321,68102.3592,17.46,-22.14,1.02
0.2473,68102.3792,17.22,-21.96,1.02
0.2672,68102.3993,16.92,-21.9,0.96
0.2881,68102.4192,16.32,-21.72,1.44
0.3079,68102.4392,15.9,-21.72,1.5
0.3288,68102.4593,15.72,-21.72,1.56
0.3538,68102.4802,15.78,-22.32,2.28
0.369,68102.5002,15.84,-22.56,3.06
0.392,68102.5202,15.48,-23.22,3.9
0.4093,68102.5402,14.52,-24.3,4.98
0.4297,68102.5612,13.98,-24.9,5.58
0.4543,68102.5813,13.38,-25.68,6.06
0.4702,68102.6012,12.66,-25.8,7.2
0.4979,68102.6212,11.88,-25.86,7.8
0.513,68102.6413,10.56,-26.1,8.4
0.5303,68102.6612,9.3,-26.04,8.82
0.5555,68102.6812,8.52,-26.52,8.58
0.5693,68102.7013,7.56,-26.82,8.52
0.5954,68102.7212,7.14,-27,8.46
0.6094,68102.7412,7.14,-27.24,8.16
0.6299,68102.7613,6.96,-27.42,7.5
0.6506,68102.7812,6.78,-27.42,6.78
0.6777,68102.8012,6.72,-27.6,5.58
0.695,68102.8213,6.42,-27.54,4.62
0.7176,68102.8412,6.48,-27.84,3.84
0.7302,68102.8612,6.84,-28.08,3.06
0.7534,68102.8812,7.02,-28.02,3
0.7699,68102.9012,7.26,-28.38,3.12
0.7905,68102.9212,7.44,-27.9,3
0.8106,68102.9412,7.62,-27.72,2.94
0.8403,68102.9613,7.8,-27.42,2.58
0.852,68102.9812,8.34,-27.12,2.04
0.87,68103.0012,8.7,-26.7,2.04
0.8953,68103.0222,9.12,-26.52,2.4
0.9108,68103.0423,9.66,-26.52,3.06
0.9321,68103.0633,10.62,-26.22,3.12
0.9521,68103.0832,11.76,-26.28,3.78
0.9744,68103.1032,12.78,-26.1,3.84
0.9984,68103.1233,13.74,-25.8,4.08
1.0119,68103.1432,13.98,-25.32,4.62
