AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,yaw_deg_ori,yaw_deg_ori_cal,yaw_deg,yaw_error,Quat_w,Quat_x,Quat_y,Quat_z,q_w,q_x,q_y,q_z,quat_angle_error_deg
0.0697,68102.126,-0.6122601863814543,-2.810364595970949,0.31081997455982524,0.5288389670134402,-0.583642502399324,0.21492194337398468,0.15482272455199642,22.146780884424036,-17.275088191090017,128.037613,144.6795620411527,0.0,128.03761299999996,0.3594926931674099,0.10472547,0.41389796,0.8297506,1.0,0.0,0.0,0.0,137.8619123010824
0.074,68102.146,-0.3260925184467185,-1.7673920243232688,0.7225732257221296,0.4596053702096472,-0.5046603622619421,-0.12154799739066309,0.08830703193582679,22.302478417682043,-17.164408417182376,128.265823,144.32022001197566,0.0,128.265823,0.3600747257604382,0.10135925,0.40793282,0.83286452,1.0,0.0,0.0,0.0,137.790429482884
0.0783,68102.166,0.046788223283999564,-0.9844008915774696,1.0317261491251468,0.3852641110098381,-0.4358682438904925,-0.3837002271865875,0.1614142428764378,22.460504590313626,-17.024088263109864,128.143921,143.6842859646568,0.0,128.14392099999998,0.3637867905806229,0.10167119,0.40175304,0.83421618,1.0,0.0,0.0,0.0,137.33412243472662
0.082,68102.186,0.523839191695016,-0.4762583167140022,1.1983047612046853,0.3022385568430197,-0.38431167126702315,-0.5178891576277098,0.4175459459336306,22.470212810120508,-17.015282803832058,127.213013,142.6902960006845,0.0,127.21301299999999,0.3715003549615955,0.10423242,0.39848295,0.83206636,1.0,0.0,0.0,0.0,136.3836442958718
0.0854,68102.206,0.9483991501589486,-0.2567467595912811,1.2271504343825193,0.21878686023646468,-0.3289332227348959,-0.5243050903202692,0.7426172036092584,22.42853207809999,-16.960806673981036,126.219788,141.6119196691118,0.0,126.219788,0.3793923556516961,0.10547967,0.39485282,0.83007634,1.0,0.0,0.0,0.0,135.4079022974376
0.0891,68102.226,1.1774980181254193,-0.2968215372656653,1.1088653028865672,0.14390403904798535,-0.24152561586936722,-0.4499607462831696,1.044519893758924,22.43628002460913,-16.699746629445745,125.768822,140.72673531131352,0.0,125.768822,0.384938289530189,0.10566456,0.38877925,0.83036631,1.0,0.0,0.0,0.0,134.72018148891152
0.1087,68102.246,1.1014447312892317,-0.4022137863403743,0.8586204997267295,0.10034453478308154,-0.11886015121875944,-0.354043100420229,1.3378741611395952,22.297434824156376,-16.526214040781014,125.177071,139.99596868503644,0.0,125.17707100000001,0.389041291330474,0.10169847,0.38540781,0.83052099,1.0,0.0,0.0,0.0,134.21028221064316
0.1312,68102.266,0.8299747917372668,-0.4890065394920624,0.5867193003109001,0.1063917207136286,0.018870799383980313,-0.28735296570173957,1.5048738245721758,22.01429069692127,-16.552221046874042,124.49173,139.64011914717176,0.0,124.49173000000002,0.3912478939159033,0.097181,0.3871251,0.8292256,1.0,0.0,0.0,0.0,133.9356613752949
0.1597,68102.286,0.5494850590167291,-0.5550300239564878,0.4536594925678159,0.1498016776163043,0.13200611185548658,-0.26218075312335876,1.4352145725239716,21.79937366342722,-16.63059786527366,124.377029,139.82796329145174,0.0,124.377029,0.390113283501071,0.09562151,0.39014179,0.82852733,1.0,0.0,0.0,0.0,134.07690317179717
0.1953,68102.306,0.48141597671749103,-0.6495684934617545,0.5074588392357633,0.18699620479892143,0.1869577864939293,-0.24722228262195395,1.3303420604606462,21.83127757344282,-16.580262909924688,124.80864,140.05406331261165,0.0,124.80863999999997,0.389324261599872,0.10118745,0.38924706,0.82865822,1.0,0.0,0.0,0.0,134.17508095894127
0.1993,68102.326,0.7454492650938462,-0.7514595698928628,0.6531588392228009,0.18347036501345682,0.18955561325866388,-0.20137965719621584,1.3057372201113964,21.96480224210011,-16.548904486920073,125.199959,140.04583455893442,0.0,125.19995900000004,0.3905889678534758,0.1103197,0.38640651,0.82822692,1.0,0.0,0.0,0.0,134.01769667478536
0.209,68102.346,1.2341523532525578,-0.8388363388348283,0.7818565545985319,0.14159727625045151,0.19653271208025225,-0.10685431581383936,1.3907039881614782,22.0073336812741,-16.67179074936151,125.145103,139.7622707633075,0.0,125.145103,0.3929839273099201,0.11429626,0.38404366,0.82765359,1.0,0.0,0.0,0.0,133.7194080890607
0.2331,68102.366,1.7771922467770076,-0.8055613643260133,0.8853169668645648,0.07924144766897619,0.27622191585289735,0.02632555573034094,1.452333394319437,21.82294931952864,-17.00014152676681,124.784576,139.6082803834324,0.0,124.78457600000002,0.393203300076662,0.10818762,0.38494715,0.82795066,1.0,0.0,0.0,0.0,133.69206898123204
0.2485,68102.386,2.3365314927096144,-0.7099438802313651,0.9542161454067006,0.0013866727485468688,0.45146663125021014,0.19129315256341933,1.5330442656291385,21.602857580622047,-17.20072364042039,124.591789,139.5866628880144,0.0,124.591789,0.3926187774526508,0.10313311,0.38601804,0.82837439,1.0,0.0,0.0,0.0,133.7649083387589
0.2695,68102.406,2.8337460943501083,-0.5734217947997609,0.9157122483642404,-0.09896052648011631,0.6871964476982559,0.3996001442593442,1.5645533337863782,21.454442907992792,-17.171315744494393,124.910561,139.88808220746915,0.0,124.91056100000003,0.3905687441296517,0.10378651,0.38666821,0.82895845,1.0,0.0,0.0,0.0,134.02021410351477
0.2889,68102.426,3.1144398764442434,-0.40361331905352804,0.6702255360933478,-0.21911293337494916,0.9245843287970253,0.6549454670762018,1.5732214411451775,21.381162109794232,-17.01171903479812,125.578407,140.45686360836072,0.0,125.57840699999997,0.3870300281933159,0.10710001,0.38749027,0.82981241,1.0,0.0,0.0,0.0,134.46035030468755
0.3096,68102.446,3.090923598129058,-0.08034617760812379,0.1759104777197802,-0.34780662076060126,1.1188108890987554,0.9240141579705632,1.3694634772895267,21.262098450275673,-17.024580933902083,126.583229,141.74687114558662,0.0,126.58322900000002,0.3781253497546419,0.10610281,0.39330399,0.83130944,1.0,0.0,0.0,0.0,135.56477849412724
0.3338,68102.466,2.829521272490991,0.3434764769993359,-0.5231013205454715,-0.4484336237874525,1.2408671936490658,1.1818122389618886,1.0258577000372444,21.200910977945597,-17.174193393145963,127.926704,143.6195573813748,0.0,127.92670399999997,0.3651786943030339,0.10412184,0.40296784,0.83271849,1.0,0.0,0.0,0.0,137.162839464461
0.356,68102.487,2.3832645904825345,0.8056196463841667,-1.2919735637085523,-0.5037773506129761,1.2721491594884726,1.4325903711887256,0.7139429099383978,21.352808823521904,-17.291259473070276,129.694778,145.71932274017055,0.0,129.69477800000004,0.350403060655413,0.10345073,0.41211134,0.83467352,1.0,0.0,0.0,0.0,138.9760598390186
0.3714,68102.507,1.7526568033912655,1.3003199304234727,-2.0129031097657872,-0.5280270151041855,1.2100200428131935,1.6891568006743327,0.5868466797802334,21.726699626432104,-17.328499379750365,131.701004,147.70826121871977,0.0,131.701004,0.3355704995869868,0.10255522,0.41854426,0.83767271,1.0,0.0,0.0,0.0,140.78553308851994
0.3938,68102.527,0.9455264293382735,1.8041708142751043,-2.6477840295995563,-0.532348984897342,1.0638144649459027,1.956344051038914,0.5863823595391402,22.223692398333306,-17.333965835752803,133.955032,149.69152744527563,0.0,133.95503199999996,0.3198282790938737,0.10064083,0.42339787,0.84161484,1.0,0.0,0.0,0.0,142.6949194931678
0.4113,68102.547,-0.048987867844225264,2.2312840210375553,-3.178498288039373,-0.5110823542529848,0.8418968435529527,2.221162256226739,0.5801891003448798,22.764083903347863,-17.311924005889573,136.618011,151.84014507258277,0.0,136.61801100000002,0.3016090722998956,0.09701423,0.42741227,0.84672248,1.0,0.0,0.0,0.0,144.89145321083623
0.4335,68102.568,-1.2127859071988794,2.494601413613462,-3.573243598023506,-0.44478952741899563,0.5528987291168733,2.451888297224093,0.38788387834615357,23.270092332392785,-17.26074386385454,139.8918,154.34794469134243,0.0,139.8918,0.2788257477690491,0.09045875,0.4314844,0.85316741,1.0,0.0,0.0,0.0,147.61973165959688
0.4569,68102.588,-2.420046837729378,2.5483775894560248,-3.785707731402436,-0.3051949250045139,0.20731937777904164,2.6150925540822296,0.10946871567037775,23.717419027144434,-17.11294634209126,143.484741,156.94147825253117,0.0,143.48474099999999,0.2541700530133612,0.08318292,0.43478981,0.85990465,1.0,0.0,0.0,0.0,150.55117506181526
0.4768,68102.608,-3.493995474972713,2.393611953942778,-3.8001385664264475,-0.08477443251298378,-0.1855452164971162,2.6848456410123402,-0.25255190395546023,24.13282233889744,-16.775024999502662,147.536179,159.62756441049814,0.0,147.536179,0.2278847780714093,0.07672986,0.43584511,0.86730623,1.0,0.0,0.0,0.0,153.65485658839938
0.5036,68102.628,-4.265949568277429,2.04395200258491,-3.685507365179867,0.19870404565279276,-0.5991538826135673,2.6431053810829233,-0.5897293871404408,24.55741179438079,-16.190062219437923,151.821899,162.20259223137302,0.0,151.82189900000003,0.2016508511758528,0.07118531,0.43257284,0.87587118,1.0,0.0,0.0,0.0,156.7329741225537
0.5186,68102.648,-4.6370947333312005,1.5698068868536694,-3.5582170671775684,0.5185509241021199,-0.9571878790213604,2.4916674740043874,-0.8659432141298913,24.898959968314607,-15.561318599246857,155.81073,164.5232225088479,0.0,155.81073000000004,0.1764976740414367,0.06424189,0.42706859,0.88449645,1.0,0.0,0.0,0.0,159.66834945597108
0.5381,68102.668,-4.640585633583823,1.0976493548509372,-3.4361522534150275,0.8376019821510684,-1.1793256683712248,2.2569380989799703,-0.9899229101994669,25.124909832750824,-15.05538081090859,158.892853,166.28990977042486,0.0,158.892853,0.1549042626020371,0.05418509,0.42074004,0.89221436,1.0,0.0,0.0,0.0,162.17751231598294
0.5569,68102.688,-4.434855429402074,0.7205766750759435,-3.181752254839399,1.1171808192994843,-1.2318309976403437,1.9601960321389174,-0.9646731263272166,25.34354802523923,-14.579960289037462,161.145889,167.4836035329549,0.0,161.145889,0.1380712709921026,0.04343404,0.41171339,0.89974546,1.0,0.0,0.0,0.0,164.1274913061057
0.5713,68102.708,-4.236280958437134,0.41870923192080234,-2.654930026794295,1.3243467940046922,-1.1135557347064515,1.6072297685962436,-1.031010599453471,25.620334896047137,-14.019433171753736,163.284515,168.55987691445856,0.0,163.284515,0.1229952553250728,0.0346631,0.39868274,0.90814245,1.0,0.0,0.0,0.0,165.87000199831434
