AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.0432,6516.2181,0.36786,-0.77011,-0.39519
0.0447,6516.2381,0.0441,-0.79272,-0.37992
0.0471,6516.2581,-0.36212,-0.74812,-0.10869
0.0529,6516.2782,0.11252,-0.43841,0.17903
0.0871,6516.2982,0.63053,-0.09755,0.38611
0.1383,6516.3182,0.55723,-0.24844,0.47896
0.141,6516.3382,0.17849,-0.92527,0.04036
0.1452,6516.3583,-0.07868,-1.15924,-0.17772
0.155,6516.3783,-0.27843,-0.72613,-0.24736
0.1749,6516.3983,-0.29248,-0.25149,-0.19482
0.1941,6516.4184,-0.04447,0.25736,-0.12763
0.2347,6516.4384,0.0832,0.2934,-0.06104
0.2367,6516.4584,0.02639,0.05394,-0.13496
0.2502,6516.4784,0.02639,-0.43231,-0.25041
0.2713,6516.4985,-0.02126,-1.03767,-0.28096
0.2951,6516.5185,-0.04264,-1.1067,-0.23697
0.3121,6516.5385,0.04105,-0.57525,-0.17222
0.3311,6516.5586,0.30128,0.17367,-0.09586
0.3543,6516.5786,0.54501,0.64221,0.03669
0.3731,6516.5986,0.52119,0.89877,0.08068
0.3926,6516.6186,0.19499,0.69718,-0.03233
0.4138,6516.6387,-0.01759,0.23842,-0.12763
0.4309,6516.6587,0.09481,-0.02608,-0.11908
0.4514,6516.6787,0.40146,0.10587,-0.03966
0.4734,6516.6987,0.59999,0.60372,0.1216
0.4922,6516.7187,0.59144,1.19443,0.4081
0.5215,6516.7387,0.48454,1.54751,0.62862
0.5391,6516.7586,0.47049,1.55973,0.78073
0.5625,6516.7786,0.46682,1.20848,0.80394
0.575,6516.7986,0.41368,0.93481,0.87419
0.5956,6516.8186,0.39046,0.80286,1.19123
0.6144,6516.8386,0.5047,0.7711,1.55836
0.6378,6516.8586,0.42101,1.57072,1.61028
0.6567,6516.8786,-0.2149,2.46014,1.35616
0.6754,6516.8986,-0.93389,2.63607,1.2401
0.6947,6516.9186,-1.52093,2.32392,1.2737
0.7223,6516.9386,-1.83919,1.63364,1.46673
0.7364,6516.9586,-1.66754,0.95253,1.5889
0.7652,6516.9787,-1.14036,0.50721,1.39953
0.7836,6516.9987,-0.50629,0.52187,1.10082
0.7996,6517.0187,0.04227,1.0411,1.10143
0.8122,6517.0387,-0.03958,1.23108,1.10571
0.8343,6517.0588,-0.68283,0.55852,0.92795
0.8527,6517.0788,-1.61378,0.3942,0.83509
0.8774,6517.0988,-2.77748,0.60494,0.79294
0.901,6517.1189,-3.19715,0.31051,0.56754
0.9206,6517.1389,-2.69074,0.26042,0.32808
0.9369,6517.1589,-1.78788,-0.00287,0.22851
0.9595,6517.1789,-1.16969,0.04295,-0.18872
0.9759,6517.199,-1.18496,-0.32846,-0.74766
0.9949,6517.219,-0.95833,-0.90389,-1.10929
1.0167,6517.239,-0.44214,-1.66992,-1.55033
1.0504,6517.2591,-0.07074,-1.95764,-1.97611
1.0705,6517.2791,0.28417,-1.71634,-2.2626
1.0872,6517.2991,0.76859,-1.31623,-2.49595
1.094,6517.3192,1.07097,-1.38892,-2.78367
1.1117,6517.3392,0.9042,-1.37854,-3.07994
1.1361,6517.3593,0.77348,-1.34921,-3.41714
1.1561,6517.3794,0.96651,-1.32234,-3.60773
1.1726,6517.3994,1.08319,-1.09082,-3.57657
1.194,6517.4195,0.85167,-1.28263,-3.57841
1.2189,6517.4395,0.52119,-1.84646,-3.36766
1.2341,6517.4596,0.19682,-1.77315,-3.14836
1.2577,6517.4797,-0.02004,-0.70109,-3.03046
1.2737,6517.4997,0.05693,0.1077,-2.8136
1.3035,6517.5198,0.68429,0.39542,-2.4874
1.3231,6517.5399,1.6348,1.01972,-2.25039
1.3338,6517.5599,2.24872,2.24817,-2.41532
1.3539,6517.5799,2.87058,2.36057,-2.68471
1.3758,6517.5999,3.54986,1.48276,-2.7067
1.3974,6517.62,3.19067,-0.84403,-2.8301
1.418,6517.64,0.59022,-4.62773,-4.57534
1.4406,6517.66,-0.53622,-4.35528,-4.42629
1.4589,6517.6801,-0.63884,-4.09872,-3.10865
1.4834,6517.7001,0.38436,-2.46038,-1.43244
1.5044,6517.7201,-1.94182,0.31723,0.49545
1.5227,6517.7401,-2.71212,1.48398,0.61824
1.5413,6517.7602,-2.77993,0.74056,0.90657
1.5599,6517.7802,-2.55024,0.75888,1.36349
1.5741,6517.8002,-2.17639,-0.10671,1.55225
1.5969,6517.8202,-1.93082,-0.73102,1.28164
1.619,6517.8403,-1.53987,-0.57952,0.72331
1.6355,6517.8603,-0.92228,-0.22095,0.77401
1.6559,6517.8803,0.23042,-0.0664,1.07639
1.6758,6517.9004,1.07402,0.14924,1.21078
1.6928,6517.9204,1.32875,0.17245,1.89067
1.7215,6517.9404,1.34341,0.36365,2.51558
1.7358,6517.9604,1.55844,0.66725,2.54796
1.7529,6517.9803,1.7979,0.87556,2.43251
1.7729,6518.0003,1.72704,0.84746,2.6964
1.7953,6518.0203,1.47597,0.63915,3.49969
1.8215,6518.0403,1.13267,0.47972,3.83628
1.8369,6518.0603,0.8425,0.43573,3.74587
1.8547,6518.0803,0.87305,0.91221,3.6353
1.8727,6518.1003,1.07524,1.7381,3.28039
1.8999,6518.1203,1.06669,2.12294,3.15699
1.9264,6518.1403,0.95063,2.06735,3.36102
1.9394,6518.1603,0.95246,1.65258,3.88453
1.9538,6518.1803,0.9659,1.24147,4.40743
1.9756,6518.2003,0.69101,0.84624,4.69698
1.9937,6518.2203,0.16933,0.82119,4.78373
2.0256,6518.2403,-0.37678,0.89816,4.72875
2.047,6518.2603,-0.90274,0.62022,4.38483
2.1028,6518.2803,-1.15319,0.11625,3.84299
2.1135,6518.3003,-0.97177,0.12175,3.10751
2.1179,6518.3203,-0.91373,0.23048,2.25719
2.1305,6518.3403,-1.13426,0.13458,1.64266
2.136,6518.3604,-1.15441,-0.4714,1.30668
2.1598,6518.3804,-0.63823,-0.71453,0.90595
