AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.0422,6516.2181,-0.85476,6.43102,6.71594
0.044,6516.2381,-1.16841,6.36638,6.15568
0.0475,6516.2581,-1.45332,6.27061,7.09663
0.052,6516.2782,-1.43896,6.15807,8.41588
0.0874,6516.2982,-1.34558,6.13653,8.54517
0.1364,6516.3182,-0.8763,6.21793,7.63295
0.1416,6516.3382,-0.28013,6.45736,6.82368
0.1439,6516.3583,-0.11253,6.49088,6.34483
0.1556,6516.3783,-0.09817,6.36159,6.53158
0.1739,6516.3983,-0.19633,6.27779,7.15649
0.195,6516.4184,-0.33999,6.25624,7.6521
0.2356,6516.4384,-0.249,6.37595,7.37676
0.237,6516.4584,-0.07662,6.55552,6.95297
0.2513,6516.4784,-0.15084,6.73031,6.74228
0.2696,6516.4985,-0.43815,6.93143,6.76143
0.2932,6516.5185,-0.62251,7.15888,7.32888
0.3126,6516.5385,-0.63688,7.26423,8.02082
0.3294,6516.5586,-0.77814,7.2331,8.57629
0.3519,6516.5786,-1.01996,7.21156,8.4494
0.374,6516.5986,-1.10137,7.24986,7.6952
0.3935,6516.6186,-1.14207,7.38155,6.91945
0.412,6516.6387,-1.4222,7.34324,6.86678
0.4291,6516.6587,-1.79331,7.13015,7.24986
0.4495,6516.6787,-2.14288,6.941,7.60182
0.4718,6516.6987,-2.44695,6.72552,7.67365
0.4895,6516.7187,-2.77257,6.59623,7.57549
0.5159,6516.7387,-3.18439,6.71834,7.49169
0.5333,6516.7586,-3.65606,7.00565,7.53718
0.5579,6516.7786,-4.04872,7.21874,7.56112
0.5707,6516.7986,-4.37913,7.01044,7.52042
0.5968,6516.8186,-4.57546,6.3975,7.59943
0.6154,6516.8386,-4.2235,5.74626,7.64013
0.6398,6516.8586,-2.97369,5.02798,6.91227
0.6582,6516.8786,-1.56825,4.24505,5.83245
0.6725,6516.8986,-0.2107,3.58184,5.07586
0.6963,6516.9186,0.85236,3.16044,4.85798
0.7208,6516.9386,1.57783,3.03115,5.32008
0.741,6516.9586,2.41582,2.95932,6.17483
0.7624,6516.9787,3.47649,2.76539,6.91706
0.7772,6516.9987,4.28815,2.69116,7.08705
0.7941,6517.0187,4.59222,2.85398,6.47412
0.8161,6517.0387,4.49884,3.16284,5.63852
0.8325,6517.0588,4.02956,3.54113,4.77179
0.851,6517.0788,3.62254,3.84281,3.92422
0.8732,6517.0988,3.80211,4.2666,4.08224
0.9028,6517.1189,3.9721,4.35997,5.96653
0.9247,6517.1389,3.71352,4.56828,8.0304
0.9332,6517.1589,3.41902,5.34163,9.76864
0.9556,6517.1789,3.55071,6.28976,10.64973
0.9725,6517.199,3.59381,7.06551,11.23154
0.9925,6517.219,3.50043,7.4845,12.39756
1.0218,6517.239,3.5531,7.69759,13.43906
1.033,6517.2591,3.28973,7.84843,14.20523
1.0687,6517.2791,2.87074,7.73351,14.89718
1.0852,6517.2991,2.33921,7.34324,15.11266
1.0947,6517.3192,1.86514,6.7758,14.6386
1.112,6517.3392,1.78134,5.97372,13.73595
1.1348,6517.3593,1.82923,5.31529,13.15654
1.1523,6517.3794,1.66163,4.94657,12.52924
1.1716,6517.3994,1.7143,3.91464,11.34407
1.1954,6517.4195,1.56586,2.48765,10.12778
1.2173,6517.4395,1.13967,1.38868,9.16768
1.2321,6517.4596,0.69673,0.7949,8.1549
1.2537,6517.4797,0.14605,0.53153,7.36239
1.2784,6517.4997,-0.53871,0.38548,7.41507
1.2937,6517.5198,-1.32164,0.47646,8.33447
1.3263,6517.5399,-1.75979,0.23943,7.87238
1.3315,6517.5599,-1.96091,-0.249,6.93861
1.3521,6517.5799,-2.06865,-0.34478,6.23948
1.3738,6517.5999,-3.21551,-0.28252,5.32966
1.3938,6517.62,-4.05351,-0.54829,3.17241
1.4196,6517.64,-5.33444,-0.11014,1.25699
1.4364,6517.66,-8.52841,0.53153,2.25062
1.4642,6517.6801,-9.15571,1.18995,3.62972
1.4802,6517.7001,-9.09585,1.0439,3.41902
1.501,6517.7201,-8.43264,0.52674,4.36716
1.5236,6517.7401,-8.30334,1.24981,5.53317
1.5396,6517.7602,-8.58108,1.87472,6.90509
1.5541,6517.7802,-8.51165,2.32245,8.29137
1.5748,6517.8002,-8.4901,2.81567,8.91628
1.5953,6517.8202,-8.13096,3.25382,9.62977
1.6141,6517.8403,-7.71196,3.65127,11.35365
1.6365,6517.8603,-7.64013,3.90746,13.18288
1.6543,6517.8803,-7.53957,3.88591,14.46381
1.6736,6517.9004,-7.94181,3.56986,14.56916
1.6946,6517.9204,-8.49489,3.49085,14.32255
1.7221,6517.9404,-7.67844,3.45254,14.02327
1.7341,6517.9604,-6.16047,3.7207,13.80539
1.7514,6517.9803,-5.25783,3.78774,13.27865
1.7712,6518.0003,-5.69359,3.67282,12.49333
1.794,6518.0203,-5.35839,3.28734,11.36802
1.8307,6518.0403,-3.83563,3.27058,10.27623
1.8349,6518.0603,-2.38949,3.32804,9.55555
1.8533,6518.0803,-1.15643,3.21312,9.10782
1.8715,6518.1003,0.10056,2.98805,8.57869
1.901,6518.1203,0.48843,2.57624,7.60422
1.9236,6518.1403,0.31844,1.9657,6.51722
1.9351,6518.1603,-0.02634,1.2953,5.41585
1.9519,6518.1803,-0.06704,0.70871,4.35279
1.974,6518.2003,0.52674,0.28971,3.31607
1.9943,6518.2203,1.60895,0.0407,2.58582
2.031,6518.2403,2.69116,-0.1676,2.24104
2.0448,6518.2603,3.85957,-0.25379,2.37273
2.096,6518.2803,5.28416,0.04789,3.12453
2.1153,6518.3003,7.07748,0.68716,3.90985
2.1164,6518.3203,8.23391,1.14207,4.41265
2.1311,6518.3403,8.55953,1.37671,4.96094
2.1347,6518.3604,8.81811,1.59459,6.1054
2.1591,6518.3804,9.63456,1.88908,6.9003
2.1739,6518.4004,10.4965,2.37512,7.08466
2.1923,6518.4204,11.00648,2.85876,6.99847
2.2181,6518.4405,10.85325,3.24185,7.02241
2.2326,6518.4605,10.92747,3.71352,7.43183
2.2534,6518.4805,11.2076,4.11815,7.74308
2.2759,6518.5006,11.39675,4.37913,8.19081
2.2914,6518.5206,11.56914,4.59461,9.22754
2.3474,6518.5406,11.8756,4.86517,10.65931
2.355,6518.5606,11.85645,4.98009,11.32971
2.3575,6518.5807,11.27703,4.91305,11.29858
2.3729,6518.6007,10.4151,4.81728,11.4566
2.3938,6518.6207,9.64174,4.65926,11.85166
2.4141,6518.6408,8.75826,4.40786,11.99771
2.4326,6518.6608,7.90829,4.11576,11.92349
2.4538,6518.6808,6.98649,3.5531,11.50928
2.4734,6518.7008,5.79415,2.57385,10.69044
2.4928,6518.7209,4.34082,1.73345,9.7878
2.5203,6518.7409,3.07185,1.16362,8.66249
2.5411,6518.7609,1.83641,0.39027,7.55633
2.5573,6518.781,0.90264,0.01915,6.67524
2.5744,6518.801,0.15802,-0.30407,5.33444
2.5967,6518.821,-0.8763,-0.90982,3.89309
2.6231,6518.841,-2.43258,-1.11334,2.91383
2.6344,6518.8611,-4.64968,-0.66561,3.05988
2.6547,6518.8811,-6.27539,-0.07183,4.1804
2.6749,6518.9011,-7.50126,0.0431,4.71912
2.6944,6518.9211,-8.74868,0.45012,5.15966
2.7247,6518.9411,-9.29457,1.40305,5.51401
2.7499,6518.9611,-8.88037,2.29372,5.18121
2.7549,6518.9811,-8.58348,3.0958,4.75982
2.7759,6519.0011,-8.45658,3.67521,5.01122
2.7934,6519.0211,-8.55714,3.9314,5.61457
2.823,6519.0411,-9.49809,4.15646,6.00484
2.8434,6519.0611,-10.60664,4.53236,6.84523
2.8606,6519.0811,-10.9969,5.02319,8.55235
2.9014,6519.1011,-10.68325,5.86837,10.5372
2.9153,6519.1211,-9.8716,7.01762,12.08869
2.9191,6519.1411,-8.70319,8.23391,12.86204
2.9386,6519.1611,-7.27141,9.35443,13.07992
2.9524,6519.1811,-6.1485,10.04159,12.97218
2.9738,6519.201,-5.38233,10.30496,12.47417
2.9959,6519.221,-4.8532,10.09426,11.47576
3.0235,6519.241,-4.6832,9.50288,10.19482
