AppTimestamp(s),MAC,RSSI
0.0604,BE:AC:20:23:00:02,-78
1.6512,BE:AC:20:23:00:02,-85
1.715,BE:AC:20:23:00:01,-94
1.8493,BE:AC:20:23:00:02,-84
2.1411,BE:AC:20:23:00:02,-92
2.1577,BE:AC:20:23:00:01,-100
3.4799,BE:AC:20:23:00:02,-86
3.886,BE:AC:20:23:00:02,-85
4.0922,BE:AC:20:23:00:02,-79
4.1758,BE:AC:20:23:00:01,-99
5.544,BE:AC:20:23:00:02,-79
5.7696,BE:AC:20:23:00:02,-84
5.9704,BE:AC:20:23:00:02,-98
6.0365,BE:AC:20:23:00:01,-96
6.7646,BE:AC:20:23:00:02,-86
7.613,BE:AC:20:23:00:02,-91
7.7819,BE:AC:20:23:00:02,-81
7.9858,BE:AC:20:23:00:02,-84
8.071,BE:AC:20:23:00:01,-95
9.5114,BE:AC:20:23:00:01,-102
9.6442,BE:AC:20:23:00:02,-94
9.8445,BE:AC:20:23:00:02,-88
10.0472,BE:AC:20:23:00:02,-82
11.2784,BE:AC:20:23:00:02,-85
11.4735,BE:AC:20:23:00:02,-95
11.6857,BE:AC:20:23:00:02,-88
11.8865,BE:AC:20:23:00:02,-86
12.0847,BE:AC:20:23:00:02,-93
12.5009,BE:AC:20:23:00:02,-82
13.5443,BE:AC:20:23:00:02,-90
13.7175,BE:AC:20:23:00:02,-84
13.912,BE:AC:20:23:00:02,-84
13.9948,BE:AC:20:23:00:01,-100
14.1556,BE:AC:20:23:00:02,-85
15.36,BE:AC:20:23:00:02,-86
15.5519,BE:AC:20:23:00:02,-84
15.6306,BE:AC:20:23:00:01,-98
16.0011,BE:AC:20:23:00:02,-93
16.0486,BE:AC:20:23:00:01,-97
16.1681,BE:AC:20:23:00:02,-91
17.4837,BE:AC:20:23:00:01,-95
17.6018,BE:AC:20:23:00:02,-82
17.8228,BE:AC:20:23:00:02,-92
18.0224,BE:AC:20:23:00:02,-95
18.2389,BE:AC:20:23:00:02,-86
19.7001,BE:AC:20:23:00:02,-78
19.8836,BE:AC:20:23:00:02,-84
20.0758,BE:AC:20:23:00:02,-88
21.5038,BE:AC:20:23:00:02,-88
21.7344,BE:AC:20:23:00:02,-91
21.9482,BE:AC:20:23:00:02,-88
23.1477,BE:AC:20:23:00:02,-79
23.5574,BE:AC:20:23:00:02,-92
23.7764,BE:AC:20:23:00:02,-82
23.97,BE:AC:20:23:00:02,-83
25.4805,BE:AC:20:23:00:01,-98
25.61,BE:AC:20:23:00:02,-84
25.8174,BE:AC:20:23:00:02,-86
26.0022,BE:AC:20:23:00:02,-92
26.2115,BE:AC:20:23:00:02,-78
27.5288,BE:AC:20:23:00:01,-96
27.658,BE:AC:20:23:00:02,-80
27.8477,BE:AC:20:23:00:02,-76
28.0548,BE:AC:20:23:00:02,-82
29.4948,BE:AC:20:23:00:02,-100
29.6778,BE:AC:20:23:00:02,-77
29.7787,BE:AC:20:23:00:01,-98
29.8798,BE:AC:20:23:00:02,-89
29.9804,BE:AC:20:23:00:01,-97
30.0965,BE:AC:20:23:00:02,-86
31.5475,BE:AC:20:23:00:02,-88
31.7429,BE:AC:20:23:00:02,-76
31.823,BE:AC:20:23:00:01,-97
31.9495,BE:AC:20:23:00:02,-93
32.0225,BE:AC:20:23:00:01,-94
33.489,BE:AC:20:23:00:01,-98
33.6177,BE:AC:20:23:00:02,-77
33.8038,BE:AC:20:23:00:02,-94
34.0796,BE:AC:20:23:00:01,-100
35.4519,BE:AC:20:23:00:02,-78
35.7117,BE:AC:20:23:00:01,-96
35.8652,BE:AC:20:23:00:02,-85
35.9191,BE:AC:20:23:00:01,-98
36.0601,BE:AC:20:23:00:02,-77
36.4735,BE:AC:20:23:00:02,-80
37.4943,BE:AC:20:23:00:02,-86
37.7853,BE:AC:20:23:00:01,-100
37.9132,BE:AC:20:23:00:02,-88
38.117,BE:AC:20:23:00:02,-84
39.9631,BE:AC:20:23:00:02,-83
40.0254,BE:AC:20:23:00:01,-99
41.1751,BE:AC:20:23:00:02,-84
41.5908,BE:AC:20:23:00:02,-81
41.79,BE:AC:20:23:00:02,-82
42.024,BE:AC:20:23:00:02,-82
43.6422,BE:AC:20:23:00:02,-82
43.8559,BE:AC:20:23:00:02,-80
43.8965,BE:AC:20:23:00:01,-99
44.049,BE:AC:20:23:00:02,-82
45.486,BE:AC:20:23:00:02,-82
45.6951,BE:AC:20:23:00:02,-79
45.9086,BE:AC:20:23:00:02,-83
46.098,BE:AC:20:23:00:02,-86
47.177,BE:AC:20:23:00:01,-97
47.5647,BE:AC:20:23:00:02,-87
47.7484,BE:AC:20:23:00:02,-81
47.9503,BE:AC:20:23:00:02,-88
49.602,BE:AC:20:23:00:02,-81
49.8032,BE:AC:20:23:00:02,-82
50.006,BE:AC:20:23:00:02,-80
50.0389,BE:AC:20:23:00:01,-97
51.6453,BE:AC:20:23:00:02,-83
51.8489,BE:AC:20:23:00:02,-83
52.0659,BE:AC:20:23:00:02,-81
52.0944,BE:AC:20:23:00:01,-97
53.4879,BE:AC:20:23:00:02,-79
53.5174,BE:AC:20:23:00:01,-98
53.7044,BE:AC:20:23:00:02,-84
53.8954,BE:AC:20:23:00:02,-80
53.9169,BE:AC:20:23:00:01,-100
54.0985,BE:AC:20:23:00:02,-82
55.5228,BE:AC:20:23:00:02,-84
55.7386,BE:AC:20:23:00:02,-86
55.9432,BE:AC:20:23:00:02,-84
55.9761,BE:AC:20:23:00:01,-102
57.7927,BE:AC:20:23:00:02,-80
57.9967,BE:AC:20:23:00:02,-81
59.6403,BE:AC:20:23:00:02,-80
59.6706,BE:AC:20:23:00:01,-96
59.8277,BE:AC:20:23:00:02,-84
59.8477,BE:AC:20:23:00:01,-94
60.0455,BE:AC:20:23:00:02,-84
