AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0442,16441.1245,-2.3,-32.8,-7.6
0.0462,16441.1445,-2,-32.9,-7.5
0.0482,16441.1645,-1.9,-33,-7.4
0.062,16441.1846,-1.8,-33.1,-7.3
0.0825,16441.2046,-1.8,-33.2,-7.2
0.11,16441.2246,-1.7,-33.3,-6.9
0.1164,16441.2446,-1.7,-33.3,-6.9
0.1403,16441.2647,-1.8,-33.3,-7
0.1603,16441.2847,-1.9,-33.2,-7.3
0.1773,16441.3047,-2.1,-33,-7.6
0.1962,16441.3247,-2.6,-32.5,-8.7
0.2186,16441.3447,-3.5,-32,-9.7
0.2361,16441.3647,-4.3,-31.9,-10.3
0.2567,16441.3847,-4.4,-31.5,-10
0.2781,16441.4047,-4.5,-31.6,-10.9
0.2966,16441.4247,-4.3,-31.6,-11.1
0.3163,16441.4447,-4.5,-31.5,-11
0.3404,16441.4647,-4.5,-31.4,-11.1
0.3568,16441.4847,-4.8,-31.4,-11.2
0.3774,16441.5046,-4.9,-31.3,-11.5
0.3986,16441.5246,-5.1,-31.1,-11.9
0.417,16441.5446,-5.2,-31,-12.2
0.436,16441.5646,-5.3,-30.9,-12.3
0.4581,16441.5846,-5.2,-30.9,-12.4
0.4775,16441.6046,-5.1,-30.9,-12.3
0.4967,16441.6246,-5,-31,-12.2
0.518,16441.6446,-4.8,-31.1,-12.1
0.5357,16441.6646,-4.6,-31.1,-12
0.5566,16441.6846,-4.4,-31.2,-12
0.5782,16441.7046,-4.3,-31.3,-12
0.6005,16441.7246,-4.1,-31.4,-11.8
0.6234,16441.7446,-3.9,-31.4,-11.5
0.6388,16441.7646,-3.7,-31.5,-11.4
0.6573,16441.7846,-3.6,-31.5,-11.5
0.6769,16441.8047,-3.5,-31.5,-11.4
0.6993,16441.8247,-3.5,-31.6,-11.3
0.7179,16441.8447,-3.5,-31.7,-11.2
0.7374,16441.8648,-3.5,-31.7,-11.1
0.7591,16441.8848,-3.5,-31.7,-11.1
0.7775,16441.9048,-3.5,-31.7,-11.1
0.7996,16441.9248,-3.5,-31.8,-11
0.8211,16441.9449,-3.5,-31.8,-11
0.8444,16441.9649,-3.5,-31.9,-10.8
0.8596,16441.9849,-3.6,-31.9,-10.7
0.8833,16442.005,-3.7,-32,-10.6
0.8991,16442.025,-3.9,-32,-10.6
0.9195,16442.045,-4.1,-32.1,-10.6
0.9418,16442.065,-4.2,-32.1,-10.5
0.9622,16442.0851,-4.3,-32.2,-10.3
0.9792,16442.1051,-4.4,-32.2,-10.3
0.9994,16442.1251,-4.4,-32.1,-10.2
1.0188,16442.1452,-4.4,-32.1,-10.2
1.0384,16442.1652,-4.5,-32.2,-10.2
1.0618,16442.1852,-4.7,-32.2,-10.1
1.0796,16442.2052,-4.8,-32.2,-10
1.1052,16442.2253,-4.9,-32.2,-9.9
1.1197,16442.2453,-5,-32.2,-9.8
1.1402,16442.2653,-5.1,-32.2,-9.8
1.1612,16442.2854,-5.2,-32.2,-9.8
1.1831,16442.3054,-5.3,-32.2,-9.8
1.2034,16442.3254,-5.3,-32.2,-9.7
1.2239,16442.3454,-5.4,-32.3,-9.8
1.2503,16442.3654,-5.5,-32.3,-9.8
1.2664,16442.3854,-5.5,-32.3,-9.7
1.2816,16442.4054,-5.6,-32.4,-9.8
1.3018,16442.4254,-5.7,-32.4,-10
1.3178,16442.4454,-5.7,-32.5,-9.9
1.3379,16442.4654,-5.8,-32.5,-9.9
1.3616,16442.4854,-5.7,-32.5,-9.9
1.3779,16442.5054,-5.8,-32.5,-9.9
1.398,16442.5254,-5.8,-32.5,-9.9
1.4226,16442.5454,-5.7,-32.5,-9.9
1.4396,16442.5654,-5.6,-32.5,-9.8
1.4992,16442.5854,-5.7,-32.6,-9.8
1.503,16442.6054,-5.7,-32.6,-9.8
1.5057,16442.6254,-5.6,-32.6,-9.9
1.5174,16442.6454,-5.6,-32.6,-9.8
1.5388,16442.6654,-5.5,-32.6,-9.7
1.5569,16442.6854,-5.6,-32.6,-9.8
1.5749,16442.7054,-5.5,-32.6,-9.7
1.5989,16442.7254,-5.5,-32.6,-9.5
1.617,16442.7453,-5.6,-32.6,-9.3
1.6373,16442.7653,-5.5,-32.6,-9.2
1.6597,16442.7853,-5.5,-32.6,-9.2
1.6781,16442.8053,-5.5,-32.6,-9.3
1.6978,16442.8253,-5.6,-32.6,-9.3
1.7192,16442.8453,-5.6,-32.7,-9.2
1.7376,16442.8653,-5.6,-32.8,-9.2
1.7618,16442.8853,-5.6,-32.8,-9.1
1.7866,16442.9053,-5.6,-32.7,-9.1
1.8014,16442.9253,-5.6,-32.8,-9
1.8227,16442.9453,-5.7,-32.7,-9.1
1.8438,16442.9653,-5.7,-32.7,-9.2
1.8618,16442.9853,-5.7,-32.7,-9.1
1.8864,16443.0053,-5.9,-32.7,-9.2
1.9044,16443.0253,-5.9,-32.6,-9.3
1.921,16443.0453,-6,-32.6,-9.5
1.9398,16443.0653,-6.1,-32.6,-9.6
1.9648,16443.0853,-6.2,-32.6,-9.7
1.9881,16443.1053,-6.3,-32.6,-9.6
2.0002,16443.1253,-6.5,-32.5,-9.7
2.023,16443.1452,-6.7,-32.5,-9.7
2.0851,16443.1652,-7,-32.5,-9.7
2.0918,16443.1852,-7.2,-32.4,-9.8
2.0965,16443.2052,-7.6,-32.4,-9.6
2.1023,16443.2252,-7.9,-32.4,-9.4
2.1221,16443.2452,-8.3,-32.4,-9
2.1386,16443.2652,-10.5,-32.6,-6.3
2.1569,16443.2852,-12.3,-32.3,-3.2
2.177,16443.3052,-14,-32.1,-0.8
2.2038,16443.3252,-14.7,-31.6,3.6
2.2218,16443.3452,-16.2,-30.4,10.8
2.2461,16443.3652,-15.2,-29,19.2
2.2595,16443.3852,-13.6,-27,21.9
2.279,16443.4052,-12,-24,28
2.2996,16443.4252,-9.5,-20.7,31.6
