AppTimestamp(s),MAC,Frequency,RSSI
1.4479,20:23:00:00:00:12,2417,-57
1.4479,20:23:00:00:00:65,2437,-75
1.4479,20:23:00:00:03:11,2462,-75
1.4479,20:23:00:00:00:73,2437,-77
1.4479,20:23:00:00:00:69,2422,-81
1.4479,20:23:00:00:00:79,5220,-83
3.4084,20:23:00:00:00:12,2417,-51
3.4084,20:23:00:00:03:11,2462,-66
3.4084,20:23:00:00:00:65,2437,-73
3.4084,20:23:00:00:00:73,2437,-74
3.4084,20:23:00:00:00:69,2422,-74
3.4084,20:23:00:00:00:44,2462,-78
5.5539,20:23:00:00:03:11,2462,-54
5.5539,20:23:00:00:00:12,2417,-60
5.5539,20:23:00:00:00:69,2422,-74
5.5539,20:23:00:00:00:65,2437,-76
5.5539,20:23:00:00:00:73,2437,-77
5.5539,20:23:00:00:00:90,2437,-82
7.5078,20:23:00:00:00:12,2417,-59
7.5078,20:23:00:00:03:11,2462,-61
7.5078,20:23:00:00:00:73,2437,-67
7.5078,20:23:00:00:00:65,2437,-79
7.5078,20:23:00:00:00:90,2437,-81
7.5078,20:23:00:00:00:15,2452,-81
9.5611,20:23:00:00:00:12,2417,-62
9.5611,20:23:00:00:03:11,2462,-68
9.5611,20:23:00:00:00:73,2437,-71
9.5611,20:23:00:00:00:69,2422,-75
9.5611,20:23:00:00:00:90,2437,-76
9.5611,20:23:00:00:00:65,2437,-76
11.4109,20:23:00:00:03:11,2462,-48
11.4109,20:23:00:00:00:12,2417,-57
11.4109,20:23:00:00:00:73,2437,-70
11.4109,20:23:00:00:00:65,2437,-77
11.4109,20:23:00:00:00:44,2462,-80
11.4109,20:23:00:00:00:90,2437,-80
13.4477,20:23:00:00:03:11,2462,-40
13.4477,20:23:00:00:00:12,2417,-56
13.4477,20:23:00:00:00:90,2437,-72
13.4477,20:23:00:00:00:73,2437,-74
13.4477,20:23:00:00:00:69,2422,-79
13.4477,20:23:00:00:00:65,2437,-81
15.4137,20:23:00:00:00:12,2417,-51
15.4137,20:23:00:00:03:11,2462,-57
15.4137,20:23:00:00:00:69,2422,-77
15.4137,20:23:00:00:00:15,2452,-79
15.4137,20:23:00:00:00:82,2462,-79
15.4137,20:23:00:00:00:44,2462,-82
17.4322,20:23:00:00:00:12,2417,-52
17.4322,20:23:00:00:03:11,2462,-61
17.4322,20:23:00:00:00:73,2437,-73
17.4322,20:23:00:00:00:69,2422,-77
17.4322,20:23:00:00:00:65,2437,-83
17.4322,20:23:00:00:00:15,2452,-83
19.5612,20:23:00:00:00:12,2417,-50
19.5612,20:23:00:00:03:11,2462,-63
19.5612,20:23:00:00:00:73,2437,-72
19.5612,20:23:00:00:00:69,2422,-79
19.5612,20:23:00:00:00:90,2437,-79
19.5612,20:23:00:00:00:65,2437,-80
21.6181,20:23:00:00:00:12,2417,-52
21.6181,20:23:00:00:03:11,2462,-68
21.6181,20:23:00:00:00:73,2437,-75
21.6181,20:23:00:00:00:69,2422,-77
21.6181,20:23:00:00:00:44,2462,-81
21.6181,20:23:00:00:00:98,2462,-81
23.5033,20:23:00:00:00:12,2417,-58
23.5033,20:23:00:00:03:11,2462,-78
23.5033,20:23:00:00:00:65,2437,-80
23.5033,20:23:00:00:00:69,2422,-82
23.5033,20:23:00:00:00:73,2437,-83
23.5033,20:23:00:00:00:82,2462,-83
25.4156,20:23:00:00:00:12,2417,-63
25.4156,20:23:00:00:00:73,2437,-67
25.4156,20:23:00:00:03:11,2462,-74
25.4156,20:23:00:00:00:65,2437,-75
25.4156,20:23:00:00:00:82,2462,-80
25.4156,20:23:00:00:00:55,2427,-81
27.556,20:23:00:00:00:12,2417,-48
27.556,20:23:00:00:00:69,2422,-76
27.556,20:23:00:00:03:11,2462,-76
27.556,20:23:00:00:00:73,2437,-78
27.556,20:23:00:00:00:44,2462,-83
27.556,20:23:00:00:00:55,2427,-84
29.4538,20:23:00:00:00:12,2417,-50
29.4538,20:23:00:00:00:73,2437,-70
29.4538,20:23:00:00:03:11,2462,-74
29.4538,20:23:00:00:00:69,2422,-75
29.4538,20:23:00:00:00:55,2427,-77
29.4538,20:23:00:00:00:65,2437,-82
31.5703,20:23:00:00:00:12,2417,-56
31.5703,20:23:00:00:00:73,2437,-77
31.5703,20:23:00:00:00:69,2422,-79
31.5703,20:23:00:00:03:11,2462,-81
31.5703,20:23:00:00:00:15,2452,-83
31.5703,20:23:00:00:00:79,5220,-84
33.4494,20:23:00:00:00:12,2417,-62
33.4494,20:23:00:00:00:73,2437,-75
33.4494,20:23:00:00:00:69,2422,-76
33.4494,20:23:00:00:03:11,2462,-76
33.4494,20:23:00:00:00:55,2427,-81
33.4494,20:23:00:00:00:65,2437,-85
35.4238,20:23:00:00:00:12,2417,-61
35.4238,20:23:00:00:03:11,2462,-75
35.4238,20:23:00:00:00:73,2437,-77
35.4238,20:23:00:00:00:65,2437,-78
35.4238,20:23:00:00:00:69,2422,-79
35.4238,20:23:00:00:00:79,5220,-82
37.5554,20:23:00:00:00:12,2417,-65
37.5554,20:23:00:00:03:11,2462,-74
37.5554,20:23:00:00:00:73,2437,-75
37.5554,20:23:00:00:00:69,2422,-78
37.5554,20:23:00:00:00:65,2437,-80
37.5554,20:23:00:00:00:15,2452,-83
39.4191,20:23:00:00:00:69,2422,-78
39.4191,20:23:00:00:00:65,2437,-79
39.4191,20:23:00:00:00:73,2437,-80
39.4191,20:23:00:00:00:79,5220,-84
39.4191,20:23:00:00:00:82,2462,-84
39.4191,20:23:00:00:00:44,2462,-85
41.4308,20:23:00:00:03:11,2462,-75
41.4308,20:23:00:00:00:69,2422,-79
41.4308,20:23:00:00:00:65,2437,-79
41.4308,20:23:00:00:00:73,2437,-80
41.4308,20:23:00:00:00:80,5220,-82
41.4308,20:23:00:00:00:15,2452,-85
43.4178,20:23:00:00:00:12,2417,-62
43.4178,20:23:00:00:00:73,2437,-76
43.4178,20:23:00:00:03:11,2462,-76
43.4178,20:23:00:00:00:65,2437,-78
43.4178,20:23:00:00:00:69,2422,-80
43.4178,20:23:00:00:00:80,5220,-81
45.4532,20:23:00:00:00:12,2417,-60
45.4532,20:23:00:00:03:11,2462,-70
45.4532,20:23:00:00:00:65,2437,-78
45.4532,20:23:00:00:00:69,2422,-79
45.4532,20:23:00:00:00:73,2437,-80
45.4532,20:23:00:00:00:79,5220,-82
47.4382,20:23:00:00:00:12,2417,-62
47.4382,20:23:00:00:03:11,2462,-70
47.4382,20:23:00:00:00:65,2437,-77
47.4382,20:23:00:00:00:73,2437,-79
47.4382,20:23:00:00:00:69,2422,-79
47.4382,20:23:00:00:00:79,5220,-83
49.42,20:23:00:00:00:73,2437,-78
49.42,20:23:00:00:00:69,2422,-78
49.42,20:23:00:00:00:65,2437,-78
49.42,20:23:00:00:03:11,2462,-78
49.42,20:23:00:00:00:82,2462,-84
49.42,20:23:00:00:00:55,2427,-85
51.4163,20:23:00:00:00:12,2417,-63
51.4163,20:23:00:00:00:73,2437,-77
51.4163,20:23:00:00:00:65,2437,-78
51.4163,20:23:00:00:03:11,2462,-79
51.4163,20:23:00:00:00:69,2422,-80
51.4163,20:23:00:00:00:55,2427,-83
53.5268,20:23:00:00:03:11,2462,-61
53.5268,20:23:00:00:00:12,2417,-64
53.5268,20:23:00:00:00:65,2437,-78
53.5268,20:23:00:00:00:69,2422,-80
