AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.0447,16441.1245,0.21193,-0.12609,-0.15211
0.0467,16441.1445,-0.01531,-0.11632,0.09041
0.0488,16441.1645,-0.22178,-0.32584,0.17104
0.0625,16441.1846,-0.17841,-0.62578,0.16677
0.0828,16441.2046,-0.18635,-0.9923,-0.011
0.1104,16441.2246,-0.48506,-1.30323,0.0562
0.1167,16441.2446,-1.43679,-1.86461,0.50396
0.1416,16441.2647,-2.2804,-2.27145,0.50091
0.1593,16441.2847,-2.81307,-2.53168,0.60659
0.1783,16441.3047,-2.33965,-0.897,0.62308
0.1971,16441.3247,-0.67687,0.22088,0.51679
0.2194,16441.3447,0.79226,-0.34173,0.09041
0.237,16441.3647,1.09341,0.09871,-0.17776
0.258,16441.3847,0.5247,0.82991,-0.00977
0.279,16441.4047,-0.39343,0.67964,0.02566
0.2975,16441.4247,-0.45818,-0.12792,-0.09468
0.317,16441.4447,0.32739,-0.44741,-0.20586
0.3413,16441.4647,0.78187,-0.10044,-0.49663
0.3576,16441.4847,0.40986,0.17873,-0.58216
0.3781,16441.5046,-0.10694,0.83358,-0.33292
0.3993,16441.5246,-0.11243,0.69674,-0.22663
0.4177,16441.5446,0.10748,-0.04118,-0.0733
0.4367,16441.5646,0.28524,-0.11937,0.00855
0.4589,16441.5846,0.22415,0.0645,-0.06536
0.4783,16441.6046,0.07571,0.30884,-0.08186
0.4974,16441.6246,0.02868,0.41025,-0.10507
0.5195,16441.6446,0.01829,0.32289,-0.02749
0.5365,16441.6646,0.09343,0.08344,0.08002
0.5575,16441.6846,0.17956,0.09748,-0.11118
0.5792,16441.7046,0.22904,0.30212,-0.13806
0.6015,16441.7246,0.13374,0.33511,-0.15638
0.6243,16441.7446,-0.09289,0.25387,0.12034
0.6396,16441.7646,0.02134,0.05778,0.34819
0.658,16441.7846,0.2828,-0.59157,0.26695
0.6778,16441.8047,0.26752,-0.56775,0.10568
0.7,16441.8247,0.12886,-0.10532,0.0562
0.7185,16441.8447,-0.00859,0.08405,0.03054
0.7381,16441.8648,-0.09777,0.12314,0.00916
0.76,16441.8848,-0.03485,-0.00148,-0.00672
0.7786,16441.9048,0.19422,-0.1151,0.04581
0.8016,16441.9248,0.21927,-0.087,0.04093
0.8224,16441.9449,0.07816,-0.07539,0.08735
0.8459,16441.9649,-0.02752,0.06267,0.50946
0.8607,16441.9849,0.01035,-0.10227,0.34514
0.8851,16442.005,0.15268,-0.15358,0.08613
0.9001,16442.025,0.19361,-0.2055,0.0562
0.9219,16442.045,0.08671,-0.01064,0.08002
0.9434,16442.065,0.01707,0.08038,0.06597
0.9636,16442.0851,-0.06662,-0.01797,0.06475
0.9807,16442.1051,-0.05257,-0.12548,0.11667
1.0002,16442.1251,-0.05135,-0.00392,0.06597
1.0199,16442.1452,-0.04402,-0.17191,0.05253
1.0398,16442.1652,-0.06967,-0.23421,0.05498
1.0608,16442.1852,0.04089,-0.31302,0.03299
1.081,16442.2052,0.10809,-0.42236,0.03665
1.1063,16442.2253,0.02929,-0.32523,0.06231
1.1206,16442.2453,-0.02142,-0.25865,0.12645
1.1418,16442.2653,0.05128,-0.32462,0.12462
1.163,16442.2854,0.15818,-0.52926,0.00611
1.1852,16442.3054,0.10503,-0.28797,0.00489
1.2057,16442.3254,-0.01347,-0.00025,-0.05742
1.2262,16442.3454,-0.0825,0.1659,-0.11362
1.2566,16442.3654,-0.04585,0.10359,-0.13561
1.2678,16442.3854,-0.02203,0.03823,-0.18021
1.2826,16442.4054,-0.01225,0.00097,-0.16371
1.3036,16442.4254,0.03051,0.00402,-0.10751
1.3188,16442.4454,0.07693,-0.02652,0.04887
1.3388,16442.4654,0.10626,-0.0705,0.02566
1.3628,16442.4854,0.06838,-0.06378,-0.01283
1.3789,16442.5054,-0.00187,0.07061,-0.07086
1.3987,16442.5254,0.0189,0.14086,-0.09102
1.4216,16442.5454,0.03173,0.06267,-0.0452
1.4407,16442.5654,0.03539,0.07549,0.00244
1.4997,16442.5854,0.11786,0.07672,-0.04032
1.5035,16442.6054,0.11542,0.00341,-0.04276
1.5063,16442.6254,-0.00981,-0.04424,-0.06597
1.518,16442.6454,-0.06418,-0.08211,-0.09346
1.5392,16442.6654,-0.04646,-0.09555,-0.03665
1.5573,16442.6854,-0.01042,-0.03568,-0.02138
1.5751,16442.7054,-0.00675,-0.06439,-0.02077
1.5992,16442.7254,-0.06173,-0.01491,0.00489
1.6185,16442.7453,-0.12832,0.0028,0.01649
1.6379,16442.7653,-0.17108,0.05839,0.00611
