AppTimestamp(s),SensorTimestamp(s),PitchX,RollY,YawZ,Quat_x,Quat_y,Quat_z
0.0432,16441.1245,51.189629,6.092154,-170.332901,0.084104,-0.42582199,-0.895459
0.0456,16441.1445,51.385254,6.139024,-170.48877,0.083979,-0.42743099,-0.89481598
0.0492,16441.1645,51.310486,5.788364,-170.251007,0.082092,-0.426972,-0.89515102
0.0615,16441.1846,51.099144,5.089856,-169.929138,0.077724,-0.425688,-0.89616197
0.0832,16441.2046,50.940331,4.132231,-169.75235,0.0708,-0.425138,-0.89723098
0.1107,16441.2246,50.727772,3.040181,-169.88649,0.061621,-0.424436,-0.89876902
0.1171,16441.2446,49.933361,1.289898,-169.675995,0.048137,-0.41943499,-0.90239102
0.1428,16441.2647,48.262257,-1.4144,-169.086823,0.02766,-0.408014,-0.90888703
0.162,16441.2847,45.834743,-4.273202,-168.806503,0.003775,-0.390627,-0.917454
0.1757,16441.3047,43.100143,-6.814058,-168.630859,-0.018684,-0.37033701,-0.92604899
0.198,16441.3247,41.176422,-7.567615,-168.384186,-0.025953,-0.355333,-0.93164402
0.2201,16441.3447,40.913475,-7.788198,-167.959503,-0.026708,-0.35344401,-0.93210602
0.2378,16441.3647,41.97464,-8.298731,-167.838821,-0.029337,-0.362369,-0.92871797
0.2612,16441.3847,43.071098,-7.951451,-167.904984,-0.025555,-0.37095201,-0.92546803
0.2799,16441.4047,43.315823,-7.116061,-167.778122,-0.018138,-0.37239999,-0.924779
0.2954,16441.4247,42.736214,-6.594525,-167.8358,-0.01472,-0.367383,-0.92670399
0.3179,16441.4447,42.416,-6.820164,-168.018188,-0.017461,-0.36493,-0.92778498
0.3391,16441.4647,42.975204,-7.12989,-168.265167,-0.020182,-0.369591,-0.92615801
0.3556,16441.4847,43.817657,-6.785309,-168.907822,-0.018649,-0.37604001,-0.92395002
0.3763,16441.5046,44.130516,-5.918721,-169.566788,-0.013538,-0.377958,-0.92344999
0.4,16441.5246,43.99786,-4.568021,-169.953354,-0.004036,-0.37608999,-0.92420202
0.4184,16441.5446,43.947578,-3.840595,-170.090103,0.001342,-0.37525901,-0.92445302
0.4373,16441.5646,44.134579,-3.89589,-169.987381,0.001385,-0.37679499,-0.92378801
0.4609,16441.5846,44.464294,-4.003648,-169.815414,0.001356,-0.37950701,-0.92261499
0.479,16441.6046,44.661186,-3.806901,-169.744324,0.003339,-0.38096699,-0.921924
0.498,16441.6246,44.734547,-3.322744,-169.735626,0.007323,-0.38125601,-0.921655
0.5214,16441.6446,44.760414,-2.749345,-169.722809,0.011998,-0.38109899,-0.92151302
0.5371,16441.6646,44.799767,-2.478292,-169.559586,0.014752,-0.381219,-0.92124498
0.5595,16441.6846,44.915016,-2.44993,-169.367294,0.015714,-0.382099,-0.92073298
0.58,16441.7046,45.136028,-2.136349,-169.435791,0.018183,-0.38366899,-0.92000097
0.6026,16441.7246,45.385529,-1.61939,-169.555923,0.022126,-0.385337,-0.91916102
0.6223,16441.7446,45.451351,-1.151745,-169.619339,0.025714,-0.385555,-0.91888702
0.6402,16441.7646,45.322002,-1.125362,-169.179413,0.027303,-0.38439801,-0.91900098
0.6597,16441.7846,45.402042,-1.619955,-168.614914,0.025299,-0.38527501,-0.91842997
0.6787,16441.8047,45.690262,-2.571283,-168.244263,0.019181,-0.388221,-0.917373
0.7015,16441.8247,45.918819,-3.150678,-168.120911,0.015172,-0.39045799,-0.916601
0.7192,16441.8447,45.999596,-3.231696,-168.050537,0.014839,-0.39115301,-0.91628802
0.7387,16441.8648,45.946041,-3.132853,-168.024017,0.01567,-0.39064899,-0.916435
0.7624,16441.8848,45.82674,-3.006595,-168.035248,0.016531,-0.389604,-0.91682702
0.7796,16441.9048,45.839104,-3.044656,-168.039932,0.016222,-0.389732,-0.916794
0.8029,16441.9248,46.064213,-3.241301,-167.948563,0.015171,-0.391662,-0.91599602
0.8238,16441.9449,46.257591,-3.399639,-167.875626,0.014338,-0.39331201,-0.91530901
0.8472,16441.9649,46.267101,-3.696139,-167.539566,0.013133,-0.39357099,-0.91505897
0.863,16441.9849,46.182793,-4.211662,-166.79628,0.011483,-0.393222,-0.914819
0.882,16442.005,46.190971,-4.666023,-166.404846,0.009209,-0.393617,-0.914518
0.8975,16442.025,46.374325,-4.947122,-166.325562,0.00744,-0.39529499,-0.913858
0.9235,16442.045,46.539417,-5.239872,-166.221191,0.00565,-0.396835,-0.913234
0.9508,16442.065,46.585197,-5.314623,-166.115189,0.005473,-0.39725301,-0.91299802
0.9681,16442.0851,46.558823,-5.325193,-166.026627,0.005666,-0.397048,-0.91301602
0.9821,16442.1051,46.461178,-5.502194,-165.922409,0.004505,-0.39641401,-0.91326702
1.001,16442.1251,46.385044,-5.722586,-165.768692,0.003192,-0.39598599,-0.91340399
1.0176,16442.1452,46.318859,-5.827662,-165.709106,0.002483,-0.39554599,-0.91358
1.0412,16442.1652,46.24604,-6.123882,-165.649857,0.00024,-0.39521101,-0.91377902
1.0636,16442.1852,46.17625,-6.428578,-165.619675,-0.002169,-0.394907,-0.913984
1.078,16442.2052,46.237846,-6.859652,-165.58786,-0.005423,-0.395744,-0.91373903
1.1073,16442.2253,46.337669,-7.361944,-165.539642,-0.009139,-0.39693701,-0.91333598
1.1213,16442.2453,46.334755,-7.795711,-165.443314,-0.012266,-0.397264,-0.91322899
