AppTimestamp(s),MAC,RSSI
2.7732,BE:AC:20:23:00:02,-81
2.9829,BE:AC:20:23:00:02,-81
3.0989,BE:AC:20:23:00:04,-99
3.2092,BE:AC:20:23:00:02,-79
3.3184,BE:AC:20:23:00:04,-95
4.0187,BE:AC:20:23:00:02,-87
4.8498,BE:AC:20:23:00:02,-73
5.0443,BE:AC:20:23:00:02,-84
5.1815,BE:AC:20:23:00:04,-101
6.8928,BE:AC:20:23:00:02,-81
7.2834,BE:AC:20:23:00:02,-78
8.8584,BE:AC:20:23:00:04,-99
8.9106,BE:AC:20:23:00:02,-70
9.1302,BE:AC:20:23:00:02,-95
9.3395,BE:AC:20:23:00:02,-77
9.5321,BE:AC:20:23:00:02,-71
10.7724,BE:AC:20:23:00:02,-78
10.902,BE:AC:20:23:00:04,-95
11.1678,BE:AC:20:23:00:02,-75
11.3259,BE:AC:20:23:00:04,-101
11.37,BE:AC:20:23:00:02,-77
12.82,BE:AC:20:23:00:02,-81
13.016,BE:AC:20:23:00:02,-81
13.8415,BE:AC:20:23:00:02,-73
14.8827,BE:AC:20:23:00:02,-71
15.0773,BE:AC:20:23:00:02,-75
15.2791,BE:AC:20:23:00:02,-93
17.3356,BE:AC:20:23:00:02,-76
19.2009,BE:AC:20:23:00:02,-69
19.3902,BE:AC:20:23:00:02,-69
20.411,BE:AC:20:23:00:02,-71
20.8219,BE:AC:20:23:00:02,-73
21.0102,BE:AC:20:23:00:02,-84
21.2256,BE:AC:20:23:00:02,-72
21.3436,BE:AC:20:23:00:04,-100
21.5587,BE:AC:20:23:00:04,-100
22.7994,BE:AC:20:23:00:04,-95
22.8646,BE:AC:20:23:00:02,-72
23.0876,BE:AC:20:23:00:02,-67
23.1883,BE:AC:20:23:00:04,-100
23.2773,BE:AC:20:23:00:02,-73
25.1134,BE:AC:20:23:00:02,-93
25.3106,BE:AC:20:23:00:02,-71
26.731,BE:AC:20:23:00:02,-76
26.9576,BE:AC:20:23:00:02,-83
27.0445,BE:AC:20:23:00:04,-101
27.1322,BE:AC:20:23:00:02,-77
27.3671,BE:AC:20:23:00:02,-75
28.9952,BE:AC:20:23:00:02,-75
29.0871,BE:AC:20:23:00:04,-100
29.3958,BE:AC:20:23:00:02,-80
30.8277,BE:AC:20:23:00:02,-78
31.025,BE:AC:20:23:00:02,-74
31.2295,BE:AC:20:23:00:02,-80
31.4306,BE:AC:20:23:00:02,-80
31.8529,BE:AC:20:23:00:02,-78
32.8583,BE:AC:20:23:00:02,-82
32.9941,BE:AC:20:23:00:04,-99
33.1018,BE:AC:20:23:00:02,-73
33.2004,BE:AC:20:23:00:04,-98
33.2751,BE:AC:20:23:00:02,-80
33.4395,BE:AC:20:23:00:04,-100
35.0521,BE:AC:20:23:00:04,-96
35.1301,BE:AC:20:23:00:02,-76
35.325,BE:AC:20:23:00:02,-72
36.9108,BE:AC:20:23:00:04,-100
36.9758,BE:AC:20:23:00:02,-77
37.2932,BE:AC:20:23:00:04,-100
37.381,BE:AC:20:23:00:02,-73
38.8247,BE:AC:20:23:00:02,-73
38.9564,BE:AC:20:23:00:04,-96
39.2469,BE:AC:20:23:00:02,-73
40.7825,BE:AC:20:23:00:04,-97
41.2906,BE:AC:20:23:00:02,-79
42.9308,BE:AC:20:23:00:02,-78
43.043,BE:AC:20:23:00:04,-98
43.1361,BE:AC:20:23:00:02,-72
43.2456,BE:AC:20:23:00:04,-97
43.3454,BE:AC:20:23:00:02,-78
45.0917,BE:AC:20:23:00:04,-96
46.8369,BE:AC:20:23:00:02,-79
47.1391,BE:AC:20:23:00:04,-98
47.2418,BE:AC:20:23:00:02,-79
49.1249,BE:AC:20:23:00:02,-78
49.3034,BE:AC:20:23:00:02,-72
50.7133,BE:AC:20:23:00:02,-73
50.9382,BE:AC:20:23:00:02,-80
51.1323,BE:AC:20:23:00:02,-79
51.341,BE:AC:20:23:00:02,-81
52.973,BE:AC:20:23:00:02,-79
53.1728,BE:AC:20:23:00:02,-71
53.3125,BE:AC:20:23:00:04,-96
53.5005,BE:AC:20:23:00:04,-98
54.7377,BE:AC:20:23:00:04,-95
54.8255,BE:AC:20:23:00:02,-81
55.0391,BE:AC:20:23:00:02,-70
