AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_w,Quat_x,Quat_y,Quat_z
0.0452,16441.1245,-1.03672,7.38155,5.66246,0.21193,-0.12609,-0.15211,-2.3,-32.8,-7.6,51.189629,6.092154,-170.332901,0.09876907074302152,0.084104,-0.42582199,-0.895459
0.0471,16441.1445,-1.29291,7.41986,5.3512,-0.01531,-0.11632,0.09041,-2.0,-32.9,-7.5,51.385254,6.139024,-170.48877,0.09774783006931423,0.083979,-0.42743099,-0.89481598
0.0477,16441.1645,-1.22826,7.58027,5.57866,-0.22178,-0.32584,0.17104,-1.9,-33.0,-7.4,51.310486,5.788364,-170.251007,0.09828767036083232,0.082092,-0.426972,-0.89515102
0.0634,16441.1846,-0.88349,7.86998,5.87316,-0.17841,-0.62578,0.16677,-1.8,-33.1,-7.3,51.099144,5.089856,-169.929138,0.0981958757062596,0.077724,-0.425688,-0.89616197
0.0819,16441.2046,-0.56505,8.10223,6.0216,-0.18635,-0.9923,-0.011,-1.8,-33.2,-7.2,50.940331,4.132231,-169.75235,0.09602921161937943,0.0708,-0.425138,-0.89723098
0.1096,16441.2246,-0.75899,8.14772,5.61457,-0.48506,-1.30323,0.0562,-1.7,-33.3,-6.9,50.727772,3.040181,-169.88649,0.09094604417587122,0.061621,-0.424436,-0.89876902
0.116,16441.2446,-0.76377,8.10462,4.94418,-1.43679,-1.86461,0.50396,-1.7,-33.3,-6.9,49.933361,1.289898,-169.675995,0.08629927820126577,0.048137,-0.41943499,-0.90239102
0.1392,16441.2647,-0.52674,7.91547,4.45814,-2.2804,-2.27145,0.50091,-1.8,-33.3,-7.0,48.262257,-1.4144,-169.086823,0.08175491974052096,0.02766,-0.408014,-0.90888703
0.1612,16441.2847,0.42858,7.45098,5.24346,-2.81307,-2.53168,0.60659,-1.9,-33.2,-7.3,45.834743,-4.273202,-168.806503,0.07532897271302727,0.003775,-0.390627,-0.917454
0.1793,16441.3047,1.52036,6.692,7.46535,-2.33965,-0.897,0.62308,-2.1,-33.0,-7.6,43.100143,-6.814058,-168.630859,0.07024724399035158,-0.018684,-0.37033701,-0.92604899
0.1951,16441.3247,1.80049,6.25145,9.93624,-0.67687,0.22088,0.51679,-2.6,-32.5,-8.7,41.176422,-7.567615,-168.384186,0.0714445302331788,-0.025953,-0.355333,-0.93164402
0.2175,16441.3447,1.83162,6.13174,10.04877,0.79226,-0.34173,0.09041,-3.5,-32.0,-9.7,40.913475,-7.788198,-167.959503,0.07444717597652399,-0.026708,-0.35344401,-0.93210602
