AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.0452,16441.1245,-1.03672,7.38155,5.66246
0.0471,16441.1445,-1.29291,7.41986,5.3512
0.0477,16441.1645,-1.22826,7.58027,5.57866
0.0634,16441.1846,-0.88349,7.86998,5.87316
0.0819,16441.2046,-0.56505,8.10223,6.0216
0.1096,16441.2246,-0.75899,8.14772,5.61457
0.116,16441.2446,-0.76377,8.10462,4.94418
0.1392,16441.2647,-0.52674,7.91547,4.45814
0.1612,16441.2847,0.42858,7.45098,5.24346
0.1793,16441.3047,1.52036,6.692,7.46535
0.1951,16441.3247,1.80049,6.25145,9.93624
0.2175,16441.3447,1.83162,6.13174,10.04877
0.2349,16441.3647,1.93697,6.16765,8.60502
0.2597,16441.3847,1.76219,6.20596,6.72791
0.277,16441.4047,1.57783,6.28258,5.83964
0.2985,16441.4247,1.55867,6.23469,6.72312
0.315,16441.4447,1.41741,5.95935,7.59225
0.3424,16441.4647,1.10376,5.94259,7.10142
0.36,16441.4847,0.44773,6.27779,6.03118
0.3789,16441.5046,0.40942,6.3975,5.9785
0.3978,16441.5246,0.08859,6.45497,6.3568
0.4156,16441.5446,0.11493,6.47412,6.78059
0.4351,16441.5646,0.45491,6.45497,6.96495
0.4597,16441.5846,0.47885,6.68482,6.79735
0.4766,16441.6046,0.5004,6.82129,6.74707
0.4959,16441.6246,0.45731,6.81411,6.76383
0.5204,16441.6446,0.10535,6.75425,6.82129
0.5347,16441.6646,0.11014,6.75185,7.0272
0.5583,16441.6846,0.35196,6.75664,7.32169
0.5771,16441.7046,0.39266,6.82608,7.34803
0.5993,16441.7246,0.10535,6.7734,6.90269
0.6251,16441.7446,-0.50519,6.46694,6.75425
0.638,16441.7646,-0.4621,6.54834,7.16128
0.6589,16441.7846,-0.1652,6.65848,7.111
0.6757,16441.8047,0.2107,6.66566,6.83087
0.7008,16441.8247,0.36632,6.6896,6.6058
0.717,16441.8447,0.45012,6.79495,6.44299
0.7365,16441.8648,0.47167,6.79256,6.51961
0.7617,16441.8848,0.42139,6.74946,6.92424
0.7762,16441.9048,0.40463,6.74467,7.14691
0.7977,16441.9248,0.42858,6.79735,6.96495
0.8198,16441.9449,0.10295,6.69918,6.68242
0.843,16441.9649,0.02873,6.68482,6.70876
0.8619,16441.9849,0.64406,6.91227,6.91945
0.8861,16442.005,0.95771,6.95776,7.11339
0.9011,16442.025,0.93137,6.91706,6.99368
0.9178,16442.045,0.93377,6.98171,6.81889
0.9398,16442.065,0.89546,6.96255,6.71594
0.9657,16442.0851,0.73265,6.94579,6.59383
0.978,16442.1051,0.68716,6.93861,6.63693
0.9982,16442.1251,0.72786,6.92185,6.63214
1.0209,16442.1452,0.64406,6.88354,6.54355
1.0367,16442.1652,0.66082,6.87157,6.57468
1.0628,16442.1852,0.5866,6.90509,6.69679
1.0826,16442.2052,0.65843,6.91467,6.62256
