AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:02:54,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:02:54
1.1648,-62.0,-79.0,-77.0,-84.0,,-81.0,-84.0,,-84.0,-79.0,-83.0,-64.0,,-92.0,,,,-57.0,,,,-89.0,,-92.0,-87.0,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,2437.0,,,,2462.0,,2462.0,2462.0,
3.2102,-62.0,,-74.0,-76.0,,-83.0,-80.0,,-73.0,-79.0,,-60.0,-85.0,-88.0,-83.0,,,-63.0,,,,,,-83.0,,-93.0,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,2462.0,,5200.0
5.1709,-61.0,-69.0,,-85.0,,-74.0,-80.0,,-75.0,-77.0,-86.0,-58.0,-81.0,-81.0,,,,-61.0,,,,-87.0,,-88.0,-84.0,,2437.0,5200.0,,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,,2437.0,,,,2462.0,,2462.0,2462.0,
7.1526,-58.0,-66.0,-77.0,-78.0,,-83.0,-86.0,,-83.0,-79.0,-86.0,-63.0,-88.0,-85.0,-85.0,,,-60.0,,,,-89.0,,-89.0,-88.0,-94.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,2462.0,,2462.0,2462.0,5200.0
9.1661,-65.0,-70.0,-76.0,-77.0,,-80.0,-78.0,,-70.0,-81.0,-83.0,-62.0,-83.0,-86.0,-79.0,,,-61.0,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,
11.2915,-60.0,-67.0,-76.0,-80.0,-94.0,-85.0,-89.0,,-75.0,-77.0,,-63.0,-90.0,-89.0,-79.0,,,-61.0,-93.0,-91.0,-89.0,,-90.0,,,-93.0,2437.0,5200.0,2417.0,2452.0,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,5500.0,5500.0,5500.0,,5500.0,,,5200.0
13.2267,-63.0,,-76.0,-83.0,,-80.0,-87.0,,-79.0,-82.0,,-65.0,-87.0,-85.0,-78.0,,,-67.0,,,,,,-88.0,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,2462.0,,
15.1763,-61.0,-72.0,-77.0,,,-81.0,-85.0,,-72.0,-82.0,-81.0,-59.0,-88.0,-86.0,-84.0,,,-61.0,,,,-92.0,,-91.0,-93.0,,2437.0,5200.0,2417.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,2462.0,,2462.0,2462.0,
17.1584,-62.0,-70.0,-76.0,-80.0,,-77.0,-81.0,,-74.0,,-79.0,-60.0,-80.0,-80.0,-77.0,-88.0,,-61.0,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,
19.1592,-67.0,,-80.0,,,-75.0,-84.0,,-65.0,-81.0,-86.0,-59.0,-86.0,-81.0,-77.0,,,-68.0,,,,-93.0,,-91.0,-92.0,,2437.0,,2417.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,2462.0,,2462.0,2462.0,
