AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
60.7257,49.461087810283,11.110832476574,-2
65.3405,49.461073718862,11.110774331714,-2
69.7171,49.461057929696,11.110709726607,-2
75.1868,49.461102239053,11.110668783747,-2
82.7915,49.461171996441,11.110628587235,-2
90.8602,49.461147167185,11.110526862581,-2
96.1975,49.461101435745,11.110553219149,-2
127.6773,49.461101435745,11.110553219149,-2
133.4948,49.461147167185,11.110526862581,-2
140.9191,49.461171996441,11.110628587235,-2
148.8905,49.461102239053,11.110668783747,-2
154.2619,49.461057929696,11.110709726607,-2
159.2177,49.461073718862,11.110774331714,-2
163.3683,49.461087810283,11.110832476574,-2
