AppTimestamp(s),MAC,Frequency,RSSI
1.1648,20:23:00:00:00:90,2437,-57
1.1648,20:23:00:00:00:01,2437,-62
1.1648,20:23:00:00:00:73,2437,-64
1.1648,20:23:00:00:00:12,2417,-77
1.1648,20:23:00:00:00:65,2437,-79
1.1648,20:23:00:00:00:09,5200,-79
1.1648,20:23:00:00:00:44,2462,-81
1.1648,20:23:00:00:00:69,2422,-83
1.1648,20:23:00:00:00:55,2427,-84
1.1648,20:23:00:00:00:15,2452,-84
1.1648,20:23:00:00:00:45,2412,-84
1.1648,20:23:00:00:01:82,2462,-87
1.1648,20:23:00:00:01:71,2462,-89
1.1648,20:23:00:00:00:80,5220,-92
1.1648,20:23:00:00:01:81,2462,-92
3.2102,20:23:00:00:00:73,2437,-60
3.2102,20:23:00:00:00:01,2437,-62
3.2102,20:23:00:00:00:90,2437,-63
3.2102,20:23:00:00:00:55,2427,-73
3.2102,20:23:00:00:00:12,2417,-74
3.2102,20:23:00:00:00:15,2452,-76
3.2102,20:23:00:00:00:65,2437,-79
3.2102,20:23:00:00:00:45,2412,-80
3.2102,20:23:00:00:00:44,2462,-83
3.2102,20:23:00:00:00:82,2462,-83
3.2102,20:23:00:00:01:81,2462,-83
3.2102,20:23:00:00:00:79,5220,-85
3.2102,20:23:00:00:00:80,5220,-88
3.2102,20:23:00:00:02:54,5200,-93
5.1709,20:23:00:00:00:73,2437,-58
5.1709,20:23:00:00:00:90,2437,-61
5.1709,20:23:00:00:00:01,2437,-61
5.1709,20:23:00:00:00:09,5200,-69
5.1709,20:23:00:00:00:44,2462,-74
5.1709,20:23:00:00:00:55,2427,-75
5.1709,20:23:00:00:00:65,2437,-77
5.1709,20:23:00:00:00:45,2412,-80
5.1709,20:23:00:00:00:80,5220,-81
5.1709,20:23:00:00:00:79,5220,-81
5.1709,20:23:00:00:01:82,2462,-84
5.1709,20:23:00:00:00:15,2452,-85
5.1709,20:23:00:00:00:69,2422,-86
5.1709,20:23:00:00:01:71,2462,-87
5.1709,20:23:00:00:01:81,2462,-88
7.1526,20:23:00:00:00:01,2437,-58
7.1526,20:23:00:00:00:90,2437,-60
7.1526,20:23:00:00:00:73,2437,-63
7.1526,20:23:00:00:00:09,5200,-66
7.1526,20:23:00:00:00:12,2417,-77
7.1526,20:23:00:00:00:15,2452,-78
7.1526,20:23:00:00:00:65,2437,-79
7.1526,20:23:00:00:00:55,2427,-83
7.1526,20:23:00:00:00:44,2462,-83
7.1526,20:23:00:00:00:80,5220,-85
7.1526,20:23:00:00:00:82,2462,-85
7.1526,20:23:00:00:00:45,2412,-86
7.1526,20:23:00:00:00:69,2422,-86
7.1526,20:23:00:00:00:79,5220,-88
7.1526,20:23:00:00:01:82,2462,-88
7.1526,20:23:00:00:01:81,2462,-89
7.1526,20:23:00:00:01:71,2462,-89
7.1526,20:23:00:00:02:54,5200,-94
9.1661,20:23:00:00:00:90,2437,-61
9.1661,20:23:00:00:00:73,2437,-62
9.1661,20:23:00:00:00:01,2437,-65
9.1661,20:23:00:00:00:55,2427,-70
9.1661,20:23:00:00:00:09,5200,-70
9.1661,20:23:00:00:00:12,2417,-76
9.1661,20:23:00:00:00:15,2452,-77
9.1661,20:23:00:00:00:45,2412,-78
9.1661,20:23:00:00:00:82,2462,-79
9.1661,20:23:00:00:00:44,2462,-80
9.1661,20:23:00:00:00:65,2437,-81
9.1661,20:23:00:00:00:79,5220,-83
9.1661,20:23:00:00:00:69,2422,-83
9.1661,20:23:00:00:00:80,5220,-86
11.2915,20:23:00:00:00:01,2437,-60
11.2915,20:23:00:00:00:90,2437,-61
11.2915,20:23:00:00:00:73,2437,-63
11.2915,20:23:00:00:00:09,5200,-67
11.2915,20:23:00:00:00:55,2427,-75
11.2915,20:23:00:00:00:12,2417,-76
11.2915,20:23:00:00:00:65,2437,-77
11.2915,20:23:00:00:00:82,2462,-79
11.2915,20:23:00:00:00:15,2452,-80
11.2915,20:23:00:00:00:44,2462,-85
11.2915,20:23:00:00:00:80,5220,-89
11.2915,20:23:00:00:00:45,2412,-89
11.2915,20:23:00:00:01:27,5500,-89
11.2915,20:23:00:00:00:79,5220,-90
11.2915,20:23:00:00:01:74,5500,-90
11.2915,20:23:00:00:01:21,5500,-91
11.2915,20:23:00:00:02:54,5200,-93
11.2915,20:23:00:00:01:16,5500,-93
11.2915,20:23:00:00:00:38,2457,-94
13.2267,20:23:00:00:00:01,2437,-63
13.2267,20:23:00:00:00:73,2437,-65
13.2267,20:23:00:00:00:90,2437,-67
13.2267,20:23:00:00:00:12,2417,-76
13.2267,20:23:00:00:00:82,2462,-78
13.2267,20:23:00:00:00:55,2427,-79
13.2267,20:23:00:00:00:44,2462,-80
13.2267,20:23:00:00:00:65,2437,-82
13.2267,20:23:00:00:00:15,2452,-83
13.2267,20:23:00:00:00:80,5220,-85
13.2267,20:23:00:00:00:45,2412,-87
13.2267,20:23:00:00:00:79,5220,-87
13.2267,20:23:00:00:01:81,2462,-88
15.1763,20:23:00:00:00:73,2437,-59
15.1763,20:23:00:00:00:90,2437,-61
15.1763,20:23:00:00:00:01,2437,-61
15.1763,20:23:00:00:00:55,2427,-72
15.1763,20:23:00:00:00:09,5200,-72
15.1763,20:23:00:00:00:12,2417,-77
15.1763,20:23:00:00:00:44,2462,-81
15.1763,20:23:00:00:00:69,2422,-81
15.1763,20:23:00:00:00:65,2437,-82
15.1763,20:23:00:00:00:82,2462,-84
15.1763,20:23:00:00:00:45,2412,-85
15.1763,20:23:00:00:00:80,5220,-86
15.1763,20:23:00:00:00:79,5220,-88
15.1763,20:23:00:00:01:81,2462,-91
15.1763,20:23:00:00:01:71,2462,-92
15.1763,20:23:00:00:01:82,2462,-93
17.1584,20:23:00:00:00:73,2437,-60
17.1584,20:23:00:00:00:90,2437,-61
17.1584,20:23:00:00:00:01,2437,-62
17.1584,20:23:00:00:00:09,5200,-70
17.1584,20:23:00:00:00:55,2427,-74
17.1584,20:23:00:00:00:12,2417,-76
17.1584,20:23:00:00:00:44,2462,-77
17.1584,20:23:00:00:00:82,2462,-77
17.1584,20:23:00:00:00:69,2422,-79
17.1584,20:23:00:00:00:15,2452,-80
17.1584,20:23:00:00:00:80,5220,-80
17.1584,20:23:00:00:00:79,5220,-80
17.1584,20:23:00:00:00:45,2412,-81
17.1584,20:23:00:00:00:88,2462,-88
19.1592,20:23:00:00:00:73,2437,-59
19.1592,20:23:00:00:00:55,2427,-65
19.1592,20:23:00:00:00:01,2437,-67
19.1592,20:23:00:00:00:90,2437,-68
19.1592,20:23:00:00:00:44,2462,-75
19.1592,20:23:00:00:00:82,2462,-77
19.1592,20:23:00:00:00:12,2417,-80
19.1592,20:23:00:00:00:65,2437,-81
19.1592,20:23:00:00:00:80,5220,-81
19.1592,20:23:00:00:00:45,2412,-84
19.1592,20:23:00:00:00:79,5220,-86
