0060.540,11.111180724249,49.461387505780,00,001
0076.040,11.110987213974,49.461340785420,00,002
0103.040,11.111000767248,49.461253566258,00,003
0134.040,11.110932283903,49.461192245809,00,004
0319.040,11.111398208932,49.461296533008,00,005
0382.040,11.111530362512,49.461323189095,00,006
0478.540,11.111628311730,49.461219679261,-1,007
0490.540,11.111554030014,49.461271848757,-1,008
0545.040,11.111514111251,49.461214512456,-2,009
0590.040,11.111463698925,49.461154147478,-2,010
0623.540,11.111374609578,49.461148358094,-2,011
0640.040,11.111296681167,49.461188353182,-2,012
0659.540,11.111285390500,49.461258062479,-2,013
0670.040,11.111261319526,49.461328326636,-2,014
0717.040,11.111376121685,49.461339154838,-2,015
0805.040,11.111230435594,49.461223502688,-2,016
0856.540,11.111216674782,49.461136169727,-2,017
0888.040,11.111332839495,49.461096497186,-2,018
0985.540,11.111083897670,49.461204163350,-2,019
1082.040,11.111014208947,49.461167970553,-2,020
1087.540,11.110973482707,49.461186646604,-2,021
1129.540,11.110859645260,49.461198784133,-2,022
1187.040,11.110965548287,49.461147233832,-2,023
1207.540,11.110809208200,49.461126636512,-2,024
1255.540,11.110778358238,49.461192947333,-2,025
1280.540,11.110736341891,49.461118666582,-2,026
1306.540,11.110916312645,49.461083203367,-2,027
1363.040,11.110857686369,49.461043654234,-2,028
1388.040,11.110938203657,49.461004734012,-2,029
1404.540,11.110840877230,49.460985320793,-2,030
1422.040,11.110783186650,49.461058393564,-2,031
1441.540,11.110658820812,49.461119257759,-2,032
1454.540,11.110566818982,49.461139220987,-2,033
1471.540,11.110573987386,49.461038252177,-2,034
1483.540,11.110545113054,49.460986236629,-2,035
1514.540,11.110594002409,49.460902534171,-2,036
1539.040,11.110497205637,49.460936316261,-2,037
1578.040,11.110513863192,49.460942407658,00,038
1583.540,11.110480440859,49.460918867810,00,039
1606.540,11.110513863192,49.460942407658,00,040
1613.540,11.110590143832,49.460956306046,00,041
1620.540,11.110666598186,49.460958586830,00,042
1627.040,11.110734433401,49.460975175886,00,043
1633.040,11.110804978478,49.460991825366,00,044
1639.040,11.110875799221,49.461008392534,00,045
1645.040,11.110940695515,49.461024120122,00,046
1653.040,11.111014731028,49.461041466278,00,047
1659.040,11.111047606651,49.461061209766,00,048
1668.540,11.111021446813,49.461135147684,00,049
1679.040,11.111047606651,49.461061209766,00,050
1682.040,11.111079449678,49.461056703519,00,051
1685.540,11.111122817072,49.461060058374,00,052
1693.540,11.111211099821,49.461082496863,00,053
1706.040,11.111312722994,49.461120838765,00,054
1763.040,11.111474057673,49.461188408641,00,055
1780.540,11.111572799021,49.461157631138,00,056
1814.040,11.111619003780,49.461216752768,00,057
1828.540,11.111521185770,49.461339277180,00,058
1845.040,11.111604876355,49.461213254574,00,059
1874.540,11.111569960002,49.461319572667,-1,060
1897.040,11.111617449143,49.461278014236,-2,061
1916.540,11.111883610588,49.461346838591,-2,062
1935.540,11.111777795541,49.461308226889,-2,063
1954.540,11.111511419321,49.461250604537,-2,064
1967.540,11.111320336176,49.461207861210,-2,065
1992.040,11.110965447828,49.461147209486,-2,066
2049.040,11.110972802127,49.461149154074,00,067
2056.540,11.110932283903,49.461192245809,00,068
2065.540,11.110924651999,49.461250614707,00,069
